,sentence
71,━“기준금리 기대와 반대로 가는 달러…“안도랠리 가능 vs 기술주 약세에 연준 공격적 움직임 지속이날 월가에서는 연준의 속도조절 기대에 예상보다 강한 GDP가 겹치면서 연착륙이 가능한 것 아닌가하는 얘기가 또 나왔는데요.
72,조 바이든 대통령은 최근의 경제 데이터는 미국 경제가 침체에 있지 않으며 계속해서 앞으로 나갈 힘이 있다는 걸 보여준다고 했죠.
73,다만 그는 “만약 미국 경제가 깊은 침체에 빠진다면 이에 대응할 재정능력이 있다고 믿는다고 덧붙였지요.
74,뉴욕 SMBC 니코 증권의 조셉 라보르그나 수석 미국 이코노미스트는 “경착륙을 피하기 위해서는 연준이 빠르게 피벗(정책전환)을 할 필요가 있으며 여기에 몇 번의 행운이 더해져야 한다고 했습니다.
75,재빠른 피벗 가능성이 낮은데 거기에 몇 차례의 운까지 있어야 한다니 쉽지 않은 일인데요.
76,미 경제 방송 CNBC는 “증시 회복에 빅테크에 의존하지 않아도 된다는 점을 증명하고 있다고 했지만 빅테크 상황은 전반적인 경기둔화와 강달러의 이면을 보여줍니다.
77,코너스톤 웰스의 CIO인 클리프 호지는 “GDP 데이터는 위험자산에 골디락스 수치라며 “이럿은 최악의 인플레이션이 아마도 지나간 것 같다는 또다른 신호라고 평가했는데요.
78,비슷한 맥락에서 코먼웰스 파이낸셜 네트워크는 올해 하락세가 컸기 때문에 내년에 최근 몇 년 래 가장 강력한 반등세가 올 수 있다고 하는데요.
79,골드만삭스는 내년에 주가를 떠받치기 위한 기업들의 바이백이 줄면서 타격을 입을 수 있다고 보는데요.
80,크리스 자카렐리 인디펜던트 어드바이저 얼라이언스의 CIO는 “경제가 계속 성장하고 있고 이것이 주식시장에도 좋을 것이라고 보는 건 좋다면서도 “인플레이션과의 싸움을 하고 있다는 점을 고려하면 연준은 계속해서 공격적일 필요가 있다고 느낄 것 같다고 전했습니다.
81,문제는 연준의 기준금리 인상 전망폭이 낮아졌음에도 달러가 강세를 보이는 건데요.
82,피오나 신코타 씨티인덱스 수석 금융시장 애널리스트는 “현재 주식시장과 환율시장은 연준의 다음 움직임에 대해 다르게 해석하고 있다며 “환율시장은 연준이 더 오랫동안 매파적으로 갈 것으로 보지만 주식은 덜 매파적으로 가는 걸 원하는 것 같다고 했는데요.
83,환율 문제는 미국보다 유럽과 다른 주요국의 경제가 더 약세일 가능성이 높은 측면이 있을 겁니다.
84,시장에서는 △지속적인 금리인상 △글로벌 경기침체 우려 △유럽 지정학적 위기 등이 달러화 수요를 지속적으로 높일 것이라는 얘기가 흘러나오는데요.
85,JP모건의 채권부문 국제 CIO인 아인 스틸리는 “연준이 아직 최종금리에 도달하지 않았고 미국 경제는 다른 경제권보다 더 회복력이 있는 것 같다고 봤습니다.
86,인플레 경기침체 금융안정 이 세가지 리스크의 상황 변화를 계속 눈여겨 봐야겠습니다.
87,#기자페이지를 구독하시면 미국 경제와 월가의 뉴스를 쉽게 받아보실 수 있습니다.
88,코너스톤웰스 클리프 호지 최고투자책임은 인플레이션이 내려가고 있음을 보여주고 있다.
89,▲블룸버그에 따르면 영국의 중소기업 차입 비용 증가 우려가 확대되고 있어.
90,전날 급반등한 나스닥지수가 페이스북 모기업 메타플랫폼의 주가 폭락에 하락세로 전환됐으며 다우 지수는 GDP 지표 개선에 강세를 보였다.
91,투자자들은 다음 주에 예정된 연방준비제도(Fed)의 통화정책 회의를 예의주시하고 있다.
92,호지 CIO는 다만 오늘 GDP 발표는 위험자산의 골디락스(뜨겁지도 차갑지도 않은 상태) 수치라면서 최악의 인플레이션이 뒤에 있을지도 모른다는 가능성을 의미하는 신호라고 진단했다.
93,이 덕분에 전통적 경기민감주가 많이 포진된 다우 지수는 강세를 보였습니다.
94,이번 회의에서 연준이 향후 금리 인상 속도가 둔화될 것이라는 언질을 주면 금융시장은 호재로 해석할 가능성이 높을 것으로 전망됩니다.
95,예상보다 높은 국내총생산(GDP) 성장률 덕분에 다우는 상승했으나 페북의 모회사 메타의 실적 악화로 나스닥은 급락했다.
96,소비 둔화로 수입이 줄었지만 수출은 원유 가스 등 에너지 중심으로 늘었다.
97,메타는 온라인 광고 감소와 애플의 정책 변경 등으로 광고 수익에 큰 타격을 입고 있다.
98,메타는 틱톡에 맞서기 위해 짧은 동영상 서비스인 ‘릴스’에 ‘올인’하고 있지만 틱톡을 따라잡는데 역부족이다.
99,옐런 장관은 뜨거운 고용시장 덕분에 완전고용 상태라는 것이 분명하게 좋은 것이지만 성장이 느려지기를 원한다며 인플레이션을 잡기 위해 필요한 부분이라고 말했다.
100,그는 강력한 고용을 유지하면서도 인플레이션을 낮출 길이 보인다고 많이 말했다.
101,그리고 이번 (GDP) 데이터는 우리가 목격하기를 원하는것과 일치한다고 평가했다.
102,옐런 장관은 앞으로 경제가 더 느려질 것으로 예상하며 필요하다면 정부는 대응할 재정 여지가 있지만 통화정책에 반하는 일은 아닐 것이라고 밝혔다.
103,그는 인플레이션 문제를 악화하는 재정 정책을 사용하는 것에 대해 신중해야 한다고 말했다.
104,하지만 깊은 침체를 예상하지 않지만 그런 침체가 발생한다면 대응할 필요가 있고 그렇게 할 충분한 재정 여지가 있다고 생각한다고 옐런 장관은 덧붙였다.
105,또 옐런 장관은 재무부가 국채시장의 유동성 감소를 살펴보고 있다며 광범위한 시장 변동성에 따른 것이지 문제가 있다고 여기지 않는다고 밝혔다.
106,이어 재무부는 유동성을 늘릴 장기적 개혁조치를 연구중으로 연준이 은행에 대해 추가로 요구하는 유동성준비 비율을 조정하는 것이 가능한 전략 중 하나지만 이는 은행 규제기관들이 결정할 몫이라고 그는 설명했다.
107,현재 미 국채는 매력적인 수익률 덕분에 많은 해외 매수자들을 유치하고 있다고 옐런 장관은 덧붙였다.
108,GDP 깜짝 반등만으로는 인플레이션과 경기침체에 대한 우려를 해소 하기 역부족이었다.
109,최근 동조화 현상이 강해진 뉴욕 증시가 하락한 것도 암호화폐 시장에 영향을 줬다.
110,메타(구 페이스북)를 비롯한 빅테크들이 연이어 실망스러운 실적을 발표한 영향을 받았다.
111,전날 급반등했던 나스닥지수가 페이스북 모기업 메타의 주가 하락에 하락세로 전환됐고 나머지 지수는 GDP 지표 개선에 강세를 보였다.
112,앞선 두 개 분기 동안 마이너스(-)를 기록했던 성장률이 플러스로 전환됐다.
113,과열된 노동시장이 연준의 공격적인 금리 인상으로 진정되고 있다는 신호로 풀이된다.
114,기술 기업들의 실적은 예상치를 밑돌면서 주가에 하방 압력으로 작용하고 있다.
115,이날은 장 마감 후 인텔과 아마존 애플 티모바일 등이 분기 실적을 발표할 예정이다.
116,투자자들은 다음 주 예정된 연방준비제도(연준·Fed)의 통화정책 회의를 대기하고 있다.
117,뉴욕증시 전문가들은 기업들의 실적 부진은 경제가 둔화하고 있다는 신호라고 설명했다.
118,인베스코의 세바스찬 맥케이 멀티에셋 펀드 매니저는 WSJ에 일부 기술기업들의 실적이 매우 실망스러웠다라며 실적이 줄어듦과 동시에 역사적으로 경제를 예견하는 지표로 여겨진 광고의 부진은 경제가 둔화하고 있음을 시사한다라고 말했다.
119,그는 연준이 금리 인상을 중단할 정도로 경제가 충분히 빠르게 둔화하고 있는지에 대해서는 여전히 회의적이라면서도 전 세계적으로 연준의 긴축이 다양한 경로를 통해 작동하고 있으며 이러한 것이 실물경제에 뒤늦게 영향을 미치고 연준이 이를 간과하고 있다는 점이 약간 우려스럽다라고 말했다.
120,세계일보 자료사진 환경보호지출계정은 정부 기업 등 각 경제주체가 환경보호를 위해 지출하는 금액을 대기 폐수 폐기물 등 환경 영역별로 추계하는 국가승인통계다.
121,기업의 대기오염 저감시설에 대한 지속적인 투자와 공공부문의 미세먼지 저감사업 투자가 늘어난 데 따른 것이다.
122,장기복 환경부 녹색전환정책관은 “환경보호지출 정보에 대한 심층적인 분석과 함께 재생에너지 생산 등 탄소중립 관련 지출로 조사 대상을 확대해 탄소중립 이행 비용을 환경보호지출계정 편제에 반영할 수 있도록 하는 등 환경보호지출 정보 활용도를 지속적으로 높여갈 계획이라고 밝혔다.
123,향후 저출산·고령화에 따라 사학·국민연금기금 적자 전환 등으로 나랏빚 부담이 급증할 것으로 예측되는 가운데 국회에서 재정준칙과 관련해 심도 있는 논의가 이뤄져야 한다는 지적이다.
124,문제는 저출산·고령화가 심화하면서 한국의 장기적인 재정전망이 더욱 어둡다는 점이다.
125,예산정책처는 “사학연금기금과 국민연금기금의 수지가 적자로 전환되는 시점 이후 적자폭이 확대될 것이라고 지적했다.
126,이에 따라 재정준칙을 조속히 법제화해 나랏빚 증가 속도를 늦춰야 한다는 지적이 나온다.
127,당초 기대 이하의 실적으로 발표를 미룬 것 아니냐는 전망이 나왔지만 시장 전망치를 뛰어넘으며 전분기 대비 회복세를 보였다.
128,월스트릿저널은 숫자가 지속되고 있는 경기침체를 은폐할 수 있다고 보도했고 CNN은 경제 상황을 과장하는 원 히트 원더 즉 일회성 성공일 수 있다고 경고했습니다.
129,하지만 아이폰 아이패드 등 주요 제품 매출이 시장 예상치를 밑돌자 시간외거래 하락세를 보였습니다.
130,하지만 중앙은행 연방준비제도(연준)의 공격적 금리인상은 소비자 지출을 압박해 성장 호조를 마냥 반길 수 만은 없다.
131,다만 소비지출은 강력한 고용 시장과 이에 따른 임금 인상세의 지지를 받고 있다.
132,블룸버그와 뉴욕타임즈는 무역 수지는 변동성이 심하다며 무역수지 개선이 오히려 전체 GDP 숫자를 왜곡했다고 봤습니다.
133,또 소비 지출 성장세가 둔화한 점은 인플레이션으로 소비자 지출이 둔화하고 있다는 걸 암시하고 주택 부문 둔화는 연준의 금리 인상이 주택 시장을 빠르게 냉각시키고 있다는 걸 보여준다고 했습니다.
134,이외에도 미국의 성장은 앞으로도 계속 둔화할 거란 관측이 지배적이었습니다.
135,한편 일각에서는 소비 지출 성장세 둔화와 주택 시장 냉각을 두고 연준이 금리 인상 속도를 줄일 수도 있다는 기대감이 형성되기도 했는데요.
136,하지만 로이터와 블룸버그는 이는 연준이 의도한 결과라고 풀이할 수 있다며 연준이 이를 주요하게 볼 것 같지는 않다고 분석하기도 했습니다.
137,美 상무부 “동맹국 中 반도체 수출 규제 동참 기대미국의 대중 견제 움직임이 본격화하고 있죠.
138,가까운 시일 내에 바이든 행정부가 동맹국들과 협상을 통해 해당 국가들을 대중 반도체 수출 규제에 포함하는 방안을 발표할 수도 있을 것으로 보입니다.
139,앞서 바이든 행정부는 이번 달 초 미국 기업의 대중 반도체 장비 수출을 사실상 금지한 바 있죠.
140,하지만 네덜란드 기업인 ASML과 일본 기업인 도쿄 일렉트론은 미국 기업이 아닌 만큼 해당 규제를 피해 갈 수 있었습니다.
141,에스테베즈 상무부 산업안보차관은 한 씽크탱크와의 인터뷰에서 동맹국들과 가까운 시일 내에 협상이 이뤄질 것으로 기대한다고 말한 바 있습니다.
142,이외에도 에스테베즈 차관은 동맹국들이 반도체 장비부터 반도체까지 모든 영역에서 반도체 규제에 동참하도록 하는 방안을 살펴보고 있다고 전했습니다.
143,또 만약 동맹국들이 해당 규제에 동참한다면 미국 규칙으로부터 면제받을 수 있는 방안 또한 검토하고 있다고 전했습니다.
144,유럽중앙은행은 성명에서 인플레이션이 여전히 너무 높다며 금리 인상 배경을 설명했습니다.
145,크리스틴 라가르드 유럽중앙은행 총재 역시 기자회견에서 비슷한 발언을 한 바 있으며 추후 금리 인상 속도와 경로는 데이터를 기반으로 각 회의 별로 결정될 것이라고 전했습니다.
146,시장에서는 이를 두고 사실상 대차대조표 축소의 첫발을 뗀 것이라는 분석이 나오기도 했는데요.
147,이외에도 월스트리트 저널은 라가르드 총재가 경기 침체 가능성을 언급한 점과 완화적인 통화 정책의 영향을 축소하는 데 이미 상당한 진전을 이뤘다고 언급한 점에 주목하기도 했는데요.
148,그러면서 유럽중앙은행이 곧 금리 인상 규모를 축소할 수도 있다는 기대감이 형성됐다고 전했습니다.
149,“메타 투자 확대 일부 반도체 기업에 긍정적오늘 메타 이야기를 안 할 수가 없을 것 같습니다.
150,한편 메타의 메타버스 투자 확대가 일부 반도체 기업들에는 긍정적이라는 분석도 나왔습니다.
151,그러니까 당분간 비용이 늘고 수익성이 나빠지더라도 메타버스 투자에 집중하겠다는 건데요.
152,모두 메타버스 투자에 집중하겠다는 건 수익성이 더욱 악화한다는 걸 의미한다고 한 목소리를 냈습니다.
153,또 메타버스 사업이 언제 수익을 낼지 모르는 상황에서 투자를 계속하는 건 무모하다고 경고하기도 했는데요.
154,한편 마켓워치는 메타가 메타버스 투자를 지속한다는 건 엔비디아 AMD 인텔 마벨 등 일부 반도체 기업에는 긍정적이라고 평가했습니다.
155,메타버스 구현을 위해서는 데이터 센터 구축이 필수적이며 이때 반도체 역시 꼭 필요하기 때문입니다.
156,이와 관련해 제프리스의 마크 리파시스 애널리스트는 반도체 기업들의 데이터 센터 실적 관련 우려가 커지고 있지만 반도체 업계에서 우려하고 있는 공급 과잉이 데이터 센터 매출에도 영향을 줄지 잘 모르겠다고 분석하기도 했습니다.
157,앵커당 대회 기간 발표를 미뤘던 경제 성적표가 시진핑의 권력 독점에 쐐기를 박는 대관식이 끝난 뒤에 공개됐습니다.
158,수치의 신뢰성을 떠나서 정치 논리에 따라 경제 정책이 좌우되는 이른바 차이나 리스크에 대한 우려는 더욱 커질 전망입니다.
159,리커창 왕양 등 전임 지도부의 경제 관료들이 물러난 자리엔 시진핑의 측근들로 채워졌습니다.
160,차기 경제 사령탑을 맡게 될 리창은 부총리로서 국정 경험도 쌓지 못한 데다 상하이 서기 시절 도시 봉쇄 책임마저 거론됩니다.
161,수치의 신뢰성을 떠나 제로코로나 방역이나 미중 갈등 같은 안보문제 앞에서 경제 분야의 희생을 감내할 수 있다는 선언으로 들립니다.
162,실제 내수 활성화와 분배에 초점을 맞춘 시진핑의 공동부유론 띄우기에 나서면서 중국 공산당은 이런 해명까지 해야 했습니다.
163,자오천신 / 국가발전개혁위원회 부주임 : 중국이 대외 개방을 대폭 축소하거나 심지어 자급자족 경제를 한다는 건 완전히 잘못 이해한 겁니다.
164,중국 관영 매체들은 새로운 시대 시진핑을 중심으로 똘똘 뭉치자며 여론몰이에 한창입니다.
165,저우위시엔 / 중국과학원 원사 : 시진핑 총서기의 영도 아래 갈수록 큰 성과를 거둘 수 있다고 믿습니다!시진핑 한 사람의 결단이 경제 원리보다 우선시 될 수 있는 정치 구도가 마련되면서 이른바 차이나 리스크에 대한 우려가 더 커지고 있습니다.
166,다우 지수가 GDP 지표 개선에 오름세를 보인 한편 전날 반등했던 나스닥지수는 페이스북 모기업 메타의 실적 부진으로 특히 하락세가 두드러졌다.
167,다만 무역수지 개선에 따른 왜곡일 뿐 소비지출 둔화 주택시장 약세 등을 중심으로 경제 우려가 커지고 있다는 지적도 나온다.
168,뱅크오브아메리카(BoA)의 마이클 게이펀 미국시장 수석이코노미스트는 전체 숫자는 무시해야한다.
169,향후 연방준비제도(Fed)의 고강도 긴축 효과까지 겹치며 내년 경기침체가 불가피할 것이란 우려가 잇따른다.
170,이와 함께 메타 알파벳 MS 등 기술주의 실적 부진 또한 투심을 짓눌렀다.
171,인베스코의 세바스찬 맥케이 매니저는 일부 빅테크의 실망스러운 실적에서 확인된 광고 부진은 경제 둔화를 시사한다고 지적했다.
172,현재 투자자들은 다음 주 Fed의 연방공개시장위원회(FOMC)를 대기하고 있다.
173,오안다의 에드워드 모야 선임애널리스트는 미 증시는 엇갈린 실적 경제 둔화를 뒷받침하는 데이터가 동시에 나오면서 방향을 찾기 위해 고군분투하고 있다고 분위기를 전했다.
174,그는 경제가 경기침체로 향하고 있는 것처럼 보이는 가운데 이는 Fed의 정책전환(피봇) 콜을 강화할 수 있다고 진단했다.
175,영국을 포함한 다른 주요국이 이미 경기 침체에 빠졌거나 침체 가능성이 커지고 있는 가운데 미국의 성장이 회복하고 있다.
176,고물가로 서민 살림살이가 팍팍해지면서 중간선거를 앞두고 있는 민주당에 악재로 작용하고 있다.
177,다만 치솟던 휘발유 가격이 다소 내리며 조금 나아졌다고 보는 유권자들도 많다고 WP는 전했다.
178,더글라스 홀츠 이아킨 미 싱크탱크 아메리칸액션포럼 회장은 이전보다 GDP가 나아보이지만 현장 상황은 크게 바뀌지 않았다며 인플레이션이 여전히 타격을 주고 있고 연준 긴축에 대한 우려는 여전하다고 말했다.
179,대외 여건 악화로 반도체를 중심으로 수출 부진이 심화하고 있고 민간 소비 위축에 따른 내수 불황 우려도 커지고 있다.
180,글로벌 경기 침체의 직격탄을 맞은 반도체는 내년 하반기쯤에나 경기가 되살아날 것으로 보여 반전을 꾀하기 어려울 것이란 비관적 전망이 지배적이다.
181,/사진공동취재단										국제통화기금(IMF)이 “한국이 부채 그 중에서도 공공부채 문제를 주의해야 한다고 평가했다.
182,또 “금융 부문 회복력도 견고하다며 “선진국보다 먼저 긴축에 나설 정도로 대외 신뢰도도 상당히 높다고 답했다.
183,그러면서 “부채 빼고는 모든 (경제) 여건이 강하고 좋다며 “(한국 정부가) 공공부채 문제를 주의해야한다고 조언했다.
184,한국 가계부채에 대해선 “증가 추세는 맞지만 주로 주택담보대출이고 LTV(주택담보인정비율)나 DSR(총부채원리금상환비율) 같은 신중한 관리가 있었다며 “가계부채 위험은 상당히 적다고 판단하고 있다고 말했다.
185,그는 “기업어음(CP) 시장에 안정화 기금을 운영하고 있으며 다른 부문으로 부실화가 전이되는 것을 막고자 적극적으로 나서고 있다고 본다고 했다.
186,그는 “한국이 다른 나라에 비해 일찍 긴축에 들어갔지만 한·미 금리 격차는 환율에 부정적이라고 했다.
187,Uncertainties however were too high to offer a growth forecast for the remaining October-December period the bank noted.
188,“A slowdown in consumption recovery is expected prompted by higher borrowing costs and inflation.
189,… Exports so far this month had already shrunk from a year before a senior Bank of Korea official said echoing a similar sentiment shared by most analysts flagging concerns over a downturn.
190,A global rush to lifting borrowing costs to fight off persistently high inflation with supply chain glitches adding to growth woes has put policymakers in a bind.
191,Meanwhile the board eased the bank’s collateral policies for local financial institutions seeking loans in its first step toward preventing a recent credit default from spilling over into the wider financial market.
192,Sixteen trillion won is earmarked for corporate bonds.
193,It said the three-month aid package was “transitory and “consistent with the direction of policy tightening in place.
194,중국에서는 강경한 제로 코로나 정책으로 여러 대도시가 자주 봉쇄되고 여행과 경제활동도 반복적으로 차질을 빚은 바 있다.
195,치솟는 물가로 인한 시민들의 좌절에도 시진핑 중국 국가주석의 정책은 바뀌지 않을 것으로 보인다.
