,sentence
20,소파는 빈자리가 없었고 객장에서 안내하는 직원은 번호표가 불릴 때마다 이곳저곳 다니며 손님들의 번호를 확인하곤 했다.
21,특별판매 상품으로 나온 높은 이자율은 내게만 솔깃한 것은 아니었던 것 같다.
22,예적금을 문의하고 개인정보를 등록하고 모바일로 해당 지점의 법인 통장에 금액을 이체해서 적금을 계약하는 방식으로 일은 처리됐다.
23,금리 인상으로 은행 이율이 높아졌다고 하지만 마냥 좋게 생각할 수는 없다.
24,통장에서 언제 빠져나가는지 모르는 대출이자는 이미 몇 년 전부터 변동이율이었고 슬금슬금 오른 이율로 매달 정확하게 빠져나가고 있다.
25,금리가 장난 아니라고 말했던 이도 대출이자 부담은 그것대로 크게 공감했다.
26,소득에 비해 높은 가계부채는 경제 불황과 증시 하락 원달러 환율의 상승 여파로 앞으로 더 심각해질 것이라고 대부분 전망한다.
27,서민들의 어려운 사정을 아는지 모르는지 눈을 감고 외면하는 듯한 언론에서도 드문드문 그 심각성을 확인할 수 있는 보도가 보인다.
28,혹자는 외환위기를 예고하기도 하고 혹자는 세계적인 인플레이션 공포를 말하기도 한다.
29,높은 금리를 찾아 발품을 팔고 긴 시간을 기다려 적금 통장을 쥐고 나오는 나도 마냥 즐겁지는 않았다.
30,아마도 내일이 되면 오늘보다 더 높은 상품을 안내하는 문자가 날아들지도 모른다.
31,국내 주식을 손절하고 예금으로 돌리는 사람도 있고 환율이 오르니 외화 예금에 일찌감치 눈을 돌려 수익을 냈다는 발 빠른 사람들 얘기도 들려온다.
32,이른바 돈이 돈을 버는 세상 부자들에게는 지금이 바로 호황일지도 모르겠다.
33,지나친 비약일지 모르겠지만 지금의 예금 금리는 마치 어리석은 원숭이를 달래는 조삼모사 같다.
34,역사적으로 민란과 민중봉기 시민혁명은 항상 민생 문제에서 시작되었다는 걸 위정자들이 알고는 있는지 궁금하다.
35,최근 여행 관련 카페에서 항공권 가격이 너무 비싸다는 소비자들의 불만이 많이 보입니다.
36,코로나가 한창일 때는 수요가 적어서 비싸다고 하더니 수요가 많아진 요즘 항공요금이 좀처럼 내려가지 못하는 이유가 무엇인가요.
37,비싸게 불려도 팔리는 항공권…일본 노선의 경우 모든 항공사 탑승률 ‘만석’업계에서 항공권 가격이 비싸게 형성되는 이유는 ‘수요와 공급의 법칙’이라고 설명합니다.
38,항공사는 비행기 좌석을 모두 채우고 그 좌석을 통해 이익을 내기 위해 ‘이율 관리’ 방법으로 항공권 가격을 조절합니다.
39,이율 관리란 수요 경쟁 등의 요소에 따라 제품 가격을 수시 변경하는 기법을 말합니다.
40,또 일부 좌석은 특가보다 높은 가격을 출발일과 가까울수록 좌석의 가격은 올라갑니다.
41,요즘 항공사들이 노선 특가를 내세우지만 정작 내가 살 때는 저렴한 가격을 보기 어려운 이유이기도 합니다.
42,반대로 출발 시간이 점점 다가오고 있는데도 남는 좌석이 많다면 수요와 공급의 법칙에 따라 항공사 또는 여행사는 이른바 할인된 가격에 ‘땡처리 항공권’을 판매하기도 합니다.
43,문제는 현재 모든 항공사의 국제선 노선의 탑승률이 만석에 가깝다는 점입니다.
44,높은 가격 책정에도 불구하고 항공권이 잘 팔리니 항공사 입장에서는 가격을 낮출 이유가 없는 것입니다.
45,한 업계 관계자는 “항공권 가격이 코로나 이전과 비교했을 때 비싼 것은 사실이라면서도 “천정부지 치솟는 항공권 가격이 심리적 저항선에 부딪혀 팔리지 않는다면 가격은 자연스레 내려갈 것이라고 설명했습니다.
46,하지만 코로나로 인한 수요 급감은 공급 자체를 할 수 없었던 특별한 상황이었습니다.
47,엄밀히 말하자면 항공 수요가 줄었다기보다 항공기 자체를 이용할 수 없는 환경이었던 셈이죠.
48,이 논문은 ‘항공기를 이용하는 여객 수요가 필수 목적의 이용자 중심으로 이루어졌을 가능성이 높다’고 설명했습니다.
49,쉽게 말해 공급은 줄었는데 비즈니스나 유학생의 귀국 등 항공기를 필수적으로 이용해야 하는 사람의 수는 줄지 않았다는 말입니다.
50,‘물들어 올 때 노 저어야 한다’는 말처럼 넘쳐나는 국제선 여객 수요를 감당하기 위해 항공 노선을 증편하고 있습니다.
51,오죽하면 이용객이 적은 지방공항의 노선을 축소하거나 항공기를 빼서 국제선에 투입하려는 움직임도 보이고 있습니다.
52,항공 정상화가 된다면 천정부지 치솟던 가격이 예전 수준으로 돌아올 것이란 게 업계의 관측입니다.
53,※ 이데일리 궁즉답에서는 독자 여러분들이 알고 싶어하는 모든 이슈에 기자들이 직접 답을 드립니다.
54,한국지엠의 내수와 수출 상승세는 반도체 수급 문제 해결과 함께 주요 모델의 꾸준한 인기 덕분으로 업계는 평가한다.
55,트레일블레이저는 내수 시장은 물론 주요 수출 시장인 미국에서도 선전하고 있다.
56,미국에서는 트레일블레이저와 형제모델인 앙코르 GX로 판매되며 소형 SUV(스포츠유틸리티차) 세그먼트에서 가장 인기 높은 모델 중 하나다.
57,한국지엠은 쉐보레의 기함이자 풀사이즈 SUV 타호에도 연중 최고 수준의 현금지원을 제공한다.
58,다양한 상품 및 캠핑장 숙박권이 제공되는 전시장 방문 이벤트와 오토캠핑 이벤트도 함께 진행한다.
59,금리 상승기엔 목돈을 한 상품에 오래 묶어두기보다는 금리가 더 높은 상품으로 빨리 갈아타는 게 유리하다고 전문가들은 말한다.
60,하루가 다르게 수신금리가 뛰고 있기 때문에 이자를 조금이라도 더 받으려면 기존 정기예금을 해지하고 금리가 더 높은 상품으로 갈아타는 게 유리하다.
61,다만 만기가 얼마 남지 않았다면 기존 예금을 만기까지 유지하는 편이 낫다.
62,상품을 갈아타려고 정기예금을 중도 해지하느라 이율에서 손해 보는 게 아깝다면 가입할 때부터 만기를 짧게 설정하는 것도 요령이다.
63,예금담보 대출 금리와 신규 정기예금의 금리 차를 이용해 이익을 추구하는 것이다.
64,한국은행의 기준금리 인상이 마무리될 무렵 정기예금에 가입할 생각이라면 그때까지 파킹통장에서 여윳돈을 운용하면서 이자 이익을 노릴 수 있다.
65,KB국민은행 관계자는 “이번 적금은 KB스타뱅킹 신규 서비스를 활용하여 고객에게 높은 금리를 제공하고자 기획한 상품이다고 밝혔다.
66,르노코리아와 한국GM은 연말 신차와 할인 프로모션을 앞세워 쌍용차를 추격한다는 방침이다.
67,연말까지 이렇다 할 신차가 없는 한국GM은 할인 폭을 늘려 점유율을 높인다는 전략이다.
68,한국GM은 다음 달과 연말에도 이와 비슷한 규모의 할인을 적용할 것으로 알려졌다.
69,업계 관계자는 토레스를 앞세운 쌍용차가 내수 시장에서 나홀로 성장을 거듭하고 있다며 르노코리아와 한국GM이 연말 추격에 나서고 있지만 판세를 뒤집기는 어려울 전망이라고 말했다.
70,청약통장 가입 감소세 역시 이러한 금리 동결에 영향을 미쳤을 것이라는 분석이 나온다.
71,국토부가 시중금리 기금 대출금리 및 재정건전성 등을 고려해 국토부장관 명의로 청약저축 이자율을 고시하는 현행 방식에도 개선이 필요하다는 지적도 제기된다.
72,과거 ‘효자 상품’으로 주택 구입을 하지 않더라도 가입하는 게 이득이라는 평가를 받았던 것과는 달리 기준금리의 절반 수준의 이자를 지급하고 있는 셈이다.
73,주택 구입을 위해 이용하는 ‘주택담보대출’ 금리와 비교하면 차이는 더 극명하다.
74,특히 주택청약 저축의 경우 국민 절반 이상이 가입하고 있어 고정 이율에 따른 국민 피해는 더 크다는 게 김 의원 측 설명이다.
75,이 같은 문제 탓에 김 의원은 개정안을 통해 청약저축 이자율 산정 시 기준금리와 시중 예금금리 고려하도록하고 기존 국토부 고시를 법률로 상향할 수 있도록 했다.
76,법안이 통과되면 기준금리 상승기에 청약저축 이자율도 함께 상승할 수 있는 제도적 기반을 마련하고 청약저축 가입 국민들의 상대적 박탈감을 완화할 수 있을 전망이다.
77,김 의원은 “사실상 ‘국민 적금’인 청약저축의 이자율이 최소한 기준금리 인상만큼은 상승해야 청약저축을 가진 국민들의 상대적 박탈감이 완화될 수 있다라며 “청약저축 이자율의 기준금리 고려·산정 법안이 통과될 필요가 있다고 했다.
78,KB국민은행 관계자는 이번 적금은 KB스타뱅킹 신규 서비스를 활용해 고객에게 높은 금리를 제공하기 위해 기획한 상품이라고 소개했다.
79,상품 탐색 정보확인 상품 가입 등 온라인 쇼핑몰에서 상품을 구매하는 것과 같은 고객 경험을 제공하는 게 특징이다.
80,KB스타페이적금에 가입한 고객 중 KB스타뱅킹 Pay를 최초로 결제한 고객 전원에게도 스타벅스 모바일 쿠폰을 제공한다.
81,쉐보레는 이밖에도 전시장 방문 및 오토캠핑 이벤트를 열고 다양한 상품 및 캠핑장 숙박권을 제공하는 등 다양한 프로모션을 펼치고 있다.
82,정통 SUV 및 픽업트럭 전문 브랜드인 쉐보레는 최근 높아지고 있는 레저 및 아웃도어 액티비티에 특화된 모델의 수요에 대응하기 위해 여름부터 충분한 물량을 확보하고 있다고 설명했다.
83,현재 가장 빨리 출고를 받을 수 있는 국내 생산 모델은 트랙스와 말리부 스파크다.
84,쉐보레 타호 하이컨트리수입 모델 중 가장 빠른 출고가 가능한 모델은 쉐보레 타호다.
85,애플이 골드만삭스와 제휴해 높은 이자를 제공하는 예금 계좌 서비스를 출시할 계획이다.
86,이는 애플의 신용카드 ‘애플카드’로 결제할 때 받는 캐시백인 ‘데일리 캐시’를 자동으로 예금 계좌에 예치시키고 여기에 붙는 이자로 자금을 불릴 수 있는 서비스다.
87,애플은 이 서비스에 수수료 최소 예치금과 최소 잔액에 대한 규정이 없다고 밝혔다.
88,다만 현재 금리가 매우 빠르게 변화하고 있다며 정확한 연간 수익률은 공개하지 않았다.
89,또 별도의 수수료를 내지 않고 애플카드와 연동된 은행 계좌 자금이나 애플 결제 서비스인 ‘애플캐시’ 잔액을 세이빙스 계좌에 예치하거나 인출할 수 있다.
90,제니퍼 베일리 애플페이 부사장은 “이 서비스를 통해 애플카드 사용자들은 미래를 위해 저축할 수 있으며 보다 건강한 경제 생활을 이끌어나갈 수 있다고 말했다.
91,&lt;씨엔비씨(CNBC)&gt;는 애플이 은행 업무 간편결제 신용 기능 등 소비자 금융 서비스를 확대해나가고 있다고 전했다.
92,또 아이폰을 결제 단말기로 사용할 수 있는 간편 결제 방식 ‘탭 투 페이’와 핀테크 업계에서 각광받는 ‘선구매 후결제’(buy now pay later) 서비스를 올해 안에 선보일 예정이다.
93,보험사들도 잇단 고금리 상품과거상품 만기에 재유치 사활사업비 등 공제내용 확인해야 금융감독원 제공 시중은행 저축은행 등에서 고금리 상품들이 쏟아져나오면서 보험사들도 금리 경쟁에 동참하고 있다.
94,기준금리 인상에 대응하면서도 자금 유동성을 확보하기 위한 조치라는 해석이 나온다.
95,한때 애물단지로 전락했던 저축보험에 생보사들이 다시 주목하는 건 과거 판매했던 상품의 만기가 돌아오면서다.
96,해당 상품의 만기가 올해 돌아오자 자금을 재유치하기 위한 것이라는 게 업계의 설명이다.
97,한 생보사 관계자는 과거 판매한 저축성 보험의 만기가 도래하는 시점이라 유동성 확보를 위해 저축보험들이 등장하고 있다며 예금 적금 등 타 상품과 비교해 금리 경쟁력을 잃지 않기 위해 확정이율을 올리고 있는 것이라고 말했다.
98,채권 금리가 오르는 등 현재 투자 여건도 나쁘지 않아 이차 역마진 가능성은 적을 것이라고 덧붙였다.
99,저축보험 이율만 놓고 보면 쏠쏠하지만 계약 만기 후 실질적으로 적용되는 금리와 보험사들이 제시하는 확정 이율이 다르다는 점은 감안해야 한다.
100,매달 일정한 금액을 납입하고 납입금액에 대한 이자가 붙는 은행 정기 예·적금과 달리 저축보험은 보장 보험료와 사업비 등을 공제하고 남은 금액이 적립된다.
101,이 때문에 만기 후 실제 환급되는 금액은 납입보험료를 보험사가 제시한 이율로 계산한 금액보다 적다.
102,납입 도중에 해지하면 돌려받는 금액이 아예 없을 수 있는 것도 이런 이유에서다.
103,최근 부동산과 증권 시장이 함께 가라앉으면서 여윳돈을 맡길 투자 수단으로 은행을 선택하고 있는 것이다.
104,고금리 시기 은행 이자를 조금이라도 더 받아갈 수 있는 방법을 몇 가지 소개한다.
105,예전에 들었던 수신상품의 금리가 올랐을 때 이를 해지하고 다시 들어야 할지 혹은 그대로 유지해야 할지 득과 실을 저울질 해보는 것이다.
106,예·적금을 만기 이전에 해지하면 이에 따라 은행이 주는 이율이 낮아지기 때문이다.
107,만기가 얼마 남지 않는 상황에 조금 더 높은 이자를 바라다가 오히려 훨씬 적은 이자를 받아가게 될 수 있기 때문이다.
108,금리가 가파르게 오르는 시기에 중도해지 이율을 고려하더라도 새로운 금리 적용으로 얻는 이익이 더 클 수 있기 때문이다.
109,다만 중도해지이율은 상품마다 다르니 직접 기간과 이율을 비교해보는 게 필요하다.
110,올해 한국은행 기준금리 변동 추이 /그래픽정기현 기자 예금담보대출 받아 고금리 예금 가입 예금 해약이 망설여질 때에는 예금담보대출도 이율을 끌어올릴 수 있는 방법이 될 수 있다.
111,이렇게 받은 대출을 현재 나오는 고금리 수신상품에 투자해 이익을 얻는 것이다.
112,저금리 시기 예금을 들고 지금까지 유지하고 있는 금융소비자라면 이를 통해 차익을 얻을 수 있다.
113,*아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다.
114,거래 절벽 고금리 월세 폭등 등 내년 부동산 시장의 그림자 더 짙어질 것 같습니다.
115,교수님께서 지분공유제에 대한 말씀을 해 주셨는데 그 의견을 들으시고 왜 국가가 영끌족 도와줘야 되냐.
116,주식이나 코인 폭락해도 그러면 국가가 함께 책임져줘야 되냐 이런 말씀을 하셨어요.
117,사실 이렇게 되면 개인이 가처분 소득 이자 부담이 굉장히 줄어들기 때문에 가처분소득이 굉장히 늘어날 수가 있어요 사실은요.
118,그에 더해서 정부도 단순히 돈을 공짜로 준 게 아니고 준 만큼 우리가 가져갈 거라는 걸 명확하게 하는 것이고 그 선택은 개인이 하는 거예요.
119,◆ 김성회&gt; 상승분까지 가져가는 거죠?◇ 박재홍&gt; 그냥 주는 게 아니라.
120,◆ 진중권&gt; 주식도 그렇게 하면 안 되나?◆ 김경민&gt; 주식은 변동성이 너무 커서.
121,변동형 주택담보대출 금리에 기준이 되는 코픽스(COFIX 자금조달비용지수)가 상승하면서 시중은행의 변동형 주택담보대출(주담대)와 전세자금대출 금리가 오를 전망이다.
122,왜 그렇습니까?◆ 김경민&gt; 왜냐하면 우리나라 부동산이 사실 권역별로 따로 움직여요.
123,예를 들어서 서울하고 부산 울산 경남만 비교를 하면 수도권인 서울 인천 경기는 같이 가요 패턴 자체는.
124,◆ 김경민&gt; 이게 사실은 완전 침체기일 수밖에 없는 게 한은 총재님도 말씀하셨던 게 미국 금리 본다고 말씀하셨잖아요 본인도.
125,다만 이제 길이에 대해서는 저번에 제가 말씀드렸던 것 같은데 미국이 절대로 인플레이션이 꺾였다고 기준금리를 한 번에 내리지 않아요.
126,아니면 침체라는 것이 누구에게인가는 기회가 되기도 한가요?◆ 김경민&gt; 현금 갖고 있는 사람들한테는 기회죠.
127,◆ 진중권&gt; 정기예금도 현금에 들어가나?◇ 박재홍&gt; 당연히 현금이죠.
128,그래서 우리 교수님 부동산 예측 모형에서 교수님 모형에서 제일 중요한 게 기준금리라고 하셨는데 기준금리는 계속 올라갈 일만 남았기 때문에 사실은 부동산은 지금 계속 침체 국면이고 또 그렇게 볼 수밖에 없고 슈퍼 인플레이션의 파고를 예측하셨어요.
129,그럼 이것도 결국은 인플레이션 기준금리 올라가면 결국 부동산 하락 국면 예상할 수밖에 없는 이런 상황 아닙니까?
130,지금 그러니까 사실은 약간 어려운 말씀입니다마는 투자수익률이 제일 중요해요 투자수익률이요.
131,◆ 김경민&gt; 그런데 부동산 투자수익률도 마찬가지로 그러면 그거보다 높아야 되는 게 정상이에요.
132,◆ 진중권&gt; 그런데 그게…◆ 김경민&gt; 그런데 그게 그렇지가 않아요 지금.
133,그러면 분모가 움직이는데 그러면 가격이 떨어져야지 투자수익률이 올라가는 거예요.
134,서울 노원 도봉 강북구를 중심으로 그 부분을 보고 있는데 보도에도 지금 노도강 중심으로 뭐랄까요 억대 하락 사례가 많이 나오고 있다 이런 얘기들이 나오고 있는데.
135,◆ 김성회&gt; 하락이 아니라 아예 팔리지 않는 상황 아닌가요?◆ 김경민&gt; 그러니까 팔리지 않고요.
136,◇ 박재홍&gt; 그러니까 지금 영끌족들이 이자부담 못 해서 빨리 팔려고 하시는 분들도 있는데 그것마저 안 팔리고 있는 상황인 거죠 그러니까 지금.
137,◆ 진중권&gt; 왜냐하면 사려고 하는 사람들도 더 지켜보는 거거든 더 떨어질 수 있으니까.
138,◇ 박재홍&gt; 그러면 어떻게 합니까 지금 이 상황에서 그러면?◆ 김경민&gt; 그러니까 제가 봤을 때 영끌족 분들은 무조건 견뎌야 돼요.
139,황진환 기자◆ 김경민&gt; 왜냐하면 지금 부동산을 갈아타기가 되게 힘들어요.
140,여기서 갈아타는 거 하는 비용이나 그 노력으로 할 바에는 자기가 다른 열심히 일을 해서 이자부담을 낼 수 있는 걸 하셔야 될 것 같아요.
141,◆ 진중권&gt; 투잡을…◇ 박재홍&gt; 이자부담을 견딜 수 있는 방안을 마련해야 된다?
142,◇ 박재홍&gt; 이율도 그러면 변동금리에서 고정금리로 갈아타든가 이런 방식.
143,예를 들어서 우리가 대표적으로 알 수 있는 데가 제가 봤을 때는 엘리트예요.
144,◆ 진중권&gt; 그래도 아직은 부동산 버블 이전보다는 높은 수준이죠 그래도?◆ 김경민&gt; 그럼요 아직은 높죠.
145,◇ 박재홍&gt; 그런데 지금 어떤 대세 상승 시작점은 서울 인천 경기 조금씩 다른데 이게 하락 시점은 왜 똑같은 겁니까?
146,그러니까 서울이 먼저 움직인 부분은 서울은 대기 수요가 많기 때문에 투자자들이 먼저 가서 움직인 것 같고요.
147,지금 금리가 오르면서 가계도 문제인데 빌린 돈을 갚지 못하는 부동산 개발사업이 늘고 있다.
148,그래서 지금 강원 레고랜드 사태 얘기 많이 하면서 지금 이게 시장에 큰 불안을 줘서 기름 부었다 중소 건설사 부도 위기에 몰릴 수 있다 이런 위기를 하는데 교수님께서는 현 상황 어떻게 판단하세요?◆ 김경민&gt; 이거 상당히 심각해요 사실은.
149,그때가 이미 본인들도 굉장히 심각하게 본 거고 레고 사태 정말 심각한 거예요.
150,이거는 그런 일이 있어서는 안 되고 이건 금융당국에서 조정을 했어야 하는 건데 레고 사태 이후에는 지금 특히 부동산 같은 경우에는 이건 제가 들은 얘기니까요.
151,뉴욕처럼 그렇게 될 것이다 하고 또 월세 폭등 얘기가 나오는데 예견된 상황입니까?
152,그런데 다만 정책의 취지가 좋기 때문에 지금 당시에 비난했던 건 특히 전세폭등하면서 매매까지 올린 거였거든요.
153,지금은 인플레이션으로 인한 월세 폭등을 얘기해야 되는 게 맞는 것 같아요.
154,◆ 김경민&gt; 아니 왜냐하면…◆ 진중권&gt; 가만히 있으면 시장이…◆ 김경민&gt; 우선 매수자 측면에서는 제가 봤을 때 이게 기준금리가 내년… 그냥 제 감 비슷한 건데 미국이 기준금리 내년 한 중반쯤에 멈출 것 같고요.
155,그리고 정체로 쭉 갈 것 같은데 그러면 내년에는 물건이 엄청 많이 나올 거예요 사실은.
156,매도자들은 제가 말씀드리는 건 무조건 버텨야 되는 거기 때문에 어쩔 수가 없는 거고 정부는 제가 봤을 때 지금 함부로 들어가서는 안 돼요.
157,공급이나?◆ 김경민&gt; 예를 들어서 수요를 진작시키기 위해서 LTV를 존재한다든지 과세 혜택이나 면세 혜택을 준다든지.
158,◇ 박재홍&gt; 팔 수 있게 거래를 활성화하기 위해서 단계적인 대책이나 뭐.
159,그래서 정부의 신뢰가 무너지는 거기 때문에 이게 문재인 정부하고 윤석열 정부가 다른 정부가 아니잖아요 대한민국 정부잖아요 사실은.
160,여러 팩터가 있습니다마는 감세도 있었습니다마는 또 다른 게 부동산 규제 완화 얘기했어요 그 사람이.
161,◆ 김성회&gt; 어쨌든 집을 사려고 하는 사람들 같은 경우는 얼마 전부터 현금을 쟁여놓고 있다고 생각하고 내후년에 이걸 갖고 들어갈까 말까 고민을 하고 있는 사람들이 있을 텐데 말씀대로 내년에 매물이 쏟아진다는 것은 가격이 지금 수준보다는 낮은 가격에서 형성이 되겠지만 어쨌든 이자가 높은 상태인 거잖아요.
162,◆ 김성회&gt; 원칙을 세울 수 있을까요?◇ 박재홍&gt; 나름 합리적인…◆ 진중권&gt; 지금이 살 타이밍이야.
163,우선은 워낙에 미국이 중요하니까 미국의 기준금리 멈추고 조금이라도 떨어지는 시점이 중요할 것 같아요.
164,◆ 김경민&gt; 그런데 이게 중요한 건 뭐냐 하면 매도호가 데이터는 이거는 데이터가 저장이 안 돼요.
165,그래서 본인들이 개인분들이 자기가 살고 싶은 아파트단지 여러 개 찍은 다음에 여기 찍는 것도 대형단지 위주로 찍으셔야 돼요.
166,그 평형대에서 매도호가 계속 트랙다운 한 다음에 이게 실거래가하고 어떻게 붙는 시점이 존재를 할 거예요.
167,그리고 교수님 책 중에 또 재미있는 내용 중의 하나가 똘똘한 한 채 전략.
168,◆ 김경민&gt; 많은 분들이 아주 초고가 주택이 굉장히 똘똘한 한 채라고 생각하시는 분들이 있잖아요.
169,그런데 정말 초대형 초고가 아파트 같은 경우에는 한남더힐이나 갤러리아포레 이런 거 보면 투자 승률이 정말 형편없어요.
170,◇ 박재홍&gt; 연예인들 많이 살고 그래서 굉장히 좋은 곳으로 인식을 하고 있는데.
171,그러니까 초대형… 제가 말씀드리는 건 초대형 초고가 아파트는 투자수익률이 나쁘다는 얘기예요.
172,오히려 투자수익률 관점에서는 괜찮은 단지의 소형아파트단지가 제일 높아요 투자수익률은.
173,굉장히 우울한 얘기하다가 마지막에 약간 전략적인 얘기를 좀 해 주셔서 청취자분들이 참조를 하실 수 있습니다.
174,시중은행이 잇따라 높은 이율을 내건 예금 상품을 출시하는 데 반해 예탁금 이용료율은 저리를 유지하면서 증권사 스스로 ‘역머니무브’를 자초하는 게 아니냐는 지적이 나온다.
175,증권사는 고객이 증권계좌에 맡긴 금액을 한국증권금융에 예치해 수익을 얻는다.
176,증권사가 이렇게 얻은 수익에서 인건비 등 비용을 제외한 뒤 고객에게 지급하는 것이 투자자예탁금 이용료다.
177,이처럼 시중은행의 금리가 높아진 만큼 투자자들이 이율이 낮은 증권계좌에 예탁금을 두기보다는 은행계좌로 옮기는 역머니무브 현상이 나타나는 것으로 보인다.
178,역머니무브는 투자자금이 주식과 같은 위험자산에서 예금이나 채권 등 안전자산으로 움직이는 것을 뜻한다.
179,증권업계는 예탁금 이용료율이 기준금리가 아닌 한국증권금융의 수익률을 기준으로 산정된다고 설명한다.
180,한국증권금융에 예탁금을 예치해 얻는 수익률을 기반으로 증권사가 제반 비용을 뺀 뒤 예탁금 이용료율을 결정한다는 것.
181,다만 이를 고려하더라도 일부 증권사들의 이용료율은 과도하게 낮다는 지적이 나온다.
182,결국 증권사들이 수익성을 이유로 예탁금 이용료율을 대폭 올리기는 어려워 보인다.
183,증권업계 한 관계자는 증권사들은 하나의 수익원이 되는 예탁금 이용료를 쉽게 포기하지 못할 것이라며 예탁금 이용료율 인상은 결국 증권사 선택에 달렸다고 말했다.
184,이어 최근 청약통장 가입자 수가 줄어드는 이유도 이와 무관치 않다고 덧붙였습니다.
185,이에 따라 시중금리 기금 대출금리 재정건전성 등을 고려해 국토부 장관 명의로 청약저축 이자율을 고시하는 현행 방식에도 개선이 필요하다는 지적이 제기되고 있습니다.
186,이자가 싸던 시기에 전세 보증금 등을 목돈으로 빌린 사람들의 걱정이 특히 크다.
187,조씨는 “대출 이자가 계속 상승한다면 차라리 월세집에 사는 게 낫겠다는 생각이 든다고 말했다.
188,설상가상으로 물가 상승까지 겹치면서 주머니 사정이 여의치 않은 대출자들은 허리띠를 졸라매고 있다.
189,금리가 오르고 부동산 경기가 꺾이면서 기존 계획보다 보유 현금 비중을 늘리는 게 낫다는 판단에서다.
190,A씨는 “그동안 민간임대사업자인 아내와 함께 저금리 대출 레버리지를 활용해 토지 등 부동산을 매입하고 개발해 건물 매매 차익 및 임대 수익을 거두고 다시 부동산에 재투자하는 식으로 노후 대비 자금을 굴려왔는데 금리 비용 세금 등을 따지면 지방 부동산 수익보다 예금 수익이 더 나은 상황이라고 말했다.
191,부동산과 주식 시장이 부진한 가운데 금리가 거듭 오르면서 유동 자금이 예금 등 안정적인 금융 상품으로 이동하는 ‘역(逆) 머니 무브’ 현상이 심화할 전망이다.
192,복잡하고 까다로운 우대금리 조건도 없다 보니 현금 보유력이 있는 사업자들 사이에서도 목돈을 안전하게 굴리기 좋은 상품으로 입소문이 났다.
