,sentence
42,삼성전자 휴대전화에 쓸 수 있는 그 C 타입 그걸 도입하기로 했다고요?&lt;기자&gt;네 맞습니다.
43,앞으로 갤럭시 충전기로 아이폰도 충전할 수 있을 걸로 보이는데요 애플이 충전단자를 C타입으로 통일하는 유럽연합의 법을 따를 거라고 밝혔기 때문입니다.
44,애플의 해외 마케팅 담당 수석 부사장이 최근 한 콘퍼런스에서 이렇게 말한 건데요 충전단자 전환에 대해 애플이 입장을 낸 건 이번이 처음입니다.
45,애플은 그동안 아이폰에 대해서만은 자체 개발한 라이트닝 단자를 고수해왔지만 이번에 입장을 바꾼 겁니다.
46,자신은 트렌드세터라며 다양한 활동을 통해 자신만의 가치를 키워가는 글로벌 패션 브랜드 CEO로 도약하는 것이 꿈이라고 밝혔다.
47,이어 가족·친구들에게 감사 인사를 전한 뒤 왕관은 더 잘 하라는 의미로 받아들이겠다며 펑펑 눈물을 쏟아냈다.
48,후보들은 미스코리아 첫 번째 정규앨범 드림 온(Dream on) 무대로 막을 올렸다.
49,이 곡은 본선 진출자들이 직접 불렀으며 꿈에 관한 열망과 에너지를 담았다.
50,com *재판매 및 DB 금지이번 미스코리아 선발대회는 녹화 방송으로 진행됐다.
51,예산을 신속히 반영하기 위해 국가전략기술 프로젝트의 경우 예비타당성조사 패스트트랙을 적극적으로 활용하기로 했다.
52,이와 함께 국내외 연구 인력 현황을 상세히 분석해 제도 개선 교육 과정 지원 체계 등 맞춤형 인재 확보 방안을 도출·추진하기로 했다.
53,아울러 국가전략기술특별법을 제정해 전략기술 지정·관리 체계를 구축하는 등 제도적 기반을 조성하고 지원책을 강화하겠다고 밝혔다.
54,또 자문회의 내 국가전략기술 특별위원회를 설치하고 이를 운영하기 위해 과기정통부 과학기술혁신본부에 민관합동 전략기술추진단을 마련하기로 했다.
55,추진단은 관계부처와 기술·외교·안보 전문가를 참여시켜 프로젝트 발굴·추진 전략기술 정책기획·조정 등 업무를 진행할 예정이다.
56,이번 대회에서 스스로를 ‘트렌드세터’라고 소개한 이승현은 다양한 활동을 통해 자신만의 브랜드 가치를 키워가는 “글로벌 패션 브랜드 CEO로 도약하는 것이 꿈이라고 밝혔다.
57,화려한 왕관을 머리에 얹은 그는 수상 직후 가족 친구들에게 감사 인사를 전하면서 “왕관에 더 잘 하라는 의미가 있다고 받아들이겠다며 눈물을 보이기도 했다.
58,사진ㅣ글로벌이앤비 이날 본선 진출자들은 파워풀한 댄스 무대와 함께 뮤지컬 ‘그리스’의 한 장면을 재연하며 가수 못지 않은 실력과 끼를 뽐내기도 했다.
59,또 멋진 워킹과 포즈로 패션쇼까지 소화하며 만능 엔터테이너의 면모를 과시했다.
60,주관사인 글로벌이앤비 측은 “역사와 전통을 자랑하는 미스코리아 선발대회가 올해 더욱 파격적이고 트렌디 한 변화를 보여주며 그 어느 때보다 열띤 호응을 얻었다며 “미래 여성 리더의 옥석을 가려내는 대회 현장과 본선 진출자들의 다채로운 매력을 방송을 통해 애정 어리게 지켜봐 달라고 전했다.
61,com서울뉴시스 심동준 기자 더불어민주당 지도부가 이른바 레고랜드 사태로 불리는 채권시장 불안과 윤석열 대통령 주재 비상경제민생회의를 지적하면서 정부의 경제위기 인식 대응에 대한 비판을 쏟아냈다.
62,또 정치 보복 야당 탄압에 국가 역량을 소모할 때가 아니라 초당적 협력으로 위기 극복에 나서야 한다며 정부가 리스크를 감당하고 완화 해소해야 한다.
63,박찬대 최고위원도 비상경제민생회의에 대해 장밋빛 미래에 대한 희망과 기대만 잔뜩 늘어놓은 쇼라며 회의 이름은 비상이었는데 전혀 위기감을 느낄 수 없었다고 비판했다.
64,아울러 누구보다 비상한 인식을 갖고 회의를 주재해야 할 대통령이 꿔다 놓은 보릿자루 마냥 앉아 멀뚱거리는 모습이 애처롭기까지 했다며 이번 회의는 정부가 문제 해결 의지 노력 대책이 없다는 것만 재차 확인한 적신호 그 자체라고 비난했다.
65,서영교 최고위원은 비상경제대책회의가 아닌 비 경제대책회의라며 김진태발 사고가 돈맥경화를 만들어 냈는데 김진태 강원 지사에 대한 비판의 목소리가 하나 없었다고 지적했다.
66,com또 어제 비 경제대책회의엔 농담만 대통령의 안일함만 있었다며 대통령이 웃으면서 대기업들 위한 대책을 내놓으라 했는데 대기업 위한 대책이 아니라 대한민국 경제 소상공인 서민을 위한 대책을 내놔야 한다고 촉구했다.
67,서은숙 최고위원도 해당 회의에 대해 뭔가 문제고 어떻게 해결해야 할지 모르는 사람들의 회의라며 지나치게 실력 없는 분들로 인해 너무 많은 선량한 사람들이 고통 받고 있다고 주장했다.
68,또 김 지사에 대해 광역단체장이 국가에 이렇게 큰 피해를 준 사례가 있는가 국회 탓을 하는데 국회가 김 지사에게 대형사고를 치라고 권유했나.
69,임선숙 최고위원은 막대한 재정을 엉뚱한 곳에 쏟아 붓게 된 이유는 나라 살림은 뒷전에 두고 야당 탄압 이재명 정치 보복 전 정권 흔적 지우기에 골몰했기 때문이라고 가세했다.
70,정청래 최고위원은 우리 측의 일본 관함식 참석을 상기하고 우리나라 해군이 욱일기를 단 함정에 경례하는 것이 맞는지 의심스럽다.
71,아울러 윤 대통령 유엔 총회 순방 당시 정상회담이 확정되지 않았지만 한일 한미 회담이 확정된 것처럼 발표해 국제적인 망신을 사게 한 대참사의 당사자라는 등의 비난을 내놓았다.
72,최고위 전 현장 방문 일정이 있었으며 이후 이 대표는 회의에서 피해 위로 발언을 하고 여야정 국민안전 대책회의 등 초당적 협력 기구 필요성을 강조했다.
73,이 자리에서 이 대표는 대구에서 주도해 피해 회복 지원과 생계 대책 복구 사업을 해 나가겠지만 우리 당도 할 수 있는 해결 방안을 만들어 보겠다고 밝혔다．
74,선포식의 하이라이트인 강재(가공한 강철) 절단식 때 작은 불꽃들이 피는데 이 불꽃처럼 군산조선소가 전북 산업의 중심으로 활짝 피어오르길 희망하는 것이다.
75,강재 절단식은 선박 건조를 시작한다는 의미를 가진 조선업계의 오랜 의식이다.
76,그러면서 재가동 선포식은 새로운 희망을 안고 예전의 영광을 되찾기 위한 여정의 시작이라고 덧붙였다.
77,기사내용 요약코로나 팬데믹에 건강관리 관심 커져건강 플랫폼 구독분야 역시 주목받아영양제 정기배송 당뇨식단 멘탈케어 서울뉴시스 서울 강남구 디스이즈피트니스 청담점에서 고객들이 운동하고 있다.
78,com 서울뉴시스 배민욱 기자 한국 소비 트렌드를 바꿨던 공유경제에 이어 새로운 경제 모델로 구독경제가 각광 받고 있다.
79,구독경제는 일정액을 지불하면 사용자가 원하는 상품 혹은 서비스를 공급자가 주기적으로 제공하는 신개념 유통 서비스다.
80,건강기능식품(건기식) 정기 배송부터 당뇨 식단 구독까지 다양한 형태의 구독경제 서비스가 등장하고 있다.
81,아이허브가 미국 이외 지역에서 정기배송 서비스를 운영하는 것은 일본에 이어 한국이 두번째다.
82,매 주문 마다 할인가 판매와 특별 프로모션 가격을 자동 적용하는 등 다양한 혜택을 제공한다.
83,이 같은 분위기 속에서 당 관리 필요성이 어느 때 보다 중요하게 대두되고 있다.
84,최근 유통 업계는 칼로리와 당류 제로 음료 제로 간식 열풍을 비롯해 당 관리 식단에 대한 소비자 니즈(needs)를 포착하고 시장 선점을 위해 적극적으로 나서고 있다.
85,국내 유수 식품 기업들이 당류와 나트륨을 낮춘 당뇨 관리 건강 레시피와 당뇨 관리 음식 정기배송 등을 제공하는 구독 플랫폼 출시에 열을 올리고 있는 것이다.
86,이 같은 시장을 뒷받침하는 배경에는 식품의약품안전처(식약처)가 만성질환자를 위해 발표한 식단형 식사관리식품 제조 기준과도 관련이 있다.
87,팬데믹 장기화를 경험하며 MZ세대(밀레니얼+Z세대)를 중심으로 멘탈·셀프케어 등이 주목받고 있다.
88,투이지의 멘탈 웰니스 플랫폼 루시드 아일랜드 와이브레인의 셀프 케어 앱 클라 등이 멘탈케어 구독 서비스로 관심을 받고 있다．
89,채권시장 경색 이른바 ‘돈맥경화’로 기업들은 자금 조달에 어려움을 겪고 있습니다.
90,금융업체들과 기업의 도산설에 정부가 긴축 와중에 긴급 자금 투입까지 나섰습니다.
91,프로젝트파이낸싱(PF) 시장은 이 같은 신용경색에 일부 건설사의 ‘흑자 도산’까지 언급될 정도로 얼어붙었습니다.
92,레고랜드가 쏘아 올린 돈맥경화 사태를 파고들어 가면 한국전력공사채가 나옵니다.
93,정부가 지급보증하는 최상위 신용등급(AAA급) 한전채의 무더기 발행으로 채권 금리가 뛰고 상대적으로 신용도가 낮은 회사채를 몰아내는 구축 현상으로 기업의 돈 가뭄이 심각해지고 있습니다.
94,한전으로서는 은행 대출 전기 요금 인상 등 극히 제한된 선택지가 남아 있는데 카드마다 한계가 있어 해법 마련이 쉽지 않다는 게 전문가들의 지적입니다.
95,게다가 실적 악화 등으로 한전의 사채 발행 한도가 급격히 축소되고 있습니다.
96,한전은 개정안 통과에 마지막 기대를 걸고 있었지만 자금 시장 경색으로 국회 통과가 어려워 보입니다.
97,회사채 시장을 교란시킨 주범인 한전을 살릴 대책 마련이 심각하다는 지적이 나오는 이유입니다.
98,벼랑 끝에 몰린 한전을 살릴 첫 번째 방법은 내년 초 전기 요금 대폭 인상입니다.
99,문제는 모두가 알고 있듯이 인상률이 지나치게 가팔라 기업과 가계에 큰 부담이 된다는 점입니다.
100,금융 당국에 따르면 정부는 채권 발행 대신 은행 대출을 통해 운영 자금을 마련하도록 하는 방안을 추진하고 있습니다.
101,은행 대출이 회사채와 무엇이 다르냐는 근본적인 지적과 함께 은행 역시 대출 여력이 없습니다.
102,더구나 공기업에 대한 개혁 작업이 진행되고 있는 터라 직접 지원은 부담입니다.
103,에너지난 속에 에너지 보조금을 뿌리다 결국 실각한 리즈 트러스 영국 총리 사례도 현 정부로서는 꺼림직합니다.
104,정부의 한 고위 관계자는 “여당에서 트러스 전 총리 사례를 주의 깊게 분석하는 것으로 안다며 “트러스가 전기 요금 대폭 인상→에너지에 대한 정부 재정 지원 등 우리가 해볼 수 있는 선택지를 미리 해본 셈이기 때문이라고 귀띔했습니다.
105,전기 요금 인상도 정부의 지원도 불발될 경우 한전이 정부를 상대로 소송을 제기할 가능성도 있습니다.
106,물가안정법과 전기사업법에 따르면 전기 요금 결정 과정에서 총괄원가제가 명시돼 있는데 정부의 인위적인 요금 인상 억제가 이 법안을 위배한다는 이유에서입니다.
107,이 사실만으로 혼란이 걷잡을 수 없이 커지는 만큼 실제 가능성은 낮아 보입니다.
108,유승훈 서울과기대 교수는 “한전법 개정으로 한전채를 더 발행하면서 전기 요금 대폭 인상과 재정 지원이 동시에 이뤄지는 연착륙이 그나마 제일 나은 방향이라고 조언했습니다.
109,추가적으로 연구팀은 설문 참여자들의 ▲사회경제적요인(최종학력 가계월수입 고용상태) ▲인구학적요인(성별 나이 결혼여부 거주지역 종교여부) 등의 항목에 대해 조사한 뒤 통계 분석을 시행했다.
110,이번 연구는 국제학술지인 BMC 공공보건(BMC Public Health) 최근호에 게재됐다．
111,스태그플레이션 초기 단계에 진입했거나 이미 상당 부분 진행됐다고 본 것이다.
112,서울뉴시스 최동준 기자 서울 중구 하나은행 딜링룸에서 딜러들이 업무를 보고 있다.
113,com세계적인 경기 침체에 수출 부진까지 이어질 것으로 예상되면서 내년 우리 경제 전망도 어둡게 점쳐지고 있다.
114,높은 물가 상승률은 지속되는데 내년을 기점으로 경기 침체 현상이 두드러질 거라는 의미다.
115,부채가 폭증한 상황에서 가파르게 금리가 오르면 이자 부담이 늘어나면서 부실 위험이 커질 수 있다는 우려다.
116,또 지속되는 물가 상승으로 취약계층의 실질소득이 감소하면서 소득계층 양극화도 심화될 수 있다.
117,인플레이션 대응에 초점을 맞춰 경기가 더 안 좋아지거나 반대로 경기 대응에 정책적 노력을 쏟아 인플레이션이 악화되는 악순환이 반복될 가능성도 있다.
118,하준경 한양대 경제학부 교수는 아직은 스태그플레이션 진입이라고 보기에는 시기상조지만 인플레이션이 장기화되고 경기가 계속 안 좋아지면 스태그플레이션 방향으로 갈 가능성이 있다며 글로벌 공급망 문제가 가장 큰 위험 요인이라고 말했다.
119,주원 현대경제연구원 경제연구실장은 내년 경제가 어렵겠지만 경제 위기 수준까지는 아닐 것이라면서도 상반기까지 수출이 어렵고 내수도 고금리 때문에 기업이 소비나 투자에 나서지 않을 가능성이 크다고 우려했다.
120,이들은 서한에서 철도 파업이 미국 경제에 큰 영향을 미치고 추가적인 인플레이션 압력으로 이어질 것이기 때문에 노사 합의안이 최종 승인되는 것이 중요하다고 말했다.
121,투표를 실시하지 않은 노조 가운데는 규모가 큰 SMART와 BLET가 포함됐다.
122,그렇게 되면 기존 합의안 찬반 여부와 상관없이 모든 노조가 파업에 참여할 수 있다.
123,노조 지도부는 합의안이 부결된 두 노조 모두 유급 병가 기간이 부족하다는 점이 영향을 미쳤다고 전했다.
124,의회는 파업을 할 수 없는 냉각 기간을 연장하거나 노조에게 합의안을 강제할 수 있다．
125,추 부총리는 이날 서울 용산 대통령실에서 생방송으로 진행된 비상경제민생회의에서 최근 국내외 경제는 전 세계적인 고물가·고금리·고환율로 금융시장 변동성이 크게 확대되고 경기 둔화 우려도 커지는 등 복합 위기 상황에 직면해 있다며 이같이 밝혔다.
126,추 부총리는 내년 전 세계는 경기 교역 둔화로 수출 여건이 악화되는 가운데 반도체 업황 사이클 하강 국면이 이어지면서 수출 어려움이 지속될 것으로 예상된다며 정부는 이러한 위기를 재도약의 기회로 삼기 위해 과거 위기 돌파의 원천이었던 수출 동력을 적극적으로 발굴하고 총력 지원하겠다고 강조했다.
127,물가지표 여전한 상승에도 낮아지는 인플레·견고한 성장으로 진전공화당은 인플레 부추기고 美가정 건강보험·에너지 비용 증가시켜 조 바이든 미국 대통령AP 연합뉴스 자료사진.
128,바이든 대통령은 이날 미 상무부의 개인소비지출(PCE) 가격지수 발표에 성명을 내고 이번 주 발표된 경제지수는 낮아지는 인플레이션 높아지는 소득 견고한 성장이라는 우리 경제 계획이 진전되고 있음을 보여준다고 말했다.
129,바이든 대통령은 우리는 해야 할 일이 더 많다며 내년부터 처방약가와 에너지 비용이 낮아질 것이라고 강조했다.
130,그러면서 공화당 의제는 매우 다르다며 그것은 가장 부유한 미국인과 대기업에 대한 세금을 인하함으로써 인플레이션을 부추기고 적자를 가중할 것이다.
131,공화당과의 정책 차별화를 부각하면서 다음 달 중간선거에서 민주당을 지지해 줄 것을 강조한 것으로 풀이된다.
132,고금리 시기 가계부채로 인해 가중되는 고통에 대한 민생대책은 찾기 어려웠다.
133,여기에 더해 정부는 이날 기준으로 처분기한이 도래하지 않은 기존 의무자에게도 이를 소급 적용하겠다고 밝혔다.
134,이번 대책에 대해 전문가들은 고금리 시기 전세대출 등의 상환과 이자부담으로 고통받는 서민을 위한 대책은 빠진 미봉책에 불과하다고 비판했다.
135,임재만 세종대 교수는 비상 경제 상황이라고 인식은 하는 것인지 무엇이 문제고 무엇을 해결해야 하는지 모르고 있는 것 아닌가 생각한다며 대출을 더 해주냐 안 해주냐가 중요한 게 아니다.
136,가장 큰 문제는 가계부채가 사상 최대를 기록한 상황에서 금리가 올라 (서민들의) 이자 부담이 가중되고 있는 것이라고 강하게 질타했다.
137,급격한 부동산 시장 침체 막기는 어려울 것  ▲ 집값 하락에 깡통전세 위험 더 커졌다…실거래 전세가율 껑충 최근 집값 하락폭이 가팔라지면서 깡통전세의 위험이 더 커진 것으로 나타났다.
138,건설 업체에 돈을 빌려준 금융 회사들도 있고 개발 중인 부분의 미분양 우려도 있다며 건설업 문제로 임대인까지 어려운 상황에 처하면 세입자들이 피해를 보게 된다고 설명했다.
139,임 교수는 LTV를 조정해 대출을 더 해주거나 주택 처분 시한을 더 연장해주는 것은 현재 우려되는 상황에 대한 근본적인 대책이 되지 못한다면서 고금리로 고통받는 서민들 전세대출이나 주택담보대출을 받아 직접적으로 어려움에 처한 사람들의 문제가 가중되면 주거 불안으로 이어질 위험이 있다.
140,이런 문제들에 대한 대안이나 프로그램을 제시하는 것이 급선무라고 강조했다.
141,공공임대주택 공급에는 소홀한 채 부동산 경기 부양에만 초점을 맞춰 문제라는 지적도 나왔다.
142,전강수 대구가톨릭대 교수는 부동산 문제와 관련해 정말 중요한 것 해야 할 것은 안 하거나 반대로 하면서 시장 조절을 위한 대책만 내놓고 있다며 지금 가장 중요한 것은 장기 공공임대주택 공급이다.
143,결국 부동산을 가진 사람에게만 혜택이 돌아가고 못 가진 사람 저소득층은 소외되는 것이라고 비판했다.
144,IMF는 “아시아는 세계 주요 제품 생산지이자 원자재 소비국이어서 수출이 줄고 원자재 비용이 증가하는 이중고를 겪게 된다며 “특히 한국 베트남 중국의 타격이 큰 것으로 나타났다고 밝혔다.
145,IMF는 “무역이 계속해서 아시아 국가의 성장엔진이 되려면 무역 제한 철회를 위한 국제 협력이 필요하다며 “이를 통해 정책 불확실성을 줄이며 개방적이고 안정적인 무역이 촉진될 수 있다고 밝혔다.
146,한국 베트남 태국의 주요 수출국인 중국 경제 둔화도 아시아 경제를 위협하는 요소로 꼽혔다.
147,크리슈나 스리니바산 IMF 아시아태평양국장은 “중국공산당 당 대회를 뒤로하고 이제 (중국이) 정책 대응에 나서길 희망하지만 부동산 부문(위기)에 대한 빠른 해결책은 보이지 않는다고 밝혔다.
148,/국회사진기자단더불어민주당 이재명 대표가 레고랜드 채무불이행(디폴트) 사태와 관련해 경제 리스크를 완화 또는 해소하는 것이 정부의 역할인데 지금은 정부가 리스크의 핵이 되어버렸다고 비판했다.
149,이어 안 그래도 살얼음판 같은 경제위기 상황에서 김 지사의 헛발질로 살얼음이 깨졌다며 전체에 금이 가서 경제 자금시장 금융시장의 심각한 혼란과 위기가 현실화하고 있다고 했다.
150,그러면서 언제 어디에서 부도 사태가 시작될지 알 수 없는 극단적 위기 상황으로 신속하고 강력한 대응이 반드시 필요하다며 특히 주식시장이 계속 위기를 겪고 있는데 정부가 시장이 알아서 하겠지란 태도를 보이니 시장의 신뢰가 떨어지고 불안이 점점 커진다고 밝혔다.
151,이 대표는 “민생 경제가 혹독한 시련의 터널로 접어들었다며 “물가 환율 이자 부담에 더해 김진태발 금융위기 때문에 자금시장이 엄청난 혼란에 빠졌다고 했다.
152,이럴 때일수록 장밋빛 전망으로 자화자찬하고 펀더멘탈(기초 체력)에 문제가 없다고 하는 IMF 사태 당시의 당국자 발언을 반복할 것이 아니라 위기를 인정하고 심각성을 인지해 대책을 신속히 만들어야 한다고 주장했다.
153,그러면서 “정쟁에 빠져서 정치 보복 야당 탄압에 국가 역량을 소모할 것이 아니라 초당적 정치로 국가적 위기를 넘어가겠다는 결단이 필요하다며 “민생 경제 위기 돌파를 위해 대통령이 직접 대화에 나설 것을 거듭 촉구한다고 했다.
154,종합경제대책에는 우크라이나 전쟁을 기점으로 급등한 에너지 비용 지원 임신·출산 여성 지원 확대 중소기업 임금 인상 유도 등 다양한 정책이 담겼다.
155,현재 실시하고 있는 휘발유 가격 상승 억제를 위한 보조금 지급도 지속한다.
156,고용을 확대하기 위해 첨단 반도체 배터리 로봇 등의 분야에 투자하는 방안도 종합경제대책에 포함됐다.
157,엔화 약세 속에서 외국인 관광객을 유치하기 위해 히메지성 천수각 특별 공개 문화재 보고인 쇼소인(正倉院·정창원) 이벤트 등도 추진하기로 했다.
158,종합경제대책은 집권 자민당과 세계평화통일가정연합(옛 통일교·이하 가정연합) 유착 논란으로 지지율이 하락하면서 궁지에 몰린 기시다 후미오 일본 총리가 의욕적으로 내놓은 정책이다.
159,기시다 총리는 이날 기자회견에서 내년 전반기에는 미국 중국 유럽의 경기가 나빠질 수 있다며 예측하기 어려운 경제 불황 리스크에 대비해 톱다운 방식으로 만전의 대응을 하고자 한다고 말했다.
160,그는 내년 봄 노사 임금 협상을 앞두고 물가 상승률에 뒤지지 않는 임금 인상을 요청하면서 임금을 올린 기업에 다양한 혜택을 주겠다고 강조했다.
161,이어 국민의 목소리를 받아들여 결과를 내고 그 결과로 국민의 신뢰를 회복하겠다고 덧붙였다.
162,세계 경제 하방 리스크가 커지는 상황에서 한국의 실물 경제가 어떤 방향을 가리키는지가 관심사다.
163,이달에는 환율이 상대적으로 안정됐던 만큼 또 외환보유액이 급감했을 가능성은 작지만 감소 추세가 이어졌을지 주목된다.
164,아울러 최근 자금 시장 경색 우려가 커진 가운데 금융위원회는 다음 주 금융지주 회장들과 회동하는 등 금융권별로 유동성 공급 확대 등을 논의한다.
165,월스트리트저널(WSJ)은 필라델피아 필리스가 월드시리즈를 제패하면 경제위기에 대비하라는 제목의 기사에서 필라델피아 소재 야구팀이 우승할 때마다 경제위기가 발생했다며 지갑을 꽉 잡고 있으라고 조언(?)했다.
166,모닝브루 뉴스레터의 한 팔로워는 필리스와 월드시리즈에서 맞붙는 휴스턴 애스트로스를 응원하면서 애스트로스가 미국의 경제를 구해야 한다는 트윗을 올렸고 또 다른 네티즌은 필리스에 패해 월드시리즈 진출이 좌절된 샌디에이고 파드레스를 향해 파드레스가 다가오는 경기침체를 멈출 수도 있었는데…라며 아쉬워했다.
167,필라델피아의 우승과 경제위기 사이의 상관관계는 과학적 근거가 전혀 없는 이론(?
168,)이지만 가뜩이나 경기침체 공포와 주가 하락에 짓눌린 몇몇 투자자와 미신을 잘 믿는 일부 스포츠팬들 사이에서는 우스갯소리 이상으로 받아들여지는 분위기다.
169,필라델피아 교외에서 자란 마크 잔디 무디스애널리틱스 수석이코노미스트는 필리스의 우승이 워낙 드문 경우이기 때문에 그런 일이 일어날 때마다 뭔가가 우주의 경로에서 이탈하는 것이라며 농담조로 말했다.
