,sentence
29,한 금융공기관 관계자는 “사실 지방으로 갈수록 수요도 적고 은행에서조차 제도 파악을 제대로 하고 있지 않은 경우가 많아 지방 자영업자·소상공인의 신청이 어려운 부분이 있다고 설명했다.
30,김주현 금융위원장은 저금리 대환보증과 같은 민생안정 과제의 성공 조건으로 은행의 영업점 창구단까지 제도를 이해해야 한다고 강조했지만 실상은 그렇지 못했던 셈이다.
31,금융지주 회장들도 김 위원장의 발언에 공감하며 철저한 준비를 약속한 바 있다.
32,홍보 부족과 은행권의 미흡한 준비는 결국 지원이 필요한 자영업자·소상공인의 피해로 돌아오고 있다.
33,소상공인 C씨는 “저금리 대환보증을 신청하니 금융사에서 중도상환 수수료를 준비하라는 안내를 받았다며 “그런데 최근에 중도상환 수수료가 면제된다는 얘기를 들어 다시 서류를 준비하고 있다고 전했다.
34,그러면서 C씨는 “하루 벌어 하루 먹고 사는 입장에서 은행과 보증기관을 모두 확인하고 알아서 내용을 파악해 신청하기가 매우 어렵다고 토로했다.
35,신보는 저금리 대환보증의 낮은 이용에 결국 신청 방식을 바꾸고 홍보를 강화하기로 했다.
36,신보 관계자는 “최근 지속적인 금리 인상과 물가 상승으로 많은 자영업자·소상공인들의 어려움이 가중되고 있다며 “제도를 몰라서 신청하지 못하는 경우가 없도록 다각적인 홍보활동을 적극 추진해 나가겠다고 설명했다.
37,최근 며칠간 대형 기술 기업들의 실적이 주가에 부담으로 작용했으나 이날 애플과 인텔의 실적 호조에 관련주가 크게 오르면서 시장 분위기가 호전됐다.
38,인텔도 예상치를 웃도는 매출과 순이익을 발표하고 대규모 비용 절감 계획을 발표했다.
39,이날 발표된 연준 선호 물가 지표는 인플레이션 압력이 지속되고 있음을 시사했다.
40,재닛 옐런 미 재무장관은 이날 CNN과의 인터뷰에서 현재 미국은 완전 고용 경제 상태에 있다며 반세기래 최저 수준인 실업률을 언급하며 현재 경제에 경기침체 신호는 보이지 않는다고 말했다.
41,뉴욕증시 전문가들은 애플과 인텔의 주가 부양에 지수가 지지를 받은 데다 연준의 공격적 금리 인상이 막바지에 다다랐다는 기대도 주가를 부양했다고 분석했다.
42,지난달 보금자리론과 같은 고정금리형 정책 주택담보대출 상품의 신규 취급액이 줄면서 고정금리대출 비중이 줄어든 것으로 파악됐습니다.
43,상대적으로 금리가 낮은 기업과 공공부문의 신규대출이 많이 늘면서 전체 금리 인상 폭은 가계대출 금리 인상 폭만큼 크지 않았던 것으로 풀이됩니다.
44,그동안 마이너스대출로 마련한 종잣돈을 주식투자에 활용해온 A씨는 기준금리 인상으로 시장금리도 계속 오르자 조금이라도 낮은 이율을 적용받기 위해 인터넷은행의 문을 두드렸다.
45,그러나 A씨는 인터넷은행에서 산정된 마이너스대출 금리를 본 뒤 허탈한 마음이 들었다.
46,이와 관련해 시중은행의 한 관계자는 기준금리 인상에도 불구하고 가산금리 반영을 최대한 자제해 고객 이자 부담이 커지지 않도록 노력하고 있다고 말했다.
47,다음 달부터는 시중은행에 제공해온 초저금리 대출 프로그램의 금리도 올려 시중금리 상승은 더 가속화될 전망입니다.
48,최근 세 차례에 걸쳐 금리 인상을 단행한 유럽중앙은행 측은 부양적 통화 정책을 철회하는데 근본적 진전이 있었다고 평가했습니다.
49,극심한 인플레이션에 시달리는 유로존 국가들은 일단 환영의 뜻을 밝혔습니다.
50,크리스티안 린트너 독일 재무부 장관유럽중앙은행이 인플레이션에 단호하게 맞서고 있다는 사실을 환영합니다.
51,특판 금리는 영업점과 인터넷뱅킹 모바일뱅킹(OK저축은행 SB톡톡 플러스) 등 비대면 채널을 통한 가입시에도 동일하게 적용된다.
52,중소기업 입장에선 부담스러운 수준이지만 울며 겨자먹기로 차환을 택하고 있다.
53,■기업들 저리 자금 물거품 P-CBO는 신용도가 낮아 회사채를 직접 발행하기 어려운 기업의 신규 발행 채권을 모은 후 신용보증기금의 보증을 통해 발행하는 유동화증권이다.
54,이 같은 대책이 P-CBO 금리를 다소 낮출 수 있을 것이란 기대감도 나온다.
55,특수채 금리가 높은 상황에서 신보가 보증한다고 해도 P-CBO 금리는 고금리에서 결정되는 것으로 보인다면서 기관들이 더 안전한 채권을 찾고 있기 때문이라고 설명했다.
56,김형호 한국채권투자자문 대표는 유동성 경색 국면이다 보니 신보 보증채라고 해도 예외가 아니다면서 차환 시점을 맞은 기업들로서는 부담이 큰 상황이라고 말했다.
57,특판 금리는 영업점은 물론 인터넷뱅킹 모바일뱅킹(OK저축은행 SB톡톡 플러스) 등 비대면 채널을 통한 가입 시에도 동일하게 적용된다.
58,이인섭 상상인저축은행 대표는 가파른 금리 인상기를 맞아 중단기로 유연하게 목돈을 운용하려는 고객들에게 큰 호응을 얻고 있는 것으로 보인다고 말했다.
59,대출이 된다 해도 고금리를 감당하기 힘들어 선뜻 매수에 나서기 어려운 상황이다.
60,서울 주간 아파트 매매가격지수 증감률 /사진KB부동산강남권도 비슷한 상황이다.
61,강남구 공인중개업소 관계자는 강남 고가 아파트는 대출이 전혀 불가능했으나 대출 규제 완화로 매수를 검토할 수 있는 환경이 만들어졌다면서도 발표된 규제완화 방안이 실제 시장에서 적용되려면 내년 초는 돼야 하기 때문에 아직 반응이 없다고 했다.
62,고금리에 토지거래허가구역 자금조달 증빙 등 걸림돌이 많아 거래가 활성화되기는 어려울 것으로 보인다고 말했다.
63,━전국 매수심리 역대 최저치…금리 압박에 관망세 지속━ 매수심리도 요지부동이다.
64,박합수 건국대 부동산대학원 겸임교수는 일부 규제 완화는 전체 시장 국면에서 다소나마 도움은 될 것으로 판단되나 금리 인상이 계속되고 있는 상황이라 관망세가 두드러질 것이라고 말했다.
65,권대중 명지대 부동산학과 교수는 금리 상승기에서는 심리적 압박이 커 선뜻 대출받아 집을 살 사람들은 없을 것으로 보인다며 고금리에 고물가 고환율 고유가까지 겹친 상황이어서 당장 시장에 효과가 나타나긴 어렵다고 했다.
66,향후 경제 성장이 둔화할 것으로 예상하는 투자자들이 많아질수록 단기 금리가 장기 금리보다 더 높아지는 현상이 벌어진다.
67,이는 추후 경기침체로 미 연방준비제도(Fed·연준)가 중장기적으로 기준금리를 인하하리란 관측이 우세해졌다는 의미다.
68,뱅크오브아메리카의 금리 전략가인 마크 카바나는 NYT에 “경제가 장기적으로 버틸 수 있는 수준을 넘어서는 제약적인 수준까지 금리가 올라갈 것이란 예상이 있다면서 “이것이 우리가 경기침체로 향하고 있다는 신호다라고 말했다.
69,최근 월가의 대형은행과 주요 기업 최고경영자(CEO)들도 잇따라 경기침체 가능성을 우려하고 있다.
70,먼저 각 금융지주회사는 기업어음(CP)·전단채 은행채 발행 축소 단기자금시장 유동성 공급 등을 통해 금융시장 안전판 역할을 강화하겠다고 밝혔다.
71,또 계열사들의 자금조달 어려움을 완화하기 위한 지주회사 차원의 지원도 아끼지 않을 것이라고 덧붙였다.
72,이어 채권･증권시장안정펀드 재조성 사업 등 다양한 시장안정조치에도 적극 참여하겠다고 밝혔다.
73,아울러 금융지주회사들은 보다 적극적으로 시장안정화 역할을 수행할 수 있는 다양한 방안을 제안했다.
74,금융위 관계자는 지금의 어려운 상황을 함께 타개해나가기 위해서는 금융시장의 중추적 역할을 맡고 있는 지주그룹의 책임이 막중하다며 빠른 시일 내 시장안정을 위한 금융지주그룹의 역할과 향후 추진계획에 대해 소통할 것이라고 말했다.
75,한편 KB국민은행 등 주요 은행들은 전날 금융위원회가 주재한 금융시장 점검회의에서도 단기 자금시장의 안정을 위해 채안펀드의 신속한 집행에 협조하고 은행채 발행을 최소화하며 CP 자산유동화기업어음(ABCP) 전자단기사채 매입 등을 추진하기로 했다.
76,치솟는 인플레이션 탓에 연방준비제도(Fed)가 공격 긴축에 나서면서 침체 공포가 커지는 게 채권시장에 그대로 나타나 있는 셈이다.
77,단기적으로 볼 때 연준이 기준금리를 더 올릴 것이라는 관측이 여기에 반영돼 있다.
78,당장 눈앞보다 먼 미래의 불확실성이 커서 장기금리가 단기금리보다 높은 것은 자연스럽다.
79,특히 채권시장은 기관투자자들이 주를 이루는 만큼 주식에 비해 변수가 상대적으로 덜하다.
80,닷컴버블 글로벌 금융위기 팬데믹 초기 등을 제외하면 거의 전례를 찾을 수 없다.
81,그 연장선상에서 이날 캐나다 중앙은행(BoC)은 인상 속도를 늦춰 주목 받았다.
82,블룸버그는 “캐나다 경제가 침체에 허덕이면서 금리 인상 속도를 예상 외로 낮췄다고 전했다.
83,티프 맥클렘 BoC 총재는 기자회견에서 “우리는 긴축 종료에 가까워지고 있다면서도 “아직 거기까지 도달하지는 못 했다고 말했다.
84,미국 중앙은행 연방준비제도가 물가를 잡기 위해 고강도 긴축 정책을 유지한 결과입니다.
85,연준이 기준금리를 급격히 끌어올리는 동안 모기지 금리는 올해 초보다 두 배 이상 올랐습니다.
86,금리 변화에 가장 민감한 부문 중 하나인 주택 시장도 더욱 빠른 속도로 얼어붙고 있는 것으로 나타났습니다.
87,경기침체를 감수하더라도 물가를 잡아야 한다는 주장이 대세지만 급속한 금리인상과 과도한 긴축을 멈추라는 목소리도 필요하다.
88,제롬 파월 미국 연준 의장(왼쪽)은 인플레가 완전히 진정되기 전에는 긴축을 풀지 않겠다고 천명했다.
89,©AFP PHOTO드라마 〈오징어 게임〉에서 노인은 “이러다가는 다 죽어라고 외친다.
90,미국을 필두로 전 세계가 금리를 인상하고 있는 현재 세계경제를 보면서 이 장면이 떠올랐다.
91,높은 인플레이션이 좀처럼 잡히지 않는 미국에서 연준은 계속 금리를 인상하고 있다.
92,선진국 그룹인 일본과 주요 신흥개도국 가운데 중국을 제외하고는 거의 모든 주요 국가들이 금리인상에 동참했다.
93,■ 금리인상이라는 충격요법금리인상의 여파가 세계경제에 주는 충격은 매우 크다.
94,특히 한국과 같이 부채비율이 높은 국가에서 금리인상은 이자 부담을 무겁게 만들고 금융 불안을 낳아 경제에 충격을 줄 수 있다.
95,미국의 경기둔화와 함께 각국의 경기가 동시에 나빠진다면 수입이 줄어들고 무역이 둔화되어 세계경제에 악영향을 미칠 수 있다.
96,한편 외환시장에서 미국의 달러 가치가 치솟아서 이른바 ‘킹달러’ 시대가 도래하고 있다.
97,빠르게 금리를 높이고 있는 미국과 다른 국가들 사이의 금리 격차와 함께 세계경제가 불안해짐에 따라 달러에 대한 인기가 높아지고 있기 때문이다.
98,달러 가치의 상승은 미국의 수입 가격을 하락시켜 인플레를 억제하는 데 도움이 되지만 다른 국가들에는 반대다.
99,자국의 통화가치가 하락하면 달러로 거래되는 에너지와 식량 등의 수입 가격이 높아져 인플레이션을 더욱 높인다.
100,나아가 신흥개도국의 대외 부채가 대부분 달러로 표시된 현실에서 달러 가치 상승은 이들 경제에 심각한 타격을 줄 수 있다.
101,역사를 돌이켜보면 달러가 강해질 때 신흥개도국의 금융 환경과 대차대조표가 악화되어 경기둔화가 나타난 바 있다.
102,결국 미국의 급속한 금리인상은 전 세계에 인플레와 경기둔화를 수출하여 세계경제에 대한 충격요법이 되고 있는 셈이다.
103,©EPA이와 관련하여 국제통화기금의 전 수석경제학자 모리스 옵스펠트 UC 버클리 교수는 각국의 금리인상 경쟁이 세계경제에 부정적인 파급효과를 낳아 인플레이션과 경기둔화를 더욱 심화시킬 것이라 우려한다.
104,그에 따르면 세계경제의 통합과 글로벌 가치사슬의 발전 등으로 팬데믹 이전의 낮은 인플레에도 해외 요인이 중요했다.
105,이렇게 외국 경제의 상황이 국내의 인플레에 큰 영향을 미친다면 각국이 함께 금리를 인상하고 있는 현재는 금리인상이 경제에 미치는 부정적 효과가 증폭될 것이다.
106,그에 따르면 이러한 세계적인 파급효과를 고려하면 금리인상의 속도를 늦출 필요가 있다.
107,그는 통합된 세계경제에서는 인플레에 대응하여 각국의 중앙은행이 금리인상을 둘러싸고 공조 체제를 발전시켜야 한다고 강조한다.
108,■ 연준은 브레이크를 너무 세게 밟았나세계경제의 불안과 경기둔화 위험이 높아지자 이제 급속한 금리인상을 우려하는 목소리가 커지고 있다.
109,노벨경제학상 수상자 폴 크루그먼 뉴욕 시립대학 교수는 현재 연준이 브레이크를 너무 과하게 밟고 있다고 주장한다.
110,또한 금리인상이 경제에 큰 효과를 미치려면 긴 시간이 걸리며 이미 미국의 재정정책은 확장적이지 않다.
111,이를 고려하면 연준이 ‘샤워실의 바보’처럼 지난해 인플레 상승에 너무 늦게 반응했다가 이번에는 과도하게 반응하고 있다는 것이다.
112,좀처럼 크루그먼과 의견이 일치하지 않는 보수적인 경제학자 그레고리 맨큐 하버드 대학 교수도 이러한 우려에 동의한다.
113,그는 연준의 오버슈팅이 심각한 경기침체를 불러 인플레를 막으려다 필요 이상의 고통을 발생시킬 수 있다고 지적했다.
114,개도국들의 목소리가 큰 유엔경제개발기구는 세계경제가 경기침체의 벼랑 끝에 서 있고 미국이 금리인상을 멈춰야 한다고 목소리를 높였다.
115,특히 이 연구는 미국의 급속한 금리인상으로 인해 세계경제가 매우 둔화될 것이고 개도국의 부채위기 가능성이 높다며 긴축정책을 비판했다.
116,저자들은 공급 측 요인과 관련이 큰 현재의 인플레에는 통화 긴축과 수요 측 대응의 효과가 작다며 전략적인 가격통제나 기업의 초과이익 과세 원자재 투기에 대한 엄격한 규제 등의 대안적인 정책방향을 촉구했다.
117,최근 연준 인사들은 금융 불안 가능성이 있다 해도 금리인상을 지속하겠다고 강조하고 있다.
118,관건은 높은 인플레를 잡기 위해 어느 정도의 긴축과 경기침체가 필요한가이다.
119,이는 어려운 질문으로 최고의 거시경제학자들 사이에서 열띤 논쟁이 진행 중이다.
120,보통 경기침체 시기에는 실업률이 높고 ‘빈 일자리(기업 측에선 사람을 구하는데 정작 지원하는 사람은 없는 일자리) 비율’이 낮은 반면 노동시장이 ‘타이트한(구인이 구직보다 많은)’ 경기확장기에는 그 반대 상황이 된다.
121,이처럼 실업률이 높으면(낮으면) ‘빈 일자리 비율’이 낮아지는(높아지는) 관계를 선으로 나타낸 것이 베버리지 곡선이다(위 그림 참조).
122,현재 실업률은 팬데믹 이전보다 크게 낮아지지 않았지만 근원인플레이션(가격 변동성이 큰 식료품이나 유류 등을 제외한 인플레이션)이 매우 높아서 실업률이 노동시장 과열과 인플레이션을 설명하기에 한계가 크다.
123,그러나 빈 일자리 비율과 실업률의 관계를 보여주는 베버리지 곡선은 노동시장이 과열되었음을 잘 보여준다.
124,노동시장 내에서 구인과 구직 사이 매칭(matching)의 효율성이 낮아지면 빈 일자리와 실업자가 동시에 늘어나 베버리지 곡선이 우상향으로 이동한다(그림 참조).
125,현재는 팬데믹 이전과 실업률은 비슷하지만 ‘빈 일자리 비율’은 훨씬 높아서 노동시장이 매우 타이트한 것이다.
126,최근 로런스 볼 존스홉킨스 대학 교수 등의 연구는 이렇게 측정되는 노동시장의 과열이 높은 근원인플레이션의 중요한 요인임을 실증적으로 보여주어 주목을 받았다.
127,한편 근원인플레이션보다 높은 ‘헤드라인 인플레이션(전체 제품의 물가인상 정도를 반영한 인플레이션)’ 충격이 임금 상승이나 재료비 상승을 통해 근원인플레이션에 이전되는 효과도 부분적인 역할을 했다.
128,마지막 요인은 오랫동안 낮게 안착되었지만 올해 들어 높아진 장기적 기대인플레이션이다.
129,이들의 연구는 기대인플레이션이 현실의 높은 인플레에 크게 영향을 받아서 높이 유지되거나 ‘빈 일자리 비율’이 계속 높다면 실업률의 높은 상승 없이는 인플레 압력이 낮아지지 않을 것이라 강조한다.
130,거시경제학의 대가 올리비에 블랑샤르나 래리 서머스도 역사적인 경험을 보면 ‘빈 일자리 비율’이 피크를 친 후 낮아질 때는 실업률이 크게 상승한다고 보고한다.
131,그렇다면 현재도 노동시장의 활황을 억누르기 위해 높은 금리인상과 경기침체를 통한 높은 실업률 상승이 필요할 것이다.
132,결국 소프트랜딩으로 인플레이션을 잡는 것이 불가능하며 상당한 고통이 필요하다는 이야기다.
133,■ 급속한 금리인상을 멈춰라그러나 이들의 주장과 달리 현재는 기대인플레이션이 높지 않으며 최근 하락하고 있어서 인플레이션의 안착이 깨지고 있다는 근거는 희박하다.
134,사람들의 인플레이션 기대가 단순히 현재의 인플레를 반영하는 적응적인 것이 아니라 통화정책 변화 등 여러 요인들이 영향을 미친다면 인플레를 낮추기 위해 높은 실업률 상승이 필요하지 않을 수 있다.
135,사실 기대인플레이션이 실제 인플레이션에 미치는 영향에 대해서는 논란이 존재한다.
136,글로벌 금융위기 이후에는 임금상승에 실업률이나 빈 일자리 비율이 중요하지 않고 노동시장에서 빠져나간 비경제활동인구와 실업자를 합친 산업예비군이 중요하다는 비판도 제기된다.
137,그렇다면 비고용인구가 많은 현재는 보기보다 노동시장이 타이트하지 않고 인플레 압력이 크지 않을 수 있다.
138,이는 급속한 금리인상과 경기침체 그리고 실업률의 높은 상승 없이도 인플레 압력이 낮아질 수 있음을 시사한다.
139,팬데믹 이후 치솟은 인플레이션의 경우에도 통화정책과 노동시장을 둘러싸고 이 논쟁이 진행 중이다.
140,그렇다면 분명 경제침체라는 큰 고통을 가져다줄 급속한 금리인상과 과도한 긴축을 그만두라고 외치는 목소리도 필요하다.
141,특히 달러 가치의 급속한 상승과 세계경제의 불안정을 막기 위해 통화정책의 세계적인 공조가 필요한 시점이다.
142,제롬 파월 연방준비제도이사회(FRB) 의장이 회의 중 안경을 고쳐쓰고 있다.
143,photo 뉴시스모두가 금리를 올리고 있지만 드디어 속도조절에 나선 국가가 등장했다.
144,맥클렘 캐나다 중앙은행 총재는 긴축 속도를 늦춘 이유에 대해서 이제 긴축 종료가 임박하고 있다고 말했다.
145,현실 경제 우려 탓에 정치권도 연준 압박 중이제 관심은 이웃국가인 미국으로 향한다.
146,미국 연방준비제도(Fed·연준)의 다음 스텝이 어떻게 결정될 지에 관심이 쏠릴 수밖에 없다.
147,내부에서 나오는 이견 그리고 이번 캐나다의 움직임을 연준이 의식할 거라는 전망이 적지 않다.
148,그런데 집값 하락 폭이 커지면서 인플레이션(물가 상승) 완화 전망이 힘을 받고 있다.
149,소비를 가늠할 수 있는 카드·결제업체 비자(visa)의 결제 금액은 시장 전망치를 하회했다.
150,구글의 모회사 알파벳과 마이크로소프트(MS)가 시장 기대에 못 미치는 실적을 발표한 것도 충격이 전해진다.
151,MS는 시장 예상을 넘는 실적을 발표했지만 주요 사업인 클라우드 부문이 시장 기대치에 미치지 못하는 실적을 남겼다.
152,현실 경제에서 이처럼 우려가 쏟아지자 정치권에서도 연준을 향해 금리 인상을 자제할 것을 요청하는 의견들이 나오고 있다.
153,민주당 소속인 셰로드 브라운 상원 금융위원장은 파월 의장에게 서한을 보내 인플레이션과 싸우는 것이 의장의 일이지만 동시에 완전 고용을 보장해야 하는 것도 연준 의장의 또 다른 책무라며 통화정책의 과잉 긴축으로 실업이 증가한다면 노동자들이 직면한 문제를 악화시킬 뿐이라고 지적했다.
154,특히 여당인 민주당 내에서는 파월 의장을 향한 압박의 강도를 높이고 있다.
155,엘리자베스 워런 상원의원은 파월 의장을 두고 위험한 인물이라고 말했을 정도다.
156,경기 침체를 나타내는 미국 장단기 국채 금리 역전 현상이 지속되는 것도 연준에 부담이다.
157,플러스박스는 케이뱅크의 파킹통장으로 돈을 보관하고 언제든지 빼서 예적금 투자 등에 활용할 수 있는 상품이다.
158,코드K 정기예금은 별도 복잡한 조건 없이 최고 금리가 적용되고 금리보장서비스 혜택도 제공된다.
159,최초 가입 고객 카드이용실적 등 복잡한 조건 없이 가입만 하면 최고 금리를 받을 수 있다.
160,일반은행은 ECB 예치 금리가 이처럼 큰 폭으로 오르면 소비자 및 기업 대출 대신 ECB 예치를 적극 고려하게 된다.
161,지금과 같은 고인플레 시대 직전 정반대의 저인플레 시대에는 ECB 기준 및 정책금리 중 레피(대출)금리가 가장 주목되었다.
162,다만 공표문에선 금융완화책에서 철수를 상당 정도 진행했다고 설명 금후 금융긴축 페이스를 둔화할 것임을 시사했다.
163,미국 경기감속 우려를 배경으로 장기금리가 하락해 미일 금리차가 축소함에 따라 엔 매수 달러 매도가 우세를 보였다.
164,경기선행 불안에서 상대적으로 안전자산인 미국채에 매수가 들어와 장기금리는 저하했다.
165,연준이 연내 금융긴축을 완화한다는 관측에서 미국 장기금리가 떨어져 미일 금리차가 축소하면서 엔 매수 달러 매도가 우세를 나타냈다.
166,가입을 위해 아침부터 수많은 사람들이 몰려 백화점에서 명품을 살 때나 볼 수 있었던 오픈런까지 벌어졌습니다.
167,하지만 다른 한쪽에서는 자금시장 경색으로 자금 조달에 어려움을 겪는 저축은행들이 대출을 중단하는 일이 벌어지고 있습니다.
168,반면 회사채 시장 경색으로 자금 조달이 어려워지고 부동산 대출의 부실 우려가 커지면서 저축은행들과 대부업체들은 신규 대출을 속속 중단하고 있습니다.
169,신규대출도 안 나가고 있고 그만큼 회사 입장에서는 심사가 까다로워지고 있다….
170,한쪽에서는 고금리 예적금 상품에 수십 조원이 몰리고 다른 한쪽에서는 신규 대출이 중단되는 등 서민 금융이 극과 극으로 갈리는 비정상적 모습이 나타나고 있습니다.
171,KDI “하락세 지속 예상기준금리 인상 등의 영향으로 주택시장이 당분간 하락세를 이어가다 내년 초 이후 변동성이 커질 것이란 국책연구원의 전망이 나왔다.
172,KDI는 “내년 초반까지는 높은 금리가 유지되면서 (주택시장에서) 하방 압력이 점진적으로 지속될 것이라고 내다봤다.
173,서울 송파구 롯데월드타워 전망대 서울스카이를 찾은 시민들이 서울시내 아파트를 배경으로 사진을 찍고 있는 모습.
174,뉴시스 주택시장의 경우 금융시장과 달리 금리 변동에 점진적으로 반응하는 경향이 있다는 점을 고려하면 내년 초까지는 가격 하락 압력이 이어질 것이란 관측이다.
175,KDI는 “추후에는 경기 하방압력 정도와 인플레이션 하락 속도에 따라 기준금리가 조정되면서 금리 여건에 따라 매매 가격의 변동성이 확대될 것이라고 전망했다.
176,다만 월세지수는 지난해부터 상승세가 이어지면서 공급 대비 임대 수요는 지속되고 있다.
177,KDI는 “현재 주택시장은 매매 거래가 최저 수준을 기록하는 등 매도자와 매수자가 모두 높은 불확실성으로 인해 ‘관망(wait and see)’하는 상황이라면서 “내년 하반기부터 물가 소득 금리 경로가 주택시장 참가자들의 기대에 영향을 미치면서 주택시장의 변동성이 높아질 가능성이 있다고 분석했다.
178,ECB는 이와 더불어 향후 통화정책 경로를 회의때마다 물가상승률과 경제 전망치에 기반해 결정할 예정이라고 했다.
179,주식·투자 관련 스팸 신고는 크게 늘어 불안한 경제 상황이 스팸에도 반영되고 있었다.
180,가장 비중이 늘어난 스팸 유형은 ‘불법 게임 도박’ ‘유흥업소’ 등 불법 유흥 홍보성 스팸이었다.
181,슈퍼 강달러로 우리나라 원화를 비롯해 일본 엔화 등 주요국 통화가치가 일제히 하락하고 있다.
182,특히 파키스탄 방글라데시 등 남아시아 국가들은 자국 통화가치 방어를 위해 보유외환을 대거 소진하면서 도미노 위기에 내몰렸다.
183,구로다 하루히코 일본은행 총재는 기자회견을 열고 “지금 당장 금리 인상과 (금융 완화의) 출구가 온다고 보지 않는다라며 대규모 금융완화 정책을 유지하겠다는 뜻을 밝혔다.
184,금리를 낮춰 소비를 촉진시키고 수출에 도움이 되어 나아가 임금 상승이라는 선순환을 이뤄내겠다는 것으로 이른바 ‘아베노믹스’라고 부르는 경제 정책이다.
185,문제는 최근 미국이 물가를 잡기 위해 금리를 연이어 대폭 올리면서 초저금리를 유지하고 있는 일본과의 금리 차이가 점점 벌어지고 있다.
