,sentence
71,서울뉴시스 권성근 기자 재닛 옐런 미국 재무장관은 한국산 전기차에 대한 차별 조항을 담은 미 인플레이션감축법(IRA) 시행과 관련해 한국의 우려를 고려하겠지만 법에 나온 그대로 이행하겠다고 밝혔다.
72,우리는 법에 쓰인 대로 이행해야 한다고 말했다고 블룸버그 통신이 보도했다.
73,이어 우리는 지금 관련 규정을 만드는 과정에 있다며 한국과 유럽 측의 우려와 관련해 실행 가능한 범위가 있는지 검토할 것이라고 설명했다.
74,이와 관련 현대차가 전기차 공장을 짓기로 한 조지아 출신의 래피얼 워녹(민주) 상원의원은 보조금 관련 일부 조항을 유예하는 내용의 법안을 미 상원에 제출한 바 있다.
75,G마켓 인수 이후 이마트의 재무구조가 악화되고 본업인 할인점 실적이 안 좋아지면서 강희석 리더십 위기론이 그룹 안팎에서 대두됐지만 인수 후 통합 작업(PMI)을 통해 성과를 만들어내라는 메시지를 던진 것으로 풀이된다.
76,그는 취임 이후 오프라인 중심인 이마트 사업구조를 디지털로 전환하는 작업을 진두지휘 했다.
77,이마트 점포를 리뉴얼 하면서 온라인 배송을 위한 PP센터(피킹 앤 패킹 센터 주문 받은 물건을 집어서 포장하는 곳)를 확대해 온오프라인 시너지를 확대했다는 평가를 받는다.
78,이 지표는 현금창출력에 비해 순차입금이 몇 배나 되는지를 의미하며 높을수록 차입금 부담이 크다는 뜻이다.
79,미국 이베이 본사가 공시한 자료와 원화 기준 매출 영업이익을 단순 비교하면 매출은 절반 수준으로 감소했고 영업이익은 적자 전환 했다.
80,SSG닷컴과 통합 작업을 진행하는 과정에서 기존에 매출 기여도가 높았던 패션·전자기기보다 이마트가 강점을 가진 식품 비중을 높이면서 평균 거래단가가 내려갔다.
81,물류·IT 투자가 계속 필요하지만 스스로 벌어들인 돈으로는 감당하기 어렵다.
82,투자자와 협약에 따라 올해 기업공개(IPO)를 추진했으나 금융시장 변동성이 커지면서 잠정 연기했다.
83,온오프라인 모두 실적이 부진하자 정기 인사를 앞두고 일각에선 강 대표가 이마트나 SSG닷컴 한쪽만 총괄하는 방향으로 업무 조정이 일어날 가능성이 있다는 관측이 나왔다.
84,재신임을 받은 강 대표의 최우선 과제는 G마켓 인수 효과를 가시화 하는 것이다.
85,이마트는 올해 SSG닷컴 VIP제도와 G마켓 스마일클럽을 통합한 멤버십을 출시한 데 이어 백화점 등 오프라인 매장과도 연계할 방침이다.
86,co. kr (런던연합뉴스) 최윤정 특파원 통합을 강조하는 리시 수낵 영국 총리의 내각에는 스펙트럼이 다양한 인사들이 합류할 것으로 보인다.
87,트러스 총리는 선거에서 경합한 수낵 내정자 측 인사를 내각에서 전면 배제하면서 당 분열을 심화시켰다.
88,재무부 장관에는 제러미 헌트 현 장관이 유임될 것이란 전망이 많이 나온다.
89,더 타임스는 금융시장 안정을 위해서 헌트를 재무장관으로 계속 기용할 것으로 예상했다.
90,주요 직책인 외무부 장관으로는 탕평 차원에서 이번 당 대표 겸 총리직 선거에 출사표를 던졌다가 포기한 페니 모돈트 원내대표를 기용하거나 보리스 존슨 전 총리를 지지한 제임스 클리버리 현 장관을 유임할 가능성이 언급됐다.
91,혹은 도미닉 라브 전 외무장관 등 측근을 앉힐 수도 있는 것으로 예상됐다.
92,더 타임스는 트러스 총리가 거절할 가능성이 크겠지만 만약 그를 외무장관으로 데려온다면 매우 강력한 통합 메시지가 될 것이라고 봤다.
93,내무부 장관은 측근인 그랜트 섑스 전 교통부 장관이나 마이클 고브 전 주택부 및 균형발전 장관 몫이 될 수도 있다.
94,스카이뉴스는 수낵 내정자와 거의 동시에 사표를 던져서 존슨 전 총리의 사임을 촉발한 사지드 자비드 전 보건부 장관을 후보로 거론했다.
95,이 밖에 존슨파에서 수낵 지지로 돌아선 수엘라 브레이버먼 전 내무장관 보수당 우파의 신진 선두주자인 케미 베디너크 국제통상부 장관 등도 이름이 거론된다.
96,이 시험은 회계·재무 지식 전산 데이터 추출에 필요한 데이터베이스 이해도 데이터 요약 예측·결론 도출에 필요한 통계 지식 등을 묻게 된다.
97,한국공인회계사회 관계자는 합격자는 양질의 직무수행 기회를 얻고 회계감사 및 내부통제 컨설팅 지원 등의 업무 수행에도 도움받을 수 있을 것이라고 기대했다.
98,이미 전날 밤 보리스 존슨 전 총리가 먼저 총리직에 재도전하지 않는다고 밝히면서 수낵의 당선은 유력해졌다.
99,명문 사립고를 나와 옥스퍼드대에서 철학·정치·경제(PPE)를 공부한 뒤 미국 스탠퍼드대에서 경영학 석사(MBA)를 했다.
100,이후엔 법인세율과 소득세격인 국민보험(NI) 분담금률을 높이는 등 증세에 나섰다.
101,그는 현실을 똑바로 인정해야 한다고 강조했지만 이는 지난번 당 대표 및 총리 선거 때는 먹히지 않았다.
102,존슨 전 총리 사임을 촉발한 인물이라는 점도 당원들에겐 부정적으로 인식됐다는 것이 중론이다.
103,예정대로 할지 증세와 지출삭감을 어떻게 할지 어려운 결정이 필요한 일이다.
104,수낵 내정자의 총리 선출이 유력해지자 국채 금리가 하락하고 파운드화가 상승했다.
105,로이터 연합뉴스 폴 찬 홍콩 재무장관이 사우디아라비아 출장 중 코로나 양성 판정을 받았다.
106,다음주 홍콩은 글로벌 대형 은행장을 모아 투자서밋를 열 계획인데 이 회의 참석할 수 있을지 여부도 불투명하다.
107,홍콩 당국은 남은 일정을 취소하고 당분간 리야드에 머물 계획이라며 가능한 한 빨리 홍콩으로 돌아갈 것이라고 밝혔다.
108,홍콩은 여전히 세계에서 가장 강력한 수준의 코로나 방역 정책을 펴고 있다.
109,이 때문에 코로나 대유행 이후 홍콩에서 열리는 국제행사 가운데 가장 큰 주목을 받고 있다.
110,홍콩 당국은 아직 폴 찬 재무장관의 국제은행회의 참석 여부에 대해 정확한 코멘트를 내놓지 않고 있다.
111,수낵 전 장관은 인도계 이민자 가정 출신으로 영국 옥스퍼드대 미국 스탠퍼드대를 거쳐 골드만삭스 애널리스트로 활동했다.
112,정치범 감옥으로 알려진 에빈 수용소 운영자 에다얏 파자디 세예드 헤시마톨라 하야트 알가이브 테헤란 지방 교도소 소장 그리고 IRGC 소속 모하마드 가제니 정보 간부 아바스 닐포루샨 작전 부사령관 등이다.
113,제재 대상에 포함된 이들은 미국인과 모든 거래가 중단되며 미국 내 자산 역시 동결된다.
114,이란 정부는 시위 확산 방지 차원에서 무력 사용과 함께 인터넷 검열에 나섰다.
115,블라디미르 플라호트니우치 몰도바 전 의원 일란 미로노비치 쇼르 몰도바 쇼르당 대표 등이 있다.
116,미 재무부는 몰도바의 정치·경제 단체들을 사로잡고 부패시킨 것으로 널리 알려진 과두 정치인과 러시아의 국제적 영향력 행사와 관련된 사람들이라며 특히 플라호트니우치 전 의원은 몰도바 정부의 핵심인 법 집행·선거·사법 부문을 조작했다고 밝혔다.
117,토니 블링컨 미 국무장관은 이들 인사와 기관은 조직적 부패를 비롯해 러시아가 개입한 선거 부정과 연관된 인사라며 미국은 몰도바의 민주주의 및 부패와 전쟁을 지원할 것이라고 밝혔다.
118,스즈키 재무상은 이날 일본 기자단에게 환율 개입 여부를 언급하지 않겠다는 뜻을 재차 강조하면서 이같이 말했다고 요미우리신문이 보도했다.
119,이와 관련해 미국 블룸버그통신은 옐런 장관이 일본의 엔화 매수 및 달러 매도 환율 개입에 대해 미국 정부가 그런 움직임에 대해 일본정부로부터 아무런 통보를 받지 못했다고 보도한 바 있다.
120,이미 전날 밤 보리스 존슨 전 총리가 먼저 총리직에 재도전하지 않는다고 밝히면서 수낵의 당선은 유력해졌다.
121,명문 사립고를 나와 옥스퍼드대에서 철학·정치·경제(PPE)를 공부한 뒤 미국 스탠퍼드대에서 경영학 석사(MBA)를 했다.
122,대형 OLED 생산량 조정도 진행해 향후 수요에 따른 점진적인 회복을 내다본다.
123,재무 건전성이 개선될 때까지 필수 투자 외에 투자 및 운영 비용을 과감히 축소하고 재고도 최고 수준으로 조정한다는 계획이다.
124,이 과정에서 LCD TV 출구 전략을 기존 계획보다 더 이른 시점으로 목표하고 빠르게 OLED 사업으로의 구조적 전환을 가속한다.
125,LG디스플레이는 시장 상황이 좋지 않은 만큼 단기적으로 대형 OLED 팹 가동률 조정이 불가피할 것으로 봤다.
126,유통 및 세트사의 재고 조정도 이어지면서 올해 대형 OLED 패널 출하량은 역성장이 예상된다.
127,LG디스플레이는 이에 실수요 기반의 생산능력(캐파) 조정으로 원가 경쟁력을 높이고 향후 실수요에 따라 팹 가동률을 높인다는 계획이다.
128,OLED TV와 관련해 소비자들의 밸류 인식이 확고한 데다 누적 기준으로 실판매가 성장하고 있는 만큼 장기적으로는 시장 성장세가 이어질 것이라는 전망도 더했다.
129,LG디스플레이는 앞으로 대형 제품군에서 실수요에 기반한 운영 체제로 전환하고 제품 및 원가 경쟁력을 강화해 수익성 확보 기반을 마련하고 실적 성장에 집중한다.
130,중형 제품군에선 고객 관계를 강화하면서 하이엔드 모니터와 노트북 점유율을 확대한다.
131,여기에 게이밍 등 차별화한 제품을 늘리면서 IT 디스플레이 사업 영역도 확대한다는 계획을 내놨다.
132,김 CFO는 재무 건전성 회복 전략과 사업 구조 개편으로 안정성 확보하고 미래 사업 포트폴리오 고도화를 이뤄가도록 하겠다며 내년에도 어려운 사업 환경 지속할 것으로 보고 냉정한 현실 인식으로 환경 변화에 맞춰 전략 재정비하고 실행력을 높여 다시 도약할 수 있도록 최선의 노력을 다하겠다고 포부를 밝혔다.
133,윤 대통령은 이날 오전 용산 대통령실 출근길에 기자들과 만나 이같이 밝혔다.
134,다만 옐런 장관은 우리는 (시행) 규칙을 작성하는 과정의 초기에 있다면서 저는 우리가 규칙을 시행하면서 그들의 우려를 청취하고 실현 가능한 범위 내에 무엇이 있는지 볼 것이라고 확약했다고 밝혔다.
135,윤석열 정부는 IRA와 관련해 미국과 다각도로 접촉 우리 기업들의 우려를 전달해왔다.
136,조 바이든 미국 대통령은 이달 초 윤 대통령에게 친서를 보내 IRA에 대해 솔직하고 열린 마음으로 협의를 지속하겠다고 밝혔다.
137,LG디스플레이는 거시 경제 악화로 실수요와 완성품(세트) 수요가 큰 폭으로 감소하면서 실적을 끌어내렸다고 설명했다.
138,회사 측은 하반기 패널 수요가 전례 없이 급감했고 LG디스플레이 주력 분야인 중형과 프리미엄 TV용 패널 판가가 하락했다.
139,여기에 액정표시장치(LCD) 패널 가격도 앞선 저점 대비 크게 밑돌았다고 설명했다.
140,김현수 하나증권 연구원은 TV 수요가 둔화되고 있어 추세적인 (패널) 가격 반등은 기대하기 어렵다고 분석했다.
141,외교부가 한국산 전기차를 보조금 대상에서 제외하는 미국 인플레이션 감축법(IRA)에 대해 “현재 관련 업계와 계속 소통하면서 우리 측 의견을 제출할 수 있도록 준비하고 있다고 밝혔습니다.
142,임 대변인은 “앞으로도 정부는 미국의 IRA 이행을 위한 세부 규정을 마련해 나가는 과정에서 우리 측의 이해가 최대한 반영될 수 있도록 미 행정부와 의회 각계와 계속 협의해 나갈 것이라고 덧붙였습니다.
143,그는 지난 선거 때 의원들의 지지를 가장 많이 받았지만 전체 당원 투표에서 졌다.
144,선거 유세 중 수낵 전 장관은 트러스 총리의 경제 정책이 동화 같은 이야기라고 비판했고 이는 예언처럼 됐다.
145,벤 월리스 국방장관이 존슨 전 총리는 지난 총선에서 받은 임무가 있다며 그에게 기울고 있다고 말했다.
146,그러나 일각에서는 존슨 전 총리가 떠나게 된 과정을 잊으면 안 된다는 지적도 나온다.
147,이때 수낵 전 장관이 가장 먼저 사표를 던지며 내각 대탈출을 촉발해서 양측은 거의 앙숙이다.
148,월리스 장관이 새로운 총리는 당 통합에 집중해야 한다고 말했지만 존슨에겐 쉽지 않은 일이라고 BBC가 지적했다.
149,이미 스타머 노동당 대표는 부적절하다고 비판했고 자유민주당은 영국의 베를루스코니라고 논평했다.
150,무엇보다 파티게이트 때 의회에 거짓말을 했는지에 관한 의회 조사에 따라서 의원직을 잃을 수도 있다.
151,이에 앞서 총리실은 예산안 발표를 예정대로 할지는 새로운 총리가 결정해야 한다고 말했다.
152,그는 지난 경선에서 탈락한 뒤 리즈 트러스 총리를 지지했고 이번 주엔 트러스 총리를 대신해 야당의 긴급 질의에 대응해서 호평을 받았다.
153,AFP 연합뉴스 재닛 옐런 미국 재무장관이 자국 인플레이션이 여전히 너무 높다며 인플레 대응을 당면한 우선순위 정책으로 규정했다.
154,미국에서는 연방준비제도(Fed·연준)가 공격적인 금리 인상을 통해 인플레 대응에 나서고 있다.
155,조 바이든 행정부는 러시아의 우크라이나 침공 등으로 에너지 가격이 급등하자 전략비축유 방출을 중심으로 대응에 나서 왔다.
156,옐런 장관은 상한제의 목표는 푸틴이 불법 전쟁에 쓸 수 있는 이익을 줄이는 동시에 세계 시장에 낮은 가격으로 러시아산 석유가 유입되게 하는 것이라고 했다.
157,금융 시스템과 관련해서는 세계 정세의 흐름에 따라 시장 변동성이 커졌다라며 우리는 금융 분야를 긴밀히 모니터링하고 있다라고 했다.
158,이어 현재까지 미국 금융 시스템은 경제적 불안정의 근원이 아니었다라고 자평했다.
159,그는 우리 시스템은 여전히 회복력이 있고 불확실성을 거치며 계속 잘 작동한다라고 했다.
160,다만 우리는 여전히 잠재적인 위험을 경감하기 위해 더 많은 일을 해야 한다라며 채권 시장의 충격 흡수 역량을 키우기 위해 금융 규제 당국과 협력 중이라고 했다.
161,아울러 시장 변동성이 높아지면서 비은행 금융 중개 분야에서 취약성이 드러날 가능성에 주의를 기울이고 있다라며 사모펀드 레버리지 모니터링 및 선발 주자의 이점을 줄일 정책 개발에 금융 규제 당국과 협력 중이라고 했다.
162,옐런 장관은 이와 함께 바이든 행정부 경제 계획을 거론 향후 몇 달 우리는 반도체나 청정에너지 등 성장하는 산언으로 상당한 양의 자본이 이동하는 모습을 보게 될 것이라며 이는 장기 경제 성장 촉진을 넘어 공동체를 활성화하고 국가 회복력을 강화하는 신나는 투자라고 했다.
163,롯데건설 CI/롯데건설 제공 롯데건설 관계자는 “원자재 가격 상승과 부동산 경기침체의 우려 속에서 안정적인 재무구조를 위해 선제 대응 차원에서 이뤄진 것이라고 했다.
164,롯데건설은 재무건전성 강화를 위해 국내외 은행과도 자금조달 관련 협의를 진행 중이다.
165,부동산업계에서는 롯데건설이 적극적으로 자금 조달에 나선 것이 비정상적으로 멈춰버린 자금조달시장 때문이라고 보고 있다.
166,기준금리가 급격하게 오른 상황에서 지방자치단체(강원도)가 보증했던 레고랜드 테마파크 대출 자산유동화기업어음(ABCP)이 부도처리된 것이 악영향을 줬다는 것이다.
167,한 중견 건설사 관계자는 “그나마 그룹사가 있는 롯데건설이라 신속하게 재무안정성을 강화할 수 있었다고 본다면서 “그마저도 없는 건설사나 규모가 작은 곳들은 자금융통에 어려운 시기를 겪고 있다고 했다.
168,리시 수낵 영국 신임 총리가 금융시장에 혼란을 줬던 리즈 트러스 전임 총리의 잘못을 바로잡겠다고 공언했습니다.
169,◆…리시 수낙 전 영국 재무부 장관 (사진 로이터)리시 수낙 영국 전 재무장관이 보수당 내부 경선에서 단독 출마로 승리함에 따라 영국은 최초로 유색인종의 총리를 선출하게 된다.
170,​ 수낙 전 장관은 리즈 트러스 총리의 무리한 감세안 도입으로 분열된 국민 정서와 심화된 빈부격차 사이에서 영국을 이끌어 나가야 한다는 부담을 떠안게 됐다.
171,​ 또한 수낙 전 장관은 오늘날 영국은 안정과 연대가 필요하다며 보수당과 영국이 하나가 되는 것을 첫 번째 우선사항으로 하겠다고 했다.
172,​ 수십 억 달러 규모의 헤지펀드 운용사를 운영한 경험이 있는 수낙 전 장관은 영국의 정부 재정 지출을 대폭 축소할 계획인 것으로 전망된다.
173,​ 트러스 총리가 제시했던 감세안은 금리와 모기지 비율을 상승시키고 영국 시장 내 불안정성을 야기하는 바람에 투자자들을 떠나게 만들었다.
