,sentence
28,지방 대학의 재정 위기에 대한 해결책을 묻는 질의에는 규제 혁신을 대안으로 제시했다.
29,이 후보자는 국민의힘 이태규 의원의 관련 질의에 새로운 산업 수요가 많이 있고 이것이 계속 중앙에 집중돼서는 지역소멸로 갈 수밖에 없는 상황에서 대학이 지역 신산업의 허브 역할을 하지 않으면 안 된다며 이런 것들을 규제없이 지원할 수 있는 방안도 중요하다고 생각한다고 답했다.
30,이어 지방대 위기극복과 관련한 사회부총리의 역할에 대해 교육부의 좁은 테두리 내에서는 해결할 수 있는 부분이 많이 있다며 과기부 산자부 문체부의 다양한 사업 간 벽을 허물고 규제개혁과 함께 지원할 수 있다면 지역 대학들이 다시 회생할 수 있는 큰 계기를 맞을 수 있을 것이라고 내다봤다.
31,com교육과학기술부 장관 시절 대학 설립 준칙주의를 시행으로 인한 부실 대학 양산의 책임을 묻는 더불어민주당 강민정 의원의 질의에는 한계 대학 퇴출 정책에 대한 보완을 주장했다.
32,이어 아쉽게도 퇴출 부분이 제대로 정비가 안 됐다며 지금은 (대학 수가) 줄어들어야 하는 시기이기 때문에 퇴출에 관한 정책이 빨리 도입돼야 한다고 강조했다.
33,이 후보자는 대학 정책 특히 정원 정책은 인구 추계에 기반해서 해야 한다는 지적에 저는 전적으로 공감한다며 당시에도 그런 취지를 갖고 임했다고 밝혔다.
34,이 후보자는 다만 준칙주의 도입 이후에 다른 조치들과 조화롭게 이뤄지지 않으면서 분명히 문제가 생겼다는 부분에 대해 인정한다고 시인했다.
35,이 후보자는 김영삼 정부 당시 대통령 직속 교육개혁위원회에 참여해 이 제도를 만드는 데 참여했다.
36,이명박 정부 때 교육과학기술부(현 교육부) 장관 을 맡아 대학구조개혁위원회를 만들고 재정지원제한대학을 지정했으나 강제적인 구조조정이라는 비판을 받았다.
37,최근 교육부 내홍이 심한 국립대 사무국장 제도 변화에 대한 질의도 나왔다.
38,국민의힘 서병수 의원이 유독 하필 교육부 공무원들만 그 자리에서 배제돼야 하는지 이해가 되지 않는다고 하자 이 후보자는 교육부 공무원들이 지역의 지역협력관이나 산학협력관 지자체 쪽으로 파견 근무지가 바뀔 수 있도 다양한 옵션들이 있다며 잘 검토해서 문제를 빨리 해결하도록 하겠다고 밝혔다.
39,더불어민주당 박광온 의원은 이 후보자가 교과부 장관 시절 추진한 자율형사립고(자사고) 확대 정책이 교육격차 해소에 도움이 됐는지를 물었다.
40,이에 대해 이 후보자는 그 결과에 대해서 소위 다양화 정책이 어떤 면에서는 서열화로 이어진 부작용이 분명히 있었다고 생각한다며 그 부분에서는 계속 보완해 나가고 새로운 틀이 필요하다고 답했다.
41,이어 다양화에서 문제가 제기되면 또 방향은 개별화라며 모든 아이들에게 형평성 있는 교육을 할 수 있도록 노력하겠다고 밝혔다．
42,일부 지자체 이자부담 급증…불요불급 사업 중단하고 채무 상환 서둘러 춘천 레고랜드연합뉴스 자료사진(전국종합연합뉴스) 최근 기준 금리 인상 영향으로 대출 금리가 급격히 오른 데 이어 레고랜드 채무불이행(디폴트) 사태로 채권시장 경색 우려가 커지면서 금융권에서 돈을 빌려 여러 사업을 추진해온 전국 지방자치단체들이 허리띠를 조이고 있다.
43,춘천시는 강원도가 불러온 레고랜드 디폴트 사태로 자금 조달에 어려움을 겪으면서 기존보다 높은 이자율을 적용해 대출금을 갚아야 하는 부담을 안게 됐다.
44,비슷한 사례가 추가로 나올 수 있다는 우려가 제기되자 대부분 지자체가 불요불급한 사업에 편성된 예산을 삭감하거나 지방채 발행을 중단하는 등 재정 안정화에 나서고 있다.
45,레고랜드 사태·자금 경색 직격탄 맞은 지자체 레고랜드 디폴트 사태로 전국 지자체의 채무 보증 신뢰도가 하락하면서 강원 춘천시가 직격탄을 맞게 됐다.
46,레고랜드 사태로 지자체 채무 보증 신뢰가 하락하면서 돈을 빌려준 증권사 측이 투자자 보호를 위해 금리 인상을 강하게 요구했기 때문이다.
47,레고랜드 발 채권시장 경색 해법은연합뉴스 자료사진 불똥 튈까 선제 대응…빚 갚고 추가 지방채 발행 최소화 레고랜드 사태 영향이 커지면서 전국 지자체들이 선제 대응에 나서고 있다.
48,사업비를 줄일 수 있는 사업들도 있지만 이미 오래전부터 이어져 온 대형 사업의 예산 확보는 더 힘들어질 것으로 보인다.
49,광주시가 부담하는 예산을 확보하면서 긴축 재정 기조를 이어가려는 정부를 설득해 국비를 추가 지원받아야 하는 과제를 안고 있다.
50,광주시 관계자는 불요불급한 개발 투자 사업은 재검토 여지가 있지만 기존에 추진해온 사업들은 중단하거나 미룰 수 있는 성격이 아니다며 재정 건전성을 훼손하지 않으면서 사업이 원활히 추진되도록 하겠다고 말했다.
51,(오수희 손상원 전승현 이상학 심규석 김동민 정경재 신민재 허광무 이승형 양영석 기자)
52,첨단분야 인재 상황에 대해서는 “우리나라는 인구감소 위기와 맞물려 첨단분야 인재가 부족한 상황이라고 했다.
53,그러면서 “해외 우수 인재가 우리나라에서 활약할 수 있도록 유입·정착을 위한 다양한 지원책도 강구하겠다고 했다.
54,이 후보자는 대학에 대해서는 “규제 없는 지원으로 지역 혁신의 허브로 육성하겠다고 했다.
55,그는 “대학에 대한 중앙정부의 규제를 네거티브 방식으로 대전환하겠다며 “중앙정부가 설계·평가·지원하는 방식에서 지자체와 대학이 주도적으로 설계·제안하는 구조로 대학 재정지원 방식을 혁신하겠다고 했다.
56,이 후보자는 “디지털 신기술을 교육현장에서 활용해 학생 개별 맞춤 교육을 구현하고 창의력 비판적 사고력 협동력 의사소통능력 역량을 함양하도록 지원하겠다며 “희망하는 학교가 교육과정을 자유롭게 운영할 수 있도록 지원하겠다고 말했다.
57,또 학생들의 기초학력을 보장하고 도움이 필요한 학생의 특성에 맞춰 종합적인 교육복지 서비스 시스템을 구축하는 한편 유보통합과 방과후 학교·돌봄교실 확대도 추진하겠다는 계획도 밝혔다.
58,첫 후보자였던 김인철 후보자는 ‘온가족 풀브라이트 장학금’ 논란으로 청문회 직전 사퇴했고 박순애 전 장관은 국회 원 구성이 지연되면서 청문회 없이 임명됐다.
59,앵커한 의약품 유통업체가 이른바 사무장 약국을 전국 곳곳에 운영해 온 혐의로 검찰 수사를 받게 됐습니다.
60,설비나 회계 관리 등 실질적인 약국 운영을 약사가 아닌 의약품 유통업체 H 사가 해왔다는 혐의입니다.
61,제주 A 약국 관계자/음성변조 : 그쪽에 도매해서 물건을 좀 갖다 쓰고 있어서.
62,제주 B 약국 관계자/음성변조 : 죄송해요 그거에 대해서는 저희가 말씀을 못 드려요.
63,현행 약사법은 약사나 한약사가 아니면 약국을 개설하지 못하게 돼 있습니다.
64,H 사는 제주 뿐 아니라 인천과 군산 등지에도 이런 약국을 개설했는데 직접 약사들과 계약을 맺고 근무지를 이동시키기도 했다는 게 경찰 판단입니다.
65,약을 조제했을 때 건강보험공단이 지급하는 요양급여도 부당 수령했다며 사기 혐의를 함께 적용했습니다.
66,이른바 사무장 약국에 대한 수사기관의 판단은 그동안 엇갈리기 일쑤였습니다.
67,이 때문에 특별사법경찰을 운용하거나 수사 전문성을 강화하는 법안이 발의됐지만 국회 문턱을 못 넘고 있습니다.
68,정춘숙/국회 보건복지위원장 : 면허 대여 약국 문제는 건강보험 재정의 누수하고 아주 직접적인 연관이 있기 때문에 수사나 처벌에 있어서 보다 명료하고 엄격한 법들이 필요하다고 생각합니다.
69,기사내용 요약김진태에 금융위기 장본인 지칭좀 미안하다 뱉는 물염치 기 차중대경제범죄 감사 및 수사해야 서울뉴시스 심동준 기자 더불어민주당이 이른바 레고랜드 사태를 지적하면서 김진태 강원 지사 사퇴 관련 감사·수사를 요구하고 나섰다.
70,아울러 여전히 사태의 원인이 채권단 측에 있다고 주장하면서 무지하고 무책임한 자세로 일관하는 김 지사는 국민께 석고대죄하고 즉시 사퇴하라고 요구했다.
71,com서울뉴시스김경록 기자 인사청문회를 앞둔 이주호 사회부총리 겸 교육부 장관 후보자가 유초중등 교육재정 일부를 고등교육에 투입하는 지방교육재정교부금(교육교부금) 개편에 찬성한다는 취지의 답변을 국회에 제출했다.
72,이 후보자는 장기간의 등록금 동결 등으로 열악한 대학 재정상황과 한정된 국가 재정 여력 등을 고려할 때 최근 급격히 증가한 교부금을 교육 부문 간 투자 불균형 해소 및 전체 교육의 균형 있는 발전에 활용할 필요가 있다고 생각한다고 밝혔다.
73,대학들의 재정난 해소에 최근 늘어난 유초중등 교육재정을 투입할 필요가 있다는 주장인데 이는 교육교부금 개편을 추진 중인 정부의 논리와 같다.
74,앞서 정부는 국가재정전략회의를 통해 교육교부금 중 교육세 일부를 떼서 신설되는 고등·평생교육 특별회계에 활용하겠다고 밝힌 바 있다.
75,반면 시도교육청을 비롯한 유초중등 교육계는 학급당 학생 수 감축 교육환경 개선 미래교육 수요 등을 고려하면 학령인구 감소에도 교육재정은 늘어야 한다는 입장이다.
76,이에 대해 이 후보자는 유초중등 교육의 질 제고를 위한 안정적인 재정 확보도 매우 중요하므로 취임하게 되면 학교 노후시설 개선 유보통합 초등전일제 교육 등 적재적소에 효과적으로 투자될 수 있도록 꼼꼼히 살펴보겠다고 밝혔다.
77,교육계에선 벌써 이 후보자가 시도교육청과 갈등을 예고했다는 지적이 나온다.
78,교육감과 상의 소통 협의 등의 표현이 없다며 교부금 운영 당사자인 교육청들이 반대하고 있는 사안인 만큼 취임하게 되면 충돌할 것으로 전망된다고 우려했다．
79,이경 더불어민주당 상근부대변인은 이날 서면브리핑을 통해 윤석열 정부가 포장하는 ‘약자복지’는 ‘비정한 복지’라며 이같이 말했다.
80,이 부대변인은 국회에 본격적인 입법과 예산의 시간이 다가 왔다라며 경제위기를 극복하기 위한 실효적인 대책을 마련하는 것이 정부와 여당의 시급한 책무라고 했다.
81,그러면서 청년예산 어르신 일자리 지역화폐 공공임대주택 등 민생예산을 모조리 삭감했다라며 더불어민주당은 윤석열 정부가 내년도 예산안에서 삭제한 민생 예산을 낱낱이 찾아내 복구할 것이라고 강조했다.
82,또 ‘사회적 약자를 선별해 지원하는 복지가 진짜 복지’라고 주장하며 겨우 몇 푼 남겨놓은 예산을 ‘약자복지’라고 자랑하는 비정하고 뻔뻔한 정부라며 더불어민주당은 이번 예산안 심사에서 윤석열 정부가 외면하고 방치한 국민의 삶과 대한민국의 미래를 지킬 것이라고 했다.
83,양 대변인은 민주당은 이재명 대표 하나 지키겠다고 대한민국 헌정사상 처음으로 예산안 심의의 시작이자 헌법과 법률로 정해진 예산안 시정연설 참석의 책무마저 내팽기지 않았나라며 이재명 대표 사법리크스 방탄국회에 여념이 없는 민주당이 민생예산 마저도 또다른 눈속임 방탄용으로 국민을 우롱한다면 그 피해는 결국 국민께 돌아가게 된다는 것을 민주당은 간과해서 안된다라고 지적했다.
84,이러한 국정 철학을 담은 윤석열 정부의 첫 번째 예산안은 약자를 위한 지원 미래를 위한 투자 건전 재정 확립이다라며 사실 관계확인도 없이 예산 발목잡기부터 하는 것은 국민의 신뢰를 저버리는 것과 다름없다고 말했다.
85,양 대변인은 민주당은 이번 예산 국회에서 이재명 지키기가 아니라 국민의 삶과 민생예산 지키기의 책임을 다해주길 바란다라며 국민께서 모두 하나에서 열까지 민주당의 모든 것을 지켜보고 있다는 점을 잊지 말아야 한다.
86,com사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다.
87,국민의힘은 더불어민주당이 정부의 내년도 예산안을 비정하다고 비판한 것과 관련해 사실이 아니라고 반박했다.
88,또 예산심사가 시작되면 야당 의원들은 사실에 맞지 않는 프레임 씌우기를 할 게 아니라 국가 재정 건전성을 지키면서도 맞춤형 복지를 할 수 있는 예산 심사에 머리를 맞대주기 바란다고 했다.
89,이어 정권이 바뀐 첫해인 만큼 새 정부의 국정철학과 국정과제를 반영하는 데도 대승적으로 협조해 달라고 촉구했다.
90,하지만 더불어민주당은 이재명 대표의 불법 대선자금 의혹 수사에 반발하는 의미로 이날 시정연설을 보이콧했다.
91,본회의장에 들어가는 대신 로텐더홀에서 피켓 등을 들고 규탄 시위를 벌였다.
92,또한 “무너진 원자력 생태계 복원이 시급하다며 “원전 수출을 적극 지원하고 소형모듈원자로(SMR) 원전 해체기술 개발 등 차세대 기술의 연구개발을 지원하겠다고 말했다.
93,전 세계적인 고물가 고금리 강달러의 추세 속에서금융시장의 변동성은 커지고 경제의 불확실성은 높아졌습니다.
94,재정건전성을 유지하면서 금융 안정성과 실물 경제 성장을 도모하는 나라와 그렇지 못한 나라 간의 국제신인도 격차가 확대되고 있습니다.
95,산업과 자원의 무기화 그리고 공급망의 블록화라는 세계적인 흐름 속에서가치를 공유하는 국가들과의 협력이무엇보다 중요해졌습니다.
96,북한은 최근 유례없는 빈도로 탄도미사일 발사를 비롯한 위협적인 도발을 계속하고 있습니다.
97,이는 유엔 안보리 결의에 대한 중대한 위반이자 국제사회에 대한 정면 도전입니다.
98,우리 국민이 안심하고 일상을 영위할 수 있도록한미 연합방위태세와 한미일 안보협력을 통해 압도적인 역량으로 대북 억제력을 강화할 것입니다.
99,경제와 안보의 엄중한 상황을 극복해 나가기 위해서는여야가 따로 있을 수 없습니다.
100,물가 상승의 충격이 취약계층과 사회적 약자에게 전가되지 않도록 공공임대주택의 임대료 동결을 연장한 것을 비롯해서연료비 식료품비 생필품비도 촘촘하게 지원하는 한편장바구니 물가를 챙겼습니다.
101,폭우와 재난으로 인한 피해복구와 지원에도 매진하여서민들의 일상 회복에 최선을 다했습니다.
102,나아가 우리 경제의 미래 먹거리를 찾기 위한 산업의 고도화 미래 전략산업의 육성에도박차를 가하고 있습니다.
103,이번에 정부가 제출한 예산안에는우리 정부가 글로벌 복합위기에 어떻게 대응할 것이며어떻게 민생현안을 해결해 나갈 것인지그 총체적인 고민과 방안을 담았습니다.
104,세계적인 고금리와 금융 불안정 상황에서국가 재정의 건전한 관리와국제신인도 확보가 무엇보다 중요합니다.
105,뿐만 아니라 경제 성장과 약자 복지의 지속 가능한 선순환을 위해서국가재정이 건전하게 버텨주는 것이 매우 중요합니다.
106,공공부문부터 솔선하여 허리띠를 바짝 졸라맸고이렇게 절감한 재원은 서민과 사회적 약자 보호 민간 주도의 역동적 경제 지원국민 안전과 글로벌 리더 국가로서의 책임 강화에 투입하고자 합니다.
107,사랑하는 국민 여러분 그리고 존경하는 의원 여러분 경제가 어려울수록 더 큰 어려움을 겪는사회적 약자를 보호하는 것은 국가의 기본적 책무입니다.
108,우리 정부는 재정 건전화를 추진하면서도서민과 사회적 약자들을 더욱 두텁게 지원하는‘약자 복지’를 추구하고 있습니다.
109,어르신들께는 기초연금을 인상하고 양질의 민간·사회 서비스형 일자리를 확대하여 안정적인 노후생활을 지원하겠습니다.
110,생활물가 상승으로 인한 서민들의 필수 생계비와장바구니 부담을 덜어 드리기 위한 예산도 적극 반영하였습니다.
111,밀 수산물 등 주요 농·축·수산물의 비축을 확대하여 수급 불안에 선제적으로 대응하는 한편중·소농의 공익직불금 지급 확대 비료 사료 등의 구매자금 지원을 통해 농가 생산비 부담도 경감하겠습니다.
112,첨단전략산업과 과학기술을 육성하고 중소·벤처 기업을 지원함으로써새로운 성장기반을 구축하겠습니다.
113,원전 수출을 적극 지원하고 소형모듈원자로(SMR) 원전 해체기술 개발 등 차세대 기술의 연구개발을 지원하겠습니다.
114,소상공인들이 코로나 여파에서 완전히 벗어나 다시 뛸 수 있도록 채무조정 재기 지원 등에 재정을 추가 투입할 것입니다.
115,청년 농업인에 대한 영농정착지원금 맞춤형 농지 금융지원 등을 패키지로 제공하여 농업혁신을 주도하도록 하겠습니다.
116,보행자 교통안전을 위한 횡단보도 조명개선 어린이 보호구역 무인 단속 장비 확대 등을 통해 생활 속 안전도 꼼꼼히 챙기겠습니다.
117,튼튼한 국방력과 일류 보훈 장병 사기진작을 통해누구도 넘볼 수 없는 강한 국가를 만들겠습니다.
118,UN 연설에서도 밝혔듯이 국제사회에 책임있게 기여하지 않고서는우리의 국익조차 제대로 지켜내기 어려운 것이엄연한 현실입니다.
119,이를 통해 해외 긴급구호 지원과 저개발국과 개도국을 대상으로 원조를 확대할 것이며 글로벌 보건 안보와 백신 개발 지원에주도적 역할을 수행해 나갈 것입니다.
120,존경하는 국민 여러분김진표 국회의장님과 의원 여러분예산안은 우리 대한민국이나아가야 할 방향을 담은 지도이고국정 운영의 설계도입니다.
121,정부가 치열한 고민 끝에 내놓은 예산안은국회와 함께 머리를 맞댈 때 완성될 수 있을 것입니다.
122,우리 경제를 둘러싼 불확실성이 지속되고 있는 시기에국회에서 법정기한 내 예산안을 확정하여 어려운 민생에 숨통을 틔워주고미래 성장을 뒷받침해 주시길 기대합니다.
123,같은 당 이태규 의원이 지방교육재정교부금을 고등교육 예산으로 사용할 수 있는 법안도 발의한 가운데 여당이 교육예산 손질에 본격 나섰다는 분석이 나온다.
124,권 의원이 발의한 법안은 공립학교 설치·운영을 위해 각 시·도에서 교육비특별회계로 전출한다는 조항을 삭제하는 법안이다.
125,권 의원은 제안이유를 통해 최근 급격한 감소추세가 예측되는 학령인구와 내국세 세수 확대 등 수입·지출의 불균형이 심화되고 있다면서 최근 시·도교육청이 과다 책정된 교육예산을 선심성 현금지원 등 불요불급한 사업에 활용하는 사례가 다수 지적되며 제도적 변화가 필요하다는 지적이 지속적으로 제기되고 있다고 강조했다.
126,권은희 의원은 지방자치단체의 청소년 복지와 생활지원 역할이 나날이 커지고 있다며 지방교육재정교부금 제도 개편을 통해 지자체와 교육청 간 재정 불균형을 해소하고 재원 배분의 효율성을 높여야 할 때 라고 법 개정의 필요성을 강조했다.
127,여수공항을 이용하는 여수·순천·광양 등 전남 동부권 지자체 경제계 등은 국내선 축소로 이용 불편 관광 산업 타격 등을 우려하며 국내선 운영 항공사에 재정 지원 국제선 운항 개설 등을 건의했다.
128,새로운 경제 전망을 반영한 재정 계획을 마련하기 위해선 검토할 시간이 더 필요하다는 이유에서다.
129,그는 우리의 최우선 과제는 영국이 자체적으로 문제를 해결하는 나라라는 자신감과 경제적 안정성을 회복하는 것이라면서 재정 계획이 정확한 경제 예측을 반영하길 원한다고 말했다.
130,리즈 트러스 전임 내각의 대규모 감세안이 글로벌 금융시장의 대혼란을 초래한 만큼 재정 적자를 메울 구체적인 방안을 마련하는 데 신중을 기하는 것으로 분석된다.
131,트러스 전 총리는 지난달 말 재정 마련 방안이 빠진 대규모 감세안을 내놓으며 시장을 혼란에 빠뜨렸다.
132,시장이 영국의 이번 예산안 및 중기 재정전망 발표에 관심을 쏟고 있는 이유다.
133,수낵 총리는 트러스 전 총리의 대규모 감세안을 동화 같은 이야기라며 비판해왔다.
134,시장의 우려를 불식시킬 재정안이 마련되지 않은 것 아니냐는 우려 때문이었다.
135,하지만 트러스 내각 당시의 국채 투매 현상은 없었다고 로이터통신은 전했다.
136,재판매 및 DB 금지 (무안연합뉴스) 천정인 기자 레고랜드발 금융시장 불안감이 커지고 있는 가운데 전남도가 시군과 함께 지급보증에 대한 이행 책임을 다하겠다고 약속했다.
137,황기연 전남도 기획조정실장은 전남도는 내년에도 건전 재정 기조를 유지하고 불필요한 예산을 줄이는 등 예산 편성 및 집행 과정에 더욱 심혈을 기울이겠다고 말했다.
138,이 행사엔 강원대학교 교육재정중점연구소와 한국교육재정경제학회가 참여했습니다.
139,참석자들은 고등교육지원특별회계 신설 등 안정적인 고등교육 재정 확보 방안에 대해 토론했습니다.
140,이 후보자는 “대학 규제를 ‘네거티브’ 방식으로 대전환할 것이라고도 덧붙였다.
141,이 후보자는 유초중등 교육에 사용되는 지방교육재정교부금 일부를 대학에 지원하려는 현 정부 방침과 관련해 “교육재정 개편의 필요성이 있다고 말했다.
142,다만 “꼭 교부금을 떼서 하지 않더라도 다른 형태로 고등교육 투자를 획기적으로 늘릴 수 있다며 “예산 부처를 설득해서라도 (대학에) 시급한 투자가 이뤄지도록 할 것이라고 말했다.
143,한편 이 후보자는 이명박 정부 때 자신이 추진한 고교 다양화 정책이 서열화를 초래했다는 지적이 나오자 “부작용이 있어 송구스럽다고 했다.
144,기사내용 요약교육교부금 재원 활용한 대학 재정 확충 추진교육감 반발…교육부 대학에 적극 투자해야 세종뉴시스김정현 기자 초·중등 교육재원인 지방교육재정교부금(교육교부금) 세입을 활용한 대학 재정 확충을 추진 중인 교육부가 관련 토론회를 연다.
145,교육재정 전문가들이 발표자로 나서 우리나라의 현황과 해외 사례를 통해 고등교육(대학)을 위한 국가 재정 지원 확충이 필요하다는 점을 논의할 것으로 보인다.
146,발제자로 김병주 영남대 교수가 특별회계 설치의 의의와 재원 확보 배분 방안을 발표한다.
147,이어 이희숙 강남대 교수가 국내 고등교육재정의 현황과 소요 재원의 적정 규모 안정적 확보 방안 등을 발제할 예정이다.
148,이어 일본 도쿄대 쯔카다 아야꼬 박사와 강원대 원세림 연구교수가 일본 정부의 사립대 경상비 지원 현황과 과제를 바탕으로 국내 고등교육재정 분야를 논의한다.
149,발표에 이어지는 종합 토론에는 강원대 교육재정중점연구소장이 좌장을 맡아 국책연구기관과 대학 기획처장 등 관계자 교육재정 학회 전문가들이 참여한다.
150,교육부는 이번 토론회에서 분석된 현황 대안을 논의해 고등교육 분야 재정 확충 방향을 구체화할 방침이다.
151,전국시도교육감협의회가 공동대책위원회를 꾸리고 서명운동에 나섰으며 교원단체 역시 강하게 반발하고 있다.
152,반면 교육부는 국가와 지역의 경쟁력을 좌우할 미래 핵심인재를 양성하기 위해서는 대학의 전면적인 혁신이 필요하다며 고등교육에 보다 적극적인 투자가 필요하다는 사회적 공감대가 확산되고 있다고 밝혔다.
153,특히 윤 대통령은 경제와 안보의 엄중한 상황을 극복하기 위해서는 여야가 따로 없다며 국회의 협조를 당부했다.
154,전 세계적인 고물가 고금리 강달러의 추세 속에서 금융시장의 변동성은 커지고 경제의 불확실성은 높아졌습니다.
155,재정건전성을 유지하면서 금융 안정성과 실물 경제 성장을 도모하는 나라와 그렇지 못한 나라 간의 국제신인도 격차가 확대되고 있습니다.
156,산업과 자원의 무기화 그리고 공급망의 블록화라는 세계적인 흐름 속에서 가치를 공유하는 국가들과의 협력이 무엇보다 중요해졌습니다.
157,북한은 최근 유례없는 빈도로 탄도미사일 발사를 비롯한 위협적인 도발을 계속하고 있습니다.
158,이는 유엔 안보리 결의에 대한 중대한 위반이자 국제사회에 대한 정면 도전입니다.
159,우리 국민들이 안심하고 일상을 영위할 수 있도록 한미 연합방위태세와 한미일 안보협력을 통해 압도적인 역량으로 대북 억제력을 강화할 것입니다.
160,경제와 안보의 엄중한 상황을 극복해 나가기 위해서는 여야가 따로 있을 수 없습니다.
161,물가 상승의 충격이 취약계층과 사회적 약자에게 전가되지 않도록 공공임대주택의 임대료 동결을 연장한 것을 비롯해서 연료비 식료품비 생필품비도 촘촘하게 지원하는 한편 장바구니 물가도 챙겼습니다.
162,폭우와 재난으로 인한 피해복구와 지원에도 매진해서 서민들의 일상 회복에 최선을 다했습니다.
163,나아가 우리 경제의 미래 먹거리를 찾기 위한 산업의 고도화 미래 전략산업의 육성에도 박차를 가하고 있습니다.
164,이번에 정부가 제출한 예산안에는 우리 정부가 글로벌 복합위기에 어떻게 대응할 것이며 어떻게 민생현안을 해결할 것인지 그 총체적인 고민과 방안을 담았습니다.
