,sentence
26,국립국어원은 인플레이션의 쉬운 우리말로 ‘물가 오름세’를 선정한 바 있다.
27,국어원은 디플레이션 대신 ‘물가 하락세’ 또는 ‘물가 하락 현상’이란 쉬운 우리말을 사용할 것을 권하고 있다.
28,침체를 뜻하는 스태그네이션(stagnation)과 물가 상승을 의미하는 인플레이션(inflation)을 합성한 용어다.
29,경제활동이 침체되고 있음에도 불구하고 물가가 지속적으로 상승하는 저성장·고물가 상태를 가리킨다.
30,정부가 통화 유동성을 확대하기 위해 시행하던 양적 완화 조치를 점진적으로 축소하는 것을 일컫는 말이다.
31,금융연구원 ‘물가와 성장의 딜레마:반면교사 일본의 교훈’ 보고서스태그플레이션 이후 장기 디플레이션 위험장기적 관점에서 경제의 공급능력 제고해야 한국금융연구원 CI.
32,이어 그는 “경기 침체가 장기화돼 (짧은 스태그플레이션 이후 긴 디플레이션이 온다는) 가설이 현실로 다가오면 현재와 같이 기준금리를 인상하는 데 제동이 걸릴 뿐만 아니라 장기불황을 극복하고 가계부채 부담을 완화하기 위해 기준금리를 인하해야 하는 시점이 찾아올 수도 있다고 말했다.
33,그러면서 김 연구위원은 “경제가 디플레이션 상황에 빠지는 것을 방지하기 위해 사전에 성장의 제약 요인이 무엇인지 점검하고 장기적 관점에서 경제의 공급능력을 제고할 필요가 있다고 강조했다.
34,캐시 우드 아크인베스트먼트 최고경영자가 연준의 급격한 금리 인상이 디플레이션 위험을 높이고 있다고 말했습니다.
35,우드는 쌓이고 있는 소매품 재고와 공산품 가격이 떨어지고 있는 것을 디플레이션의 근거로 분석했습니다.
36,인플레이션은 과잉 화폐발행의 결과다 인플레이션은 알콜 중독과 같다 등이다.
37,인플레이션이 상당기간 지속하고 인플레이션 기대심리가 누적되면 결국 사회·경제적 약자 계층은 치명적 피해를 입게 된다.
38,금리인상의 피해가 저신용자들에게만 확산되는 것이 아니라 가계와 기업에게도 확산되는 모양새다.
39,이는 인플레이션이 본격화되기 훨씬 전부터 기업들의 채산성이 급속히 악화되고 있음을 반영하는 것이다.
40,프리드먼 준칙(Friedman rule)으로 알려진 정책 준칙은 인플레이션보다 작은 규모의 예측가능한 정도의 디플레이션이 바람직하다는 것이다.
41,왜냐하면 디플레이션이 일어나면 피셔 효과를 통해 명목이자율이 하락하게 될 것이고 이는 곧 화폐 보유의 비용을 낮추게 만들게 되기 때문이다.
42,그러나 이같은 디플레이션 옹호 준칙은 디플레이션으로 벌어지게 되는 부의 재분배 과정에서 경제적 강자인 채권자는 유리해지고 경제적 약자인 채무자는 불리해진다는 치명적인 결과를 낳게 된다.
43,특히 디플레이션은 소득감소와 실업증가가 수반되기 때문에 더 깊은 경제적 손실을 야기하게 된다.
44,이러한 관점에서 볼 때 적절한 규모의 인플레이션이 진행된다면 전통적 사회적 약자인 채무자에게 유리한 상황이 전개된다.
45,그러나 현재와 같이 인플레이션이 상당 기간에 걸쳐 지속적으로 나타나면 결국 명목이자율을 높여 사회적 비용이 앙등하게 되고 소비와 투자의 위축을 가져와 심각한 불황이 초래될 것이다.
46,프리드먼이 지적한 대로 통화팽창을 멈출 때 악영향이 먼저 오고 좋은 효과는 나중에야 나타날 것이다.
47,특히 현재와 같이 코로나 팬데믹이 완전히 끝나지도 않은 상태에서 우크라이나 전쟁 장기화에 따른 에너지 및 곡물 가격의 불안정은 초고속 인플레이션의 종착점으로 상당 기간 장기복합불황이 될 가능성이 농후해지고 있다.
48,한국은 지정학적 리스크를 안고 있고 대외 부문의 비중이 가장 높은 나라 중의 하나다.
49,때문에 여야는 소아병적인 정쟁을 중단하고 인플레이션압력을 줄여나가면서 장기불황에 대비하는 특별위원회를 구성해야 될 시점에 이르고 있다.
50,그는 기업들의 재고는 넘쳐나고 소비자들의 수요도 이전만큼 강하지 않다며 이번 연휴 동안 물가가 크게 떨어져 꽤 힘든 상황이 될 것으로 보인다고 전망했습니다.
51,부채 디플레이션 이론과 민스키 모델기업은 경기 좋으면 미래 낙관투자 늘리려 많은 돈 빌리지만한계점 달하면 불황·위기 직면탐욕이 공포·좌절로 바뀌면서자산 매도→가격 하락 악순환빚 갚을수록 더 가난에 빠져인간의 본성이 결국 위기 근원자산시장 흐름이 심상치 않다.
52,“강세장은 비관 속에서 태어나 회의 속에서 자라며 낙관 속에서 성숙해 행복 속에서 죽는다는 말이 있다.
53,인간의 탐욕과 공포를 꿰뚫어 보고 자산시장은 필연적으로 불안정성을 지니고 있다는 점을 일찍이 경고한 경제학자들이 있었다.
54,시장에 내재한 불안정미국 경제학자 하이먼 민스키는 수요와 공급이 가격에 따라 균형을 찾아간다는 주류 경제학의 주장에 의심을 품었다.
55,그는 시장경제엔 불안정성이 내재해 있어 호황과 불황이 반복되고 자산 가격 또한 급등과 급락을 거듭할 수밖에 없다고 봤다.
56,경기가 좋을 때 기업들은 미래를 낙관하고 생산 설비를 늘리기 위해 더 많은 자금을 빌린다.
57,금융회사들도 경기를 낙관해 예전 같았으면 돈을 빌려주지 않았을 위험한 기업에까지 대출해 준다.
58,대출 수요와 이를 충족하기 위한 예금 수요가 함께 늘면서 금리가 올라간다.
59,빚을 못 갚아 도산하는 기업이 생기고 자금시장이 경색돼 불황과 금융위기가 찾아온다.
60,가격이 꺾일 조짐을 보이면 투자자들은 대출을 갚기 위해 자산을 내다 판다.
61,이런 사이클에서 부채가 한계점에 도달해 투자자들이 자산을 팔기 시작하는 시점을 ‘민스키 모멘트’라고 한다.
62,갚을수록 늘어나는 빚어빙 피셔는 민스키와 달리 잘나가는 주류 경제학자였다.
63,물가는 통화량에 비례한다는 화폐수량설과 명목 금리는 실질 금리에 물가상승률을 더한 것과 같다는 피셔 효과가 그의 이론이다.
64,불과 사흘 뒤 미국 주가는 ‘검은 화요일’로 불리는 대폭락을 맞았고 대공황이 시작됐다.
65,경제학자로서 명성은 물론 재산까지 날린 피셔는 자신의 전망이 왜 틀렸는지 연구한 끝에 ‘대공황 시대의 부채 디플레이션 이론’이라는 논문을 내놨다.
66,논문에서 피셔는 자산 가격 하락이 디플레이션으로 이어지는 과정을 밝혀냈다.
67,자산 가격이 정점을 찍고 내려가기 시작하면 부채를 동원해 투자했던 사람들은 지출을 줄이고 부채 상환에 주력한다.
68,피셔는 “더 많이 갚을수록 더 많이 빚지게 된다는 말로 이런 상황을 설명했다.
69,열광→탐욕→공포→좌절장 폴 로드리게 미국 호프스트라대 지리경제학과 교수는 민스키 이론을 토대로 자산 가격 변동을 인간 심리와 연관지어 설명하는 모델을 만들었다.
70,상승세가 지속되면 탐욕 속에 더 큰돈을 들여 자산을 매입하고 가격이 영원히 오를 것 같은 환상에 빠져든다.
71,하지만 시장은 더 큰 침체에 접어들고 투자자들은 공포 속에 자산을 내던진다.
72,NFT 활용법 무궁무진…대중도 블록체인 흥미 느낄 것저스틴 선 트론 창립자는 지난해부터 엄청난 성장세를 보인 대체 불가능 토큰(NFT) 시장이 블록체인 대중화의 게임 체인저 역할을 할 것이라고 내다봤다.
73,저스틴 선 창립자는 지난해 NFT 열풍이 불어온 이후 수많은 바이어들이 시장으로 모여들게 됐다며 앞으로도 NFT 산업은 긍정적 발전을 이어갈 것이라고 생각한다라고 말했다.
74,저스틴 선 창립자는 특히 예술품 분야 NFT 산업에 큰 관심을 갖고 있다고 말했다.
75,그는 개인적으로도 피카소 자코메티 앤디 워홀 비플 팍 카스 등 예술가의 명작들을 트론 NFT 거래 플랫폼 에이프넷 마켓플레이스(APENET Marketplace) 재단에 기증해 예술품의 NFT화 및 디지털 혁신에 기여하고 있다라고 밝혔다.
76,저스틴 선 창립자는 지난해 NFT 열풍 이후 많은 시장이 투자자들에게 주목받았지만 그중 최고의 선택지는 단연 한국 시장이었다라고 강조했다.
77,오히려 그는 새로운 블록체인들이 끊임없이 등장한다는 것은 경쟁 심화의 측면보다 블록체인 생태계가 활성화되고 있다는 긍정적인 신호로 생각하고 있다고 밝혔다.
78,특히 지금과 같이 시장이 침체된 상황에서도 이렇게 개발이 이어지고 있다는 것은 산업이 살아있다는 증거라고 강조했다.
79,우리의 개발자 사용자 커뮤니티의 활성도는 신규 프로젝트와 비교해도 뒤지지 않는다.
80,또한 그들보다 완성도 높은 생태계를 갖고 있으며 기술 자금 사용자 규모 등 다양한 부분에 있어서 지원을 아끼지 않는다라고 설명했다.
81,스테이블 코인 탈중앙화 금융(DeFi) 분야 등에서 크게 발전하고 있지만 여전히 동종 퍼블릭 체인 대비 시가총액은 지나치게 저평가돼 있다.
82,한국을 포함한 글로벌 시장에서 여전히 안정적으로 성장하고 있으며 높은 투자가치가 있다라고 덧붙였다.
83,삼성 등 한국 시장과 협력 지속…게임사와도 협업 원해저스틴 선 창립자는 삼성 등 한국 기업들과의 협력 관계도 계속 이어나갈 계획이라고 밝혔다.
84,삼성과의 파트너십을 설명하는 저스틴 선 트론 창립자 / 사진저스틴 선 트위터특히 그는 한국 블록체인 게임 분야에서 활약하고 있는 기업들에게 상당한 관심을 갖고 있었다.
85,블록체인 산업 대중화에 게임 분야가 큰 역할을 하게 될 것이라고 본 것이다.
86,저스틴 선은 초창기 인터넷이 발전하고 사용자 수를 확대하는 데 있어 게임 산업이 엄청난 도움을 줬다.
87,블록체인 산업에서도 게임이 대중화에 엄청난 영향을 미치게 될 것이라며 한국이 게임 시장에서 큰 역할을 하고 있는 만큼 블록체인 게임 산업 분야에서 활약하고 있는 한국 게임 기업들과도 협업을 진행하고 싶다라고 밝혔다.
88,韓 정책 대응 빨라…블록체인 특구 제도 산업 선도에 도움한국 블록체인 규제 정책에 대해서는 호평했다.
89,그는 한국이 규제 정책 측면에서 블록체인 산업 진흥을 위해 발 빠른 대응을 보여주고 있다고 평가했다.
90,저스틴 선 창립자는 유럽이나 북미에 비해 아시아 국가들은 가상자산(암호화폐) 규제에 신중한 편이었다.
91,이어 하지만 한국의 경우 규제 측면에서 산업 발전에 맞춰 정책을 수립하는 등 대응이 빠르다고 생각한다라며 특히 부산의 블록체인 규제자유특구 지정 등과 같은 제도는 아시아 시장이 세계 블록체인 산업을 선도하는데 아주 큰 도움이 되는 제도라고 생각한다라고 말했다.
92,부산 블록체인 규제자유특구 포스터한국을 비롯한 아시아 시장이 블록체인 산업을 선도하기 위해서는 국가 차원의 규제적 지원뿐 아니라 꾸준한 혁신 커뮤니티 확대 등 다양한 분야에서 꾸준한 노력이 필요하다고 강조했다.
93,그는 아시아 시장이 세계 블록체인 산업의 리더가 되려면 △개방적이고 지역 특성에 부합한 블록체인 산업 정책 지원 △블록체인 종사자들의 끊임 없는 혁신 △블록체인 커뮤니티 확대 등 세 가지 분야에서 계속 노력을 이어가야 한다라며 산업 종사자들이 서로 상생해 아시아 블록체인 산업의 번영을 위해 함께 발전해야 한다라고 말했다.
94,&lt;블록체인·가상자산(코인) 투자 정보 플랫폼(앱) 블루밍비트에서 더 많은 소식을 받아보실 수 있습니다&gt;
95,■ 경제와이드 모닝벨 이슈분석 - 진행 : 강산 / 출연 : 석병훈 이화여자대학교 경제학과 부교수일본 엔화가 속절없이 추락하고 있습니다.
96,일단 진정됐지만 그 효과가 언제까지 이어질지는 일본 내에서도 회의적입니다.
97,엔화뿐 아니라 중국 위안화까지 추락하면서 아시아발 외환위기 우려가 고조되고 있는데요.
98,일단 급한 불은 끈 듯 보이지만 당장 이번 주 또 어떤 흐름을 보일지 알 수 없습니다.
99,한때 미국 달러화와 함께 기축통화 대우를 받았던 일본 엔화가 왜 이렇게 추락했는지를 두고 의견이 분분합니다.
100,이런 고물가에도 일본은행이 저금리 통화정책을 고집하는 이유가 일본 정부의 부채 때문이라고요.
101,일본 내부에서는 일본 국력이 약해졌다는 우려 섞인 비판이 나오고 있습니다.
102,주변국이 빠르게 변화해갈 때 전통산업에만 매달린 것도 한 몫 했다는 평가인데요.
103,이 때문에 아시아에서 외국인 투자금이 빠져나갈 수 있다는 우려가 커지는데요.
104,하지만 일본과 중국이 당장 금리 인상 등 통화정책 기조를 바꿀 기미가 보이지 않는데요.
105,아시아 통화가 전반적으로 약세를 보이면서 원화 가치도 불안해지고 있는데요.
106,여기에 금리 인상 기회도 우리는 단 한 번만 남은 반면 미국은 두 번의 FOMC가 예정돼 있습니다.
107,대규모 감세안으로 정치적 위기에 놓였던 트러스 총리가 사임하면서 파운드화가 상승했습니다.
108,파운드화 급락이 킹달러를 부추긴 면도 있어 외환시장에는 일부 호재가 되지 않을까 싶기도 하고요.
109,그동안 연준 인사들이 연이은 매파 발언을 내놓으면서 증시와 환율이 들썩였는데요.
110,특히 연준 고위인사의 발언에 뉴욕증시가 지난주 마지막  거래일에 상승 마감했는데요.
111,크리스탈리나 게오르기에바 국제통화기금(IMF) 총재 또한 일각의 경기 침체 우려에도 주요국의 금리 인상 기조가 이어질 것으로 내다봤다.
112,사상 초유의 엔저 사태에 일본 내에서는 오랜 디플레이션으로 취약해진 일본 경제구조가 다방면에서 큰 타격을 입을 것이라는 우려의 목소리가 일고 있다.
113,◆엔저 日 경제 전반에 타격…악순환 우려 니혼게이자이는 사상 초유의 엔화 약세가 일본의 무역수지 적자를 확대해 엔저현상을 더욱 부추길 것이라고 전망했다.
114,일본 기업들이 생산 거점을 해외로 옮기면서 엔화 약세가 가격 경쟁력을 높여 수출 기업에 유리하게 적용되는 구조가 이전처럼 통용되지 않기 때문이다.
115,더욱이 러시아 우크라이나 전쟁으로 원자재와 에너지 가격의 급등한 상황에서 엔화가치가 하락하며 무역수지 적자 확대에 압력을 가하고 있다.
116,이처럼 무역수지 적자폭이 확대될 경우 엔화의 매도세는 더욱 가속화되며 엔화가치 하락으로 이어지는 엔저 악순환의 굴레에 빠지게 된다.
117,엔화 가치 하락은 식량 수입과 노동인력 확보에도 악영향을 미칠 것으로 보인다.
118,또한 환율 상승으로 베트남 등 해외에서 유입되는 노동자 수가 줄어들면서 노동력 충당에도 어려움을 겪게 될 것으로 전망된다.
119,그러나 엔화 가치 하락으로 해외 노동자들의 일본으로 이주 할 요인이 떨어지고 있는 상황이다.
120,◆초저금리 통화정책 일본 경제 취약한 원인 지적최근들어 강달러 기조에 세계 여러국가의 통화가치 하락이 문제시 되고 있지만 일본 경제가 유독 맥을 못추는 이유는 정부의 잘못된 통화 정책에 원인이 있다는 분석이 나온다.
121,초저금리 정책으로 기업들이 쉽게 자금을 융통받게 되면서 내실을 기르는 데 실패했다는 것이다.
122,니혼게이자이는 오랜 저금리 기조로 자생 능력이 없는 기업이 살아남게 되면서 갱쟁력 있는 기업에 인력과 자금이 돌아가지 못하는 악효과가 발생했다며 일본 경제의 신진대사가 약해지면서 기업 경쟁력 전체가 악화되는 덫에 빠졌다고 밝혔다.
123,일본의 기업과 기술에 대한 권위가 하락하면서 일본 시장에 대한 기대 하락으로 이어졌다는 분석이다.
124,일본국제통화연구소의 와타나베 이사장은 아사히 신문에 우크라이나발 에너지 위기와 식량문제가 수면위로 드러나면서 시장이 일본 국력과 경제의 장래성에 대한 취약함을 파악하게 됐다며 이러한 시장의 분석이 엔화가치 하락에 반영되고 있다고 말했다.
125,그는 일본 정부가 일시적으로 엔화 매입에 나서기보다 국력 강화를 위한 장기적인 정책을 펼쳐야 한다고 제언했다.
126,■ 경제와이드 모닝벨 모닝 인사이트 - 고유미 외신캐스터캐시 우드 아크 인베스트 CEO는 인플레이션이 정점을 찍었다고 진단했는데요.
127,소매 가격이든 원자재 가격이든 인플레이션 수치가 놀라울 정도로 낮아지고 있다고 강조했습니다.
128,너무 많은 재고로 가격이 하락한 소매든 원자재든 인플레이션 수치가 놀라울 정도로 낮아지고 있습니다.
129,전날 CPI의 여파가 커 장의 흐름에 큰 영향을 미치지는 않은 것으로 보인다.
130,UBS 글로벌 웰스 메니지먼트의 최고투자책임자인 마크 하에펠레는 지속적인 증시 상승을 위해서는 인플레이션이 감소세에 있다는 명확한 증거가 필요하다며 거기 경제상황과 정책적 불확실성이 커지고 있기 때문에 앞으로 수개월 간 증시는 변동성이 큰 상태가 이어질 것이라고 말했다.
131,테슬라 최고경영자(CEO) 일론 머스크는 디플레이션 우려가 있다며 연준이 기준금리 인상을 중단하고 오히려 내려야 한다고 촉구했다.
132,월스트리트저널(WSJ) 등 외신들은 머스크 CEO가 미국 경제가 당면한 문제는 인플레이션이 아니라 연준의 급격한 금리 인상에 따른 디플레이션이라고 보고 있다고 보도했다.
133,뉴욕유가는 휘발유 재고가 줄었다는 소식과 미국이 전략비축유(SPR)를 보충할 가능성이 있다는 보도에 상승했다.
134,화면 왼쪽부터 벤 버냉키 전 미국 연방준비제도(Fed·연준) 의장 더글러스 다이아몬드 시카고대학교 교수 필립 딥비그 워싱턴대학교 세인트루이스 교수.
135,금융위기라는 것은 결국 투자자들이 동시에 시장에 대한 신뢰를 상실했을 때 발생하는데 그럴 때 정부가 어떻게 개입해서 이를 막을 수 있는가에 대한 이론적 기초를 제공했다.
136,연준 의장에서 물러난 뒤에는 미국 유력 싱크탱크인 워싱턴DC의 브루킹스연구소에 몸을 담고 있다.
137,버냉키 전 의장은 매사추세츠공과대(MIT)에서 대공황 연구 논문으로 박사 학위를 받았고 그런 그의 특성이 금융위기 때 진가를 발휘했다.
138,과거 FRB 이사 시절 경기 침체를 해결하기 위해 헬리콥터에서 돈을 뿌리듯 현금을 제공하는 것이 효과적이라고 주장해 헬리콥터 벤이라는 별명이 붙은 자신의 주장을 그대로 실현한 셈이다.
139,디플레이션이 담보 가치를 잠식해 차입자의 순자산을 위축시키면 차입자들은 손실을 만회하기 위해 더 위험한 프로젝트로 뛰어든다.
140,이에 은행들은 점차 대출을 꺼리게 되고 대신 정부 유가증권 투자를 선호하게 된다.
141,많은 차입자가 부도가 나고 담보가치가 떨어져 부채를 상환할 수 없게 되면 은행도 부도의 위험에 처하게 된다.
142,이처럼 디플레이션이 경제 활력에 가장 중요한 요인이라 할 수 있는 신용 흐름을 차단하게 된다는 것이 논문의 요지다.
143,co. kr다이아몬드 교수와 딥비그 교수는 공동논문 등을 통해 뱅크런(은행의 예금 지급 불능을 우려한 고객들의 대규모 예금인출 사태) 에 관한 이론적 모형을 제공했다.
144,이 논문에서 제시된 이른바 다이아몬드-딥비그(D-D) 모형은 폐쇄경제 하에서 은행은 항상 뱅크런에 노출되기 쉽다는 것을 설명하고 있다.
145,뱅크런은 금융시장에서 은행에 대한 투자자들의 신뢰가 동시에 상실돼 갑자기 유동성을 회수 은행이 유동성 위기에 빠져 자금중개 기능이 무너져버리는 현상이다.
146,윤택 서울대 경제학부 교수는 은행이 좋은 효과와 역할을 하기도 하지만 예금주들이 자신의 예금을 찾지 못할 수도 있다는 불안감 두려움이 근거 없이 확대되면 뱅크런이 발생해 금융 시장 불안정성을 야기할 수 있다면서 D-D 모형은 은행이 좋은 역할을 유지하려면 예금보험제도와 같은 것이 필요하다는 것을 뒷받침하는 이론적 모형이라고 설명했다.
147,이승협 한국개발연구원(KDI) 산업·시장정책연구부 연구위원은 은행은 자기자본은 적은 대신에 투자자들의 자금을 모아서 금융 중개 기능을 하는데 투자자 공통의 신뢰 상실 은행 건전성에 대한 신뢰 상실이 있으면 모두가 자금을 회수하면서 망가지게 된다면서 그런 메커니즘을 어떤 방식으로 해소할 수 있는가에 관한 이론적인 기반을 다이아몬드 교수와 딥비그 교수가 제공한다고 설명했다.
148,이 연구위원은 두 교수는 금융위기가 발생했을 때 정부가 어떻게 개입해서 그것을 막을 수 있는지를 설명했다면서 버냉키 전 의장은 한 단계 더 나아가 소위 대차대조표 불황(Balance Sheet Recession)에 정부가 어떤 식으로 개입을 하고 금융시장 건전성을 지킬 것인지에 관해 연구한 분이라고 말했다.
149,불황에 어려움을 겪는 경제 주체는 채무 과다 상태를 해소하기 위해 차입금을 최우선적으로 상환하기 때문에 유동성을 풀어도 소비나 투자의 확대가 이뤄지지 않는 것을 말한다.
150,버냉키 전 의장은 미국발 금융위기 이후 이런 대차대조표 불황 개념을 여러 차례 강조한 바 있다.
151,김진일 고려대 경제학과 교수는 버냉키 전 의장은 경제사적인 측면에서는 대공황을 거시경제학적으로 연구했고 은행 혹은 금융이 거시경제에 미치는 영향을 모형화한 측면에서 업적이 있다면서 물론 이런 것도 중요하지만 연준 의장으로서 한 일이 수상에 영향을 미쳤을 것이라고 분석했다.
152,KDI 이승협 연구위원은 이번 노벨 경제학상 수상자들은 정부가 왜 이 시기에 개입해야 하고 어떤 도구와 제도가 필요한지에 관한 이론적 기반을 제공한 분들이라며 금융위기가 실물경제를 파탄 내는 것을 막기 위한 채널로서 중앙은행이나 정부에 어떤 역할이 필요한지 어떤 제도적 뒷받침이 필요한지 이론적으로 연구를 하셨고 그에 대한 평가를 받아서 노벨상 수상으로 이어진 것이라고 밝혔다.
153,오건영 신한은행 부부장은 “고금리로 시장이 흔들리고 있지만 인플레이션 제압을 위해서는 금리인상이 불가피하다며 “당분간 시장 불확실성은 지속될 것이라고 예측했다.
154,박해윤 기자금리인상 불확실성에 시장 요동인플레이션이 예상보다 꺾이지 않자 시장 공포가 커지고 있다.
155,미 연준은 인플레이션이 잡히지 않자 기준금리를 계속 올리고 있다(그래프 참조).
156,미국 기준금리가 오르니 원/달러 환율이 오르고 ‘킹달러’에 수입 물가까지 올라 국내 물가도 상승 압력이 높아지고 있다.
157,이번 점도표를 통해 연준 위원들은 경제 타격이 온다 해도 물가를 잡는 것이 우선이라는 입장을 표현하고 있다.
158,물가를 제대로 제압하지 못하면 기준금리를 추가로 더 인상할 수도 있다는 얘기다.
159,“미국 인플레이션이 어느 정도 제압되면 미국 금리인상이 주춤하고 시장도 안정을 찾을 것이다.
160,인플레이션 추세를 가늠할 수 있는 미국 소비자물가지수(CPI)가 초미의 관심사다.
161,핵심 CPI는 헤드라인 CPI에서 가격 변동이 심한 국제유가와 농산물 가격을 뺀 것이다.
162,최근처럼 일시적으로 국제유가가 크게 떨어지면 헤드라인 CPI가 조금 내려가지만 핵심 CPI는 낮아지지 않는다.
163,변동성이 적은 임대료나 월급이 꺾여야 핵심 CPI도 줄어드는데 이런 항목은 쉽게 꺾이지 않아 실물 인플레이션을 잡기 어려운 실정이다.
164,인플레이션 제압이 우선시장은 헤드라인 CPI가 조금만 꺾여도 환호성을 지른다.
165,물가가 한두 달 조금 고개를 숙였다고 중앙은행이 박수 치면서 금리인상을 끝내선 안 된다는 얘기다.
166,지금까지 이렇게 친절하던 연준이 빅스텝을 연이어 밟으며 엄격해지니까 시장은 공포감을 느끼며 요동치는 것이다.
167,인플레이션이 고질병이 되지 않으려면 독한 약이 필요하고 치료 기간도 길어질 수 있다.
168,아직 고질병 수준은 아니지만 지금 인플레이션을 잡지 못하면 고질병이 될 수 있다.
169,그래서 미 연준도 인플레이션이 고질병이 되는 것을 막으려고 연달아 자이언트 스텝을 밟으며 총력을 쏟고 있다.
170,또한 글로벌 금융위기 이후 은행들이 자기자본을 충분히 쌓아 방어력을 높였고 신흥국은 외환보유고를 키워뒀다.
171,이번 경기침체는 글로벌 금융위기처럼 치명적인 경기침체가 아닌 ‘마일드’한 경기침체가 될 가능성이 크다.
172,반면 금리가 높아진 만큼 투자 대신 적금을 선택하는 사람이 점차 늘어날 것이다.
173,중장기적으로 상승 가능성이 있는 주식 종목이나 부동산이라면 버텨야 하지만 그렇지 않으면 손절해야 한다.
174,또한 유례없이 금리를 인상하는 상황에서 ‘지수가 많이 빠졌으니까 들어가야지’라는 생각은 위험하다.
175,투자할 때는 시장을 쫓아가는 데 급급하지 말고 길목에 서서 기다리는 태도가 필요하다.
176,인플레이션 방어를 위한 원자재 디플레이션 방어를 위한 채권 등 다양한 자산에 분산투자해야 변동성이 큰 시장에 대응할 수 있다.
177,“투자자 중에는 ‘투자자산이 몇억 원도 아닌데 분산이 필요하냐’는 이도 많은데 소액도 꼭 분산투자해야 한다.
178,또한 하락장이라고 포기하지 말고 시장이 어떻게 움직였는지를 살펴보면서 투자 매뉴얼을 만들어야 다음 위기에 대처할 수 있다.
179,이처럼 다양한 시장에 대응할 수 있는 자신만의 투자 노하우를 만드는 것이 필요하다.
180,*유튜브와 포털에서 각각 ‘매거진동아’와 ‘투벤저스’를 검색해 팔로잉하시면 기사 외에도 동영상 등 다채로운 투자 정보를 만나보실 수 있습니다.
