,sentence
38,통신에 따르면 옐런 장관은 해당 법이 성문화 작업을 하는 초기 단계에 있다면서 한국 등의 우려에 대해 법을 이행하는 과정에서 실행 가능한 범위가 어디까지인지 검토할 것이라고 밝혀 예외 적용 여지를 열어뒀다.
39,하지만 통신은 옐런 장관의 이날 언급이 미국 외의 지역에서 자동차를 생산하는 회사가 미 행정부 및 의회를 상대로 벌이고 있는 로비 활동에 사실상 찬물을 끼얹었다고 분석했다.
40,전기차의 최종 조립 장소도 문제지만 배터리 원료의 원산지는 상당 부분 중국이기 때문에 당장 이같은 요건을 충족시키기가 매우 어려운 상황이다.
41,하지만 옐런 장관이 이날 발언을 통해 사실상 예외 적용이 어렵다는 입장을 밝히면서 정부의 노력에도 불구하고 일단은 한국산 전기차가 미국 내에서 이전처럼 보조금을 지급받기는 어려울 것으로 보인다.
42,웬디 셔먼 미 국무부 부장관 역시 현재의 IRA가 한국에도 이익이 된다며 예외 적용에 대해 다소 소극적인 입장을 보였다.
43,이와 관련 임수석 외교부 대변인은 이날 정례브리핑에서 정부는 미국 측과 계속 협의를 해오고 있다.
44,임 대변인은 앞으로도 정부는 미국의 IRA 이행을 위한 세부 규정을 마련해 나가는 과정에 있어서 우리 측의 이해가 최대한 반영될 수 있도록 미 행정부와 의회 각계와 계속 협의해 나갈 것이라고 덧붙였다.
45,정부는 이날 옐런 장관의 언급이 기존 미 행정부 입장과 다른 반응이라고 판단하지는 않는 것으로 전해졌다.
46,따라서 이러한 맥락에서 앞으로도 미 행정부와 한국 기업 피해를 최소화하는 방향으로 협의하겠다는 방침을 가지고 있는 것으로 알려졌다.
47,기사내용 요약에너지 업계 영향·대응방안·IRA 하위규정 등 논의 세종뉴시스세종시 어진동 정부세종청사 산업통상자원부.
48,간담회에서는 원전 재생에너지 수소 등 청정에너지 업계와 유관기관이 참석하며 IRA 영향과 대응 방안 하위규정 제정 동향 등에 대해 논의할 예정이다.
49,미 재무부는 의견수렴 절차를 통해 태양광 풍력 원전 수소 등 청정에너지 발전 세액공제 투자 세액공제 제조 세액공제 등에 대한 요건과 기준을 구체화할 예정이다.
50,앵커 최근 물가상승률이 조금씩 낮아지고 있지만 물가가 더 오를 거라는 기대감은 꺾이지 않고 있습니다.
51,소비자들이 미래 물가 상황을 전망한 기대인플레이션율은 석 달 만에 오름세로 돌아서며 불안한 모습을 보이고 있습니다.
52,미국 금리 인상과 환율 상승 같은 대외요인도 심리적 영향을 끼친 것으로 풀이됩니다.
53,임수석 외교부 대변인은 이날 정례브리핑에서 미국 재무장관이 IRA와 관련해 ‘법이 쓰인 대로 시행하겠다’고 밝힌 데 대해 “관련 업계와 소통하면서 우리 측 의견을 제출할 수 있도록 현재 준비 중이라고 밝혔다.
54,정부는 옐런 장관의 발언이 미 행정부의 그간 입장과 크게 다르지 않다고 판단하고 있지만 차별 요소가 시정되도록 마지막까지 최선을 다한다는 방침이다.
55,임 대변인은 “그간 우리 정부는 관계부처 간의 협의를 토대로 미국 IRA에 대해 전기차 세액공제 개편안 관련 우리 측 우려를 전달하고 우리 기업에 대한 차별적인 조치를 해결하기 위해 계속 협의해오고 있다고 강조했다.
56,이어 “의견 수렴 기한이 아직 남아있다면서 “미국 행정부 의회 등과 계속 협의해 나가겠다고 덧붙였다.
57,AFP 연합뉴스 재닛 옐런 미국 재무장관이 자국 인플레이션이 여전히 너무 높다며 인플레 대응을 당면한 우선순위 정책으로 규정했다.
58,미국에서는 연방준비제도(Fed·연준)가 공격적인 금리 인상을 통해 인플레 대응에 나서고 있다.
59,조 바이든 행정부는 러시아의 우크라이나 침공 등으로 에너지 가격이 급등하자 전략비축유 방출을 중심으로 대응에 나서 왔다.
60,옐런 장관은 상한제의 목표는 푸틴이 불법 전쟁에 쓸 수 있는 이익을 줄이는 동시에 세계 시장에 낮은 가격으로 러시아산 석유가 유입되게 하는 것이라고 했다.
61,금융 시스템과 관련해서는 세계 정세의 흐름에 따라 시장 변동성이 커졌다라며 우리는 금융 분야를 긴밀히 모니터링하고 있다라고 했다.
62,이어 현재까지 미국 금융 시스템은 경제적 불안정의 근원이 아니었다라고 자평했다.
63,그는 우리 시스템은 여전히 회복력이 있고 불확실성을 거치며 계속 잘 작동한다라고 했다.
64,다만 우리는 여전히 잠재적인 위험을 경감하기 위해 더 많은 일을 해야 한다라며 채권 시장의 충격 흡수 역량을 키우기 위해 금융 규제 당국과 협력 중이라고 했다.
65,아울러 시장 변동성이 높아지면서 비은행 금융 중개 분야에서 취약성이 드러날 가능성에 주의를 기울이고 있다라며 사모펀드 레버리지 모니터링 및 선발 주자의 이점을 줄일 정책 개발에 금융 규제 당국과 협력 중이라고 했다.
66,옐런 장관은 이와 함께 바이든 행정부 경제 계획을 거론 향후 몇 달 우리는 반도체나 청정에너지 등 성장하는 산언으로 상당한 양의 자본이 이동하는 모습을 보게 될 것이라며 이는 장기 경제 성장 촉진을 넘어 공동체를 활성화하고 국가 회복력을 강화하는 신나는 투자라고 했다.
67,com서울뉴시스 류난영 기자 국제통화기금(IMF)이 성장과 인플레이션 간의 트레이드 오프(상충관계) 상황에서 성장보다는 물가 대응에 집중할 필요가 있다고 제언했다.
68,그는 한은 입장에서 성장과 물가가 상충관계가 있다고 보는 것은 맞다고 생각하지만 반드시 인플레이션에 정면 대응해야 한다고 생각한다며 그렇지 않을 경우 기대인플레이션이 계속 상승하기 때문이라고 강조했다.
69,스리니바산 국장은 또 인플레이션에 대해 전세계 우려가 있는 상황이고 근원 인플레까지 오르고 있어 유념해야 한다며 통화정책으로 인한 정면 대응 필요하다.
70,재정정책이 이를 보완 뒷받침 하더라도 예산에 미치는 영향이 중립적일 수 있게 운영해야 한다고 강조했다.
71,이에 따라 우유를 비롯해 치즈 아이스크림 빵 등 유제품 가격이 줄줄이 오르게 된다.
72,물가 고공행진에 “긴축 속도 조절 어려울 듯최근 채권시장이 얼어붙으면 한은이 긴축 속도를 조절하고 직접 유동성을 공급해야 한다는 산업계의 요구가 고개를 들고 있지만 높은 인플레이션과 한국과 미국 간 기준금리 격차 탓에 한은이 긴축 기조를 완화하기는 어려운 상황이다.
73,이날 한은을 방문한 크리슈나 스리니바산 국제통화기금(IMF) 아시아·태평양국장은 기자간담회에서 “인플레이션에 정면 대응하지 않으면 기대인플레이션이 계속 높아질 것이라면서 한은의 긴축 기조에 힘을 실었다.
74,소비자심리지수 하락…기대인플레이션 오르고 금리 전망 상승국내 소비자들이 앞으로 금리와 물가가 오름세를 보일 것으로 예상했다.
75,반대로 물가전망지수가 높다는 건 그만큼 오를 것이란 우려가 크다는 것을 의미한다.
76,이번 강의는 한국열린사이버대학교 이항영 교수와 유에스스탁 장우석 부사장이 진행을 맡는다.
77,키움증권 미국주식 투자 반상회는 키움증권 유튜브 ‘키움증권 채널K’ 또는 홈페이지를 통해 시청이 가능하다.
78,핼러윈 필수품인 사탕 초콜릿 등의 가격 폭이 사상 최고치를 기록했기 때문이다.
79,가격 상승에 부담을 느낀 탓에 미국인들은 사탕 초콜릿 구매에 들어가는 비용을 줄이며 즉각 반응하고 있다.
80,WSJ은 밀가루 설탕 우유 등 사탕류 제조에 필수적인 원자재 비용이 빠르게 오르고 여기에 인건비까지 급등하면서 ‘캔디 인플레이션’으로 이어졌다고 분석했다.
81,사탕 초콜릿 등 캔디류는 매년 핼러윈마다 미국 전역에서 벌어지는 ‘트릭 오어 트릿(trick or treat· 캔디를 주지 않으면 장난칠 테다)’ 놀이에 필수적인 요소다.
82,캔디 인플레이션에 대한 부담으로 관련 소비를 실제로 줄이는 모습이 나타나면서 ‘트릭 오어 트릿’ 놀이에 참여한 아이들이 캔디류 선물을 받지 못하고 빈손으로 핼러윈을 보낼 가능성이 더 높아진 것이다.
83,서민들이 핼러윈 분위기를 제대로 누리지 못하는 동안 대기업은 물가 상승의 과실만 따먹고 있다는 것이다.
84,마스는 M&amp;M 스키틀스 스타버스트 등의 제품으로 유명한 식료품 제조업체다.
85,마스 대변인은 “해당 제품들에 대한 실제 가격 인상폭은 일부 보고서에서 언급된 것보다 현저히 낮다고 해명했다.
86,국제 유가 하락에도 전기·가스 등 공공요금 인상 등으로 소비자 체감 물가가 여전히 높은 수준이기 때문이다.
87,기대인플레이션이 상승 전환한 것은 공공요금 인상 등 전반적인 고물가 상황이 반영됐다는 평가다.
88,황희진 한은 통계조사팀장은 “전기·가스 등 공공요금 인상 석유수출국기구(OPEC) 플러스 감산 외식가격 상승 지속 등으로 소비자들이 체감 물가가 낮지 않다고 생각해 응답한 것으로 보인다라며 “미국 금리로 인한 환율 요인 등도 심리적 영향을 줬는데 워낙 변동성이 커서 지켜봐야 할 것이라고 말했다.
89,기대 인플레이션율은 중앙은행이 통화정책을 운용할 때 참고하는 주요 지표 중 하나다.
90,한은 금융통화위원회는 기준금리를 결정할 때 소비자물가 상승률과 함께 기대 인플레이션율 등의 물가 관련 지표를 비중 있게 고려한다.
91,이번 반등에는 이달부터 이뤄진 전기·가스 요금 인상이 영향을 미친 것으로 풀이된다.
92,미국 정제설비 감소와 러시아-우크라이나 전쟁에 따른 공급감소의 구조적 공급요인 미국의 지역적 수요 요인까지 겹치면서 미국 디젤 가격 강세는 인플레이션 압력으로 작용할지에 대한 관심이 커지고 있다.
93,그는 그러면서 러-우 전쟁 이후 유럽은 재고확보를 위해 미국에서 수입을 늘리고는 있으나 제한된 Capa로 유럽에 공급량을 크게 늘리지 못한 상황이라고 전했다.
94,만일 미국 인플레이션 우려로 수출을 금지할 경우 증류 연료유 수출이 많이 되는 남미 인접국가의 디젤 가격이 상승하며 인플레이션으로 이어질 것으로 예상했다.
95,특히 올해는 지난해 대비 다소 추운 겨울로 난방 수요가 증가할 것으로 예상됨에 따라 미국 에너지 가격의 상승은 미국 물가지수를 높이는 주요 원인으로 작용할 전망이다.
96,요즘 나는 편의점이나 식당 카페 등에서 결제를 할 때 일일이 적립과 할인을 확인하곤 한다.
97,카드사나 페이 앱마다 워낙 다양한 혜택이 있다 보니 아무 생각 없이 결제했다가는 적게는 몇 백원에서 많게는 몇천 원을 그냥 버리는 꼴이 된다고 느낀다.
98,반면 아내는 결제 시마다의 혜택에는 크게 신경 쓰지 않지만 걸음 수마다 포인트를 얻는 앱을 열심히 활용 중이다.
99,또 요즘에는 웬만한 쇼핑 사이트보다 SNS 공구가 싸다면서 살림살이 절약에 대해 이야기해주기도 한다.
100,그런데 이처럼 일상에서 아끼려는 현상은 비단 우리 부부만의 일은 아닌 듯하다.
101,최근 인플레이션과 자산 하락 취업의 어려움 등이 심화되면서 소비 생활에도 변화가 일어나고 있다.
102,한창 코로나로 거리두기가 심화되던 때는 일종의 보복소비로서 사치품 소비나 전시가 크게 유행했다.
103,그러나 최근에는 한 푼이라도 아끼고 돈을 모으자는 흐름이 다시금 확산되고 있다.
104,짠테크는 짠돌이와 재테크의 합성어로 한 푼씩 아끼는 것이 곧 재테크라는 인식이 담겨 있는 용어다.
105,카페 대신 편의점 커피를 마시고 외부식당 대신 학생식당이나 구내식당에서 밥을 먹으면서 필수적인 비용을 줄이는 게 짠테크의 일종이다.
106,그에 더해 각종 페이 앱이나 카드 혜택을 꼼꼼하게 따져서 소비할 때마다 몇 %씩 적립하거나 할인받는 일에 대한 정보도 많이 공유되고 있다.
107,카드를 신청하면 혜택으로 페이백을 해주는 이벤트를 활용하여 차례로 여러 카드를 신청해서 사용한 금액을 반환받는 혜택을 챙기려는 사람들도 생겨났다.
108,공구는 공동구매의 줄임말인데 소비자들이 모여 공동으로 특정 물건을 제조사로부터 구매하기로 하면서 유통비를 줄이고 할인율을 높이는 전략이다.
109,원래 이는 소셜커머스 업체들의 방식이기도 했는데 최근 소셜커머스 업체들은 개개인들의 공구 개념 보다는 주로 일반적인 중개판매나 직접판매 형태를 취하고 있다.
110,그에 따라 다시 인스타그램 등 SNS를 중심으로 원래 소셜커머스 활동이 일어나고 있는 것이다.
111,물론 이러한 절약정신이 사회 전체적으로 봤을 때 긍정적인 영향만 준다고 보기는 어렵다.
112,그럼에도 개개인의 입장에서는 최대한 아끼면서 미래를 준비해야 하는 불안한 시절인 것도 사실이다.
113,한편으로는 이런 때일수록 품앗이 하듯이 주위 사람들을 챙기는 일도 필요하지 않을까 싶다.
114,집안에 필요없는 물건 등이 있으면 주위에서 필요한 사람들이 있는지 살펴보는 방법도 있다.
115,내가 ‘재능기부’할 수 있는 일이 있다면 주변인들에게 소소한 도움을 주는 것도 한 방법이다.
116,결국 짠테크 시대는 돈 아끼는 걸 최선의 목표로 하는 시대이기도 하지만 돈으로만 해결했던 것을 사람으로 해결하는 시대가 될 수도 있다.
117,기회가 위기라고 이 시절을 품앗이 삶으로 가는 기회로 여겨볼 수도 있지 않을까 싶다.
118,결국 시대의 위기는 늘 사람과 사람의 마음으로 이겨내야 하는 것일 테니 말이다.
119,연합뉴스 비싼 커피 한 잔 값이 저렴한 국밥 한 그릇 값에 버금갈 정도다.
120,원자재 가격 인상 작황 저조 인플레이션 충격 등을 이유로 커피 프랜차이즈 업체들이 줄줄이 가격 인상에 나서고 있다.
121,최근엔 저가 커피 시장의 대명사로 불리던 프랜차이즈 업체 이디야도 커피 가격 인상에 발을 디뎠다.
122,이러한 물가 상승 파장에도 겨울로 접어드는 쌀쌀한 날씨 탓인지 커피숍을 찾는 발길이 늘었다.
123,TDI 이를 토대로 티맵 이용자가 많이 찾은 커피숍은 스타벅스·투썸플레이스·이디야커피·메가커피·빽다방 순이었다.
124,세계경제 위협하는 위험 요인 곳곳에 새로 맞은 긴축시대 정책 묘수 발굴을 미국 달러 지폐와 경제 지표 그래프 합성 이미지.
125,로이터연합뉴스 ━ 기대인플레이션 제어 불능 미국 최종 금리 향방은 기준금리 동결이나 인하는 주가상승을 유도할까?
126,주가는 금리 인하를 할 때 반짝 상승을 하였을 뿐 경기침체를 반영하여 주르륵 흘러내렸다.
127,이 시점에서 우리를 둘러싼 세계경제 위험요인을 ABCDE 머리글자로 풀어보자.
128,America’s Terminal Rate 이번 금리 인상기의 미국의 최종 정책금리 수준과 도달 시기이다.
129,물가상승세에 미치지 못하는 속도의 금리인상은 실질금리 하락을 의미하며 물가상승 위험을 제어하기 힘들다.
130,지금 우리가 피할 최대의 과제는 물가와 임금의 연쇄 상승이고 그 와중에 경기가 침체하는 스태그플레이션 현상이다.
131,British Government Bond Market 영국의 채권 시장이다.
132,높은 인플레이션 상황에서 성장을 촉진하겠다고 재원 마련책도 없는 재정지출 계획을 동원했다가 그 피해는 고스란히 국민만 본다는 결과를 보여줬다.
133,영국이 처한 고물가 저성장 상황을 두고 높은 인플레이션과 경제적 불확실성 큰 폭의 경상수지 적자는 불안요인이다.
134,로이터연합뉴스 ━ 도처에 산재한 지뢰밭 시스템위기 발생시킬까 다음은 C다.
135,Chinese Real Estate Market 중국의 부동산 시장 이슈다.
136,주택 공급 시장에 대한 신뢰가 흔들리면 사람들은 경제 전반에 대한 확신을 잃는다.
137,주택 매수자는 미완성 주택에 대한 주택담보대출 상환을 거부하고 있으며 일부는 주택 완공을 확신하지 못한 상황이다.
138,부동산 개발업자가 자금 압박을 받고 있는 상황이라 당국의 대응이 주목된다.
139,그 다음은 D로 Developing Countries’ Currency &amp; Debt Crises 약체 개발도상국가의 폭등하는 물가상승에 따른 통화 약세와 채무 위기 문제이다.
140,경제성장율 하락과 달러 강세가 신흥국 채무 부담 능력에 영향을 주는 것은 어제 오늘의 일은 아니다.
141,마지막으로 E는 European Energy Market Security 유럽의 에너지 안보이다.
142,AFP통신이 보도한 독일과 프랑스의 가공할만한 내년 전기료 인상 기사를 떠올리는데 겨울을 앞두고 난방비 공포에 사로잡힌 독일인들이 앞 다퉈 장작을 사들인다는 기사가 씁쓸한 웃음을 짓게 한다.
143,돈 찍어 내도 인플레이션이 발생하지 않는다는 말은 기억저편으로 넘어갔고 새로 맞은 긴축의 시대에서 정책 묘수를 발굴해야 한다.
144,약한 고리가 자칫 시스템 위기를 발생할 수 있다는 말로 경계심을 지속적으로 가져야 한다.
145,국제경제 전문가로 대한민국 OECD정책센터 조세본부장 기획재정부 대외경제협력관·국제금융심의관 울산 경제부시장 등을 지냈다.
146,한국은행이 인공지능(AI)으로 인플레이션 관련 뉴스 기사를 분석해 물가 상승률을 예측하는 기법을 개발했습니다.
147,이를 토대로 인공지능 언어 모형을 이용해 인플레이션과 관련한 문장의 어조를 상승 중립 하락으로 분류해 인플레이션 어조 지수를 도출했습니다.
148,미국 중앙은행(Fed) 영란은행 등 각국 중앙은행 역시 뉴스 기사를 이용해 통화정책의 커뮤니케이션 효과를 분석하거나 경제 주체의 인플레이션 기대 수준을 측정하는 등 다양한 연구를 진행하고 있습니다.
149,하지만 텍스트 데이터는 분석이 까다롭고 의미 있는 정보를 추출하기가 쉽지 않다는 한계가 있다고 합니다.
150,이번 한은의 연구는 AI를 활용해 상대적으로 적은 시간과 비용으로 뉴스 기사에 포함된 인플레이션 정보를 효율적으로 추출한 데 의의가 있습니다.
151,보고서는 향후 경제·금융 도메인에 특화된 인공지능 언어모형 및 분석 인프라가 갖춰진다면 경제 분석 업무 효율화 등 과제에서 텍스트 데이터 활용이 크게 증가할 것으로 기대된다고 밝혔습니다.
152,이번 연구는 한승욱 한은 디지털혁신실 혁신기획팀 과장 김태완 디지털혁신실 디지털신기술반 과장 이현창 디지털혁신실 디지털신기술반 반장이 진행했습니다.
153,이재명 더불어민주당 대표〈사진연합뉴스〉 이재명 더불어민주당 대표가 조 바이든 미국 대통령에 인플레이션 감축법 즉 IRA 법을 개정하라고 요청한 서한을 보낸 사실이 전해졌습니다.
154,이 대표는 이 서한에서 인플레이션 감축법에 대해 한국 국민과 기업들이 우려하고 있다며 한국은 미국의 첨단산업 파트너라고 강조한 것으로 알려졌습니다.
155,이 대표는 한국의 경우 미국산 전기차와 국내산 전기차를 차별하지 않고 있다고 덧붙였습니다.
156,또 인플레이션 감축법으로 인해 미국 소비자의 이익도 줄어들 수 있다고 지적했습니다.
157,유럽에서 극심한 인플레가 이어지고 있지만 빵과 같은 필수재의 가격 상승만큼 걱정되는 것은 없다고 NYT는 지적했다.
158,빵을 주식으로 삼는 사람이 많은 만큼 빵 가격 상승은 사람들에게 바로 영향을 미치는데 전쟁 지역에서 가까울수록 더욱 그렇다.
159,러시아가 에너지를 무기화하면서 가스와 전기 등 에너지 비용이 증가했을 뿐 아니라 전쟁 초기 곡창지대 우크라이나의 곡류 수출이 막히면서 밀 가격도 올랐다.
160,연합뉴스 배달 애플리케이션(앱)으로 음식을 주문하는 수요가 감소세를 나타내고 있다.
161,통계청은 내년부터 배달비를 소비자물가에 반영할 수 있도록 배달비지수를 분리해 공표하기로 했다.
162,인플레이션 악화에 따른 물가 급등 여파로 음식 배달비 인상이 소상공인과 소비자에게 미치는 부담이 커졌기 때문이다.
163,여기에 미국의 금리 인상 기조와 환율 상승 등의 요인들도 물가 상승 우려를 부추기는 요인으로 지목됐습니다.
164,인플레이션과 금리 상승 여파로 소비 심리가 위축되면서 향후 민간 소비 증가세가 둔화할 것이라는 전망이 나왔습니다.
165,한은은 보고서에서 최근 임금 상승 속도 둔화 등으로 실질구매력 증가세가 약화되고 있고 부동산 등 자산가격 하락으로 인한 역(逆) 자산효과가 발생 향후 소비 회복을 제약할 것으로 내다봤습니다.
166,또 한은은 향후 글로벌 경기 둔화와 금리 상승 속도 폭에 따라 민간소비 회복경로에 하방 압력이 더 커질 수 있을 것이라고 평가했습니다.
167,기준금리 상승으로 가계의 이자수지 적자 폭이 확대되면 민간소비 여력이 축소되는 이유에섭니다.
168,한은은 금리 상승이 경기 부진과 자산가격 급락 고용 사정 악화 등으로 이어질 경우 민간소비에 대한 영향은 더 커질 것이라고 밝혔습니다.
169,미국이 이를 잡기 위해 금리를 올림으로써 환율 변동 등 각국이 여러모로 어려움을 겪고 있다.
170,국립국어원은 인플레이션의 쉬운 우리말로 ‘물가 오름세’를 선정한 바 있다.
171,국어원은 디플레이션 대신 ‘물가 하락세’ 또는 ‘물가 하락 현상’이란 쉬운 우리말을 사용할 것을 권하고 있다.
172,침체를 뜻하는 스태그네이션(stagnation)과 물가 상승을 의미하는 인플레이션(inflation)을 합성한 용어다.
173,경제활동이 침체되고 있음에도 불구하고 물가가 지속적으로 상승하는 저성장·고물가 상태를 가리킨다.
174,정부가 통화 유동성을 확대하기 위해 시행하던 양적 완화 조치를 점진적으로 축소하는 것을 일컫는 말이다.
175,블룸버그통신 등에 따르면 게오르기에바 총재는 이날 워싱턴 DC에서 열린 IMF 및 세계은행(WB) 연차총회 기자회견에서 “금리 인상이 성장에 비용을 초래하지만 인플레이션을 잡을 정도로 충분히 조이지 않을 경우 금리가 더 높고 길게 유지되면서 성장에 더 큰 피해를 준다고 설명했다.
176,이어 “우리가 인플레이션에 대응하려면 우리는 재정 정책과 통화정책이 함께해야 한다는 점을 분명히 해야 한다고 덧붙였다.
177,그러면서 “우리는 인플레이션이 폭주하는 기관차가 되도록 내버려 둘 수 없다며 “인플레이션은 성장에 나쁘고 특히 가난한 사람에게 나쁘다고 밝혔다.
178,그는 “미국의 인플레이션이 오랫동안 통제되지 않는 시나리오를 생각해 보라며 “미국뿐 아니라 전 세계에 영향을 줄 것이라고 했다.
179,게오르기에바 총재는 최근 금융시장을 혼란에 빠트린 영국 정부와 면담도 진행했다.
180,쿼지 콰텡 영국 재무장관과 앤드류 베일리 영국 영란은행(BOE) 총재와 면담을 한 그는 “정책 일관성 등을 논의했다고 전했다.
181,이어 “영국뿐만 아니라 모든 사람에게 보내는 우리의 메시지는 재정 정책이 통화정책을 약화해선 안 된다는 것이라며 “고통을 늘리지 말고 조치들이 일관되도록 분명히 해야 한다고 말했다.
182,美 Fed 선제적 금리인상 실기기대인플레이션 지표 오판한 탓가계·기업 예상하는 물가상승률설문조사 기반한 측정 한계대안 지표로 빅데이터 활용해야황윤재 서울대학교 경제학부 석좌교수·한국경제학회 차기 회장 현재 세계적인 경기침체 및 금융 위기 가능성에 대한 불안감이 커지고 있다.
183,미국 중앙은행(Fed)의 올해 다섯 차례 금리 인상에도 인플레이션은 고공행진하며 특히 대외개방도가 높은 한국 경제에 고통을 주고 있다.
184,가계 및 기업은 예상하는 인플레이션에 의존해 현재의 경제 행위를 결정하고 결과적으로 이들의 행위에 의해 시장 가격이 결정되기 때문이다.
185,물가 안정을 목표로 하는 각국의 중앙은행은 기대인플레이션을 중요한 정책지표로 활용한다.
186,이를 위해서는 우선 기대인플레이션을 신속하고 정확하게 측정하는 일이 필수적이다.
187,일반인의 기대인플레이션이 중앙은행의 예상과 다를 경우 통화정책의 효과는 정책당국 예상과 달리 나타날 수도 있기 때문이다.
