,sentence
36,통계청은 연구 용역 결과에 대해 표본체계의 변경으로 직접 금액을 비교할 수는 없고 예측값을 이용해 증감률 비교 분석이 가능하다고 표현했다.
37,분기별 소득 통계를 발표해 소득주도성장의 성과를 빨리 확인하고자 하는 의도라는 해석이 나왔다.
38,◆소비자물가지수까지 왜곡 가능성이후 통계청이 용역 사업까지 발주했지만 시계열 단절 문제를 해결하지 못하면서 소비자물가지수에도 불똥이 튀었다.
39,소비자물가지수는 가계동향조사 소비지출액을 기반으로 조사 품목을 결정하고 전체 소비지출액에서 차지하는 비중을 토대로 해당 품목의 가중치를 계산한다.
40,가계동향조사의 시계열이 단절되면 소비자물가지수의 시계열도 단절될 수밖에 없는 구조라는 게 송 의원 설명이다.
41,하지만 통계청은 자체 정기통계품질진단 결과보고서에서 소비자물가지수는 시계열 단절이 발생하지 않은 점을 감안할 때 일관성이 있고 우수하다고 진단했다.
42,소비자물가지수는 정부가 경기를 판단하고 물가 정책을 수립하는 기초자료가 된다.
43,국민연금 기초연금 최저생계비 등 각종 지급액을 조정하는 지표로도 활용된다.
44,통계청은 소비자물가지수 시계열 단절시 정책적·사회적 혼란이 예상된다면서도 관련 통계의 시계열 단절은 없다고 해명했다.
45,통계청 관계자는 소비자물가지수를 주기적으로 개편하는 취지는 최근의 소비 패턴 변화를 파악하기 위한 것으로 (시계열 단절 여부와 관계 없이) 가장 최근에 발표된 가계동향조사 결과를 가져와 그 변화를 파악할 수밖에 없다고 설명했다.
46,송언석 의원 과거 자료와 비교할 수 없게 돼 통계자료로서의 완성도 크게 떨어져전 정부 오류 은폐 시도 송언석 국민의힘 국회의원국민연금 기초연금 최저생계비 등 국가에서 나눠주는 각종 지급액을 조정하는 지표로 활용돼 온 소비자물가지수가 통계자료로서의 완성도를 크게 상실한 것으로 확인됐다.
47,송언석 국민의힘 국회의원(김천시)은 소비자물가지수는 국민연금 인상률 등 국민들의 삶과 밀접하게 연결된 지표로써 시계열 연결이 매우 중요한데 문재인 정권이 소득주도성장의 실패를 감추기 위해 가계동향조사 통계를 조작함으로 인해 소비자물가지수도 시계열 단절이 발생한 것으로 드러났다며 통계청이 이를 알고도 묵인했다면 은폐 몰랐다면 무능의 극치를 보여준 것이며 철저한 조사를 통해 진실을 규명해야 한다고 밝혔다.
48,이처럼 물가가 잡히지 않으면서 연준이 금리 인상 기조를 지속할 것이라는 예상이 나온다.
49,몇몇 참석자는 필요한 만큼 오랫동안 긴축적인 정책 스탠스를 유지할 필요가 있다고 밝혔으며 두어 명은 역사적 경험에 비춰볼 때 물가상승률을 낮추기 위한 긴축적 통화정책 기간을 조기에 종료하는 것은 위험하다고 지적했다.
50,【 기자 】 수차례의 금리 인상에도 미국의 물가 오름세가 좀처럼 잡힐 기미를 보이지 않고 있습니다.
51,바이든 대통령은 성명을 내고 인플레이션과 싸우는 일이 최우선 과제라며 물가 잡기에 주력하겠다는 뜻을 재차 시사했습니다.
52,심각한 인플레이션 상황에 미국 중앙은행인 연방준비제도의 금리 인상 기조도 당분간 이어질 전망입니다.
53,영상편집 : 이범성#MBN #굿모닝MBN #유승오 #소비자물가지수 #다우존스
54,이에 따라 연준의 공격적인 금리 인상이 이어질 것이라는 우려가 커지고 있다.
55,미국 소비자물가 추이 연합뉴스이날 블룸버그통신에 따르면 제이미 다이먼 JP모건 최고경영자는 국제금융협회(IIF) 연설에서 “연착륙이 가능할지 모르겠다며 “가벼운 경기 침체가 될 수도 있고 심각한 경기 침체가 될 수도 있다고 예상했다.
56,국제통화기금(IMF) 총재는 전 세계 정책 입안자들에게 세계 경제 상황이 심상치 않은 지금 인플레이션이 폭주하는 기차가 되는 것은 막아야 한다고 촉구했다.
57,블룸버그통신 등에 따르면 중국의 고강도 방역 정책 등에 따라 식품 물가가 오르면서 소비자물가도 상승한 것으로 보인다.
58,중국의 신랑망(시나닷컴)은 돼지고기를 중심으로 한 식품 가격 상승이 소비자물가 상승을 주도했다고 확인했다.
59,중화권 수석 이코노미스트인 브루스 팡 연구 책임자는 CNBC와의 인터뷰에서 “중국의 CPI와 PPI의 둔화는 중국 소비자 수요와 해외 수요가 감소하면서 나타난 결과라며 “향후 PPI는 더 하락할 것이고 향후 몇 달 안으로 마이너스 영역으로 들어갈 것이라고 전망했다.
60,심각한 물가 오름세가 다시 한번 확인되면서 미국 중앙은행이 다음 달 역시 큰 폭으로 금리를 인상할 가능성이 커졌습니다.
61,생계비 급증 상황에 몰린 가계가 한층 압박을 받은 것으로 나타났다고 매체는 전했다.
62,영국에서는 러시아의 우크라이나 침공으로 인해 유럽의 천연가스 가격이 급등했으며 공급망이 혼란에 빠지고 노동력 부족이 겹치면서 생계비가 상승하고 있다.
63,가계의 광열비 부담을 덜어 주는 영국 정부의 지원이 완화하면 내년 초 물가상승 기세가 더욱 가속할 전망이다.
64,이와 관련해 제러미 헌트 신임 재무장관은 전국의 가정이 물가와 광열비 급등으로 어려움을 겪는 상황을 이해한다.
65,정부는 가장 취약한 처지에 있는 사람에 대한 지원을 우선적으로 하겠다고 밝혔다.
66,심각한 인플레이션 상황이 재확인됨에 따라 미 중앙은행인 연방준비제도(Fed·연준)가 공격적인 금리인상 기조를 유지할 가능성이 더욱 커졌습니다.
67,연준의 통화정책에서 변수가 될 수 있는 고용지표도 여전히 탄탄한 편입니다.
68,다만 연속적인 금리인상과 글로벌 경기둔화의 여파로 채용을 줄이는 기업들이 늘어나고 있다는 점에서 앞으로 실업자가 계속 늘어날 가능성이 커보입니다.
69,이런 상황에서 스마트폰만 같은 기간 CPI가 큰 폭으로 떨어져 눈길을 끌었다.
70,삼성이나 애플이 내놓은 고급 스마트폰 가격은 계속 상승하고 있기 때문이다.
71,그런데 왜 CPI는 꾸준히 내리고 있는 걸까?CNBC는 CPI 산출 방법에 그 해답이 있다고 지적했다.
72,이를테면 계란 CPI를 조사할 경우엔 지난 해 가격과 올해 가격을 비교하게 된다.
73,■ 카운터포인트 업체들의 프로모션-할인행사도 고려해야미국 노동부는 매년 두 차례 스마트폰 신모델을 검토한 뒤 품질이 얼마나 향상됐는지 측정한다.
74,이를테면 카메라는 얼마나 좋아졌으며 디스플레이나 다른 성능은 어느 정도 향상됐는지 조사하게 된다.
75,CNBC는 “스마트폰 품질이 향상되는 데 가격은 지난 해와 같은 수준을 유지하고 있다면 미국 노동부는 가격이 하락한 것으로 기록하게 된다고 설명했다.
76,당시 카운터포인트는 CPI는 품질 향상 요인을 제대로 반영하지 못할 뿐 아니라 업체들의 프로모션과 할인 행사 같은 것들을 무시하는 경향이 있다고 지적했다.
77,카운터포인트는 “스마트폰 시장의 경쟁이 엄청나게 치열하긴 하지만 프로모션과 할인을 배제하게 되면 최근 몇 년 동안 전체 가격은 계속 상승했다고 분석했다.
78,결국 업체들의 할인 행사라는 ‘잡음 요소’를 제거하지 않았기 때문에 가격이 하락한 것같은 착시할 수도 있다는 것이다.
79,노동통계국의 조너선 처치 이코노미스트는 CNBC와 인터뷰에서 “스마트폰은 가격 상승과 인플레이션 단계에 접어들었지만 품질 향상으로 인해 이런 현상이 완화되고 있는 셈이다고 설명했다.
80,국제 유가 하락에 석유류 등의 상승률이 낮아지면서 전체 물가 오름세는 주춤하는 모습이었다.
81,어운선 통계청 경제동향통계심의관은 석유류와 채소·과실 등 농산물 가격의 오름세가 둔화하면서 상승 폭이 축소됐다며 석유류 가격의 오름세 둔화가 물가의 가파른 상승세가 둔화하는 데 주요하게 영향을 주고 있다고 말했다.
82,그러면서 석유수출국기구(OPEC) 플러스의 감산 결정이 석유류 가격에 어떤 영향을 미칠지 지켜봐야 한다면서도 물가 상승세가 정점을 지날 가능성이 없지 않다고 부연했다.
83,앵커미국 소비자 물가가 지난달에도 예상보다 더 오른 것으로 나타나 강도 높은 금리 인상에도 인플레이션이 좀처럼 잡히지 않는 것으로 나타났습니다.
84,IMF 총재는 그럼에도 금리 인상을 멈추면 더 큰 혼란이 있을 거라며 각국 중앙은행에 강도 높은 긴축 재정을 이어갈 것을 주문했습니다.
85,석 달 연속 상승률이 둔화하긴 했지만 여전히 높은 물가를 이어가고 있습니다.
86,연차총회 연설에 나선 IMF 총재는 금리 인상에 따른 비용에도 불구하고 인플레이션을 잡는 게 최우선이라며 강도 높은 긴축 재정을 멈춰선 안 된다고 강조했습니다.
87,크리스탈리나 게오르기에바 / IMF 총재 : 통화정책이 브레이크를 밟을 때 재정정책이 가속 페달을 밟아선 안 됩니다.
88,소비자물가지수 발표 직후 바이든 대통령은 성명을 내고 여전히 높은 물가이지만 인플레이션과의 싸움에서 진전을 보이고 있다고 자평했습니다.
89,그러면서 공화당이 의회를 장악하면 물가를 잡기 위한 인플레이션 감축법을 없앨 거라며 중간선거에서 민주당에 지지를 호소했습니다.
90,소비자물가지수 발표에 하락세로 시작한 뉴욕증시는 저가 매수에 힘입어 큰 폭으로 올랐지만 불안 요인을 떨쳐내진 못했습니다.
91,배달 음식에 붙는 배달비가 외식 물가를 끌어올리는 가운데에도 정작 물가지수 품목에서는 배달비가 제외되며 현실을 제대로 반영하지 못한다는 지적에 따른 조치입니다.
92,다만 자가주거비를 소비자물가지수에 반영하는 문제에 대해서는 사회·경제적 파급효과 등을 고려하여 검토하겠다고 통계청은 설명했습니다.
93,한훈 통계청장은 다양해지는 통계 수요에 부응해 적극적으로 통계를 개선·개발하고 국가통계를 더욱 개방하겠다고 말했습니다.
94,급격한 금리 인상에도 불구하고 좀처럼 물가상승세가 꺾이지 않았다는 의미다.
95,CPI는 미국 노동부에서 공개되는 월간 비농업 부문 신규 고용·실업률과 함께 뉴욕증시에서 중요한 두 개의 지표로 인식되고 있다.
96,캐피털이코노믹스의 폴 데일스 경제분석가는 영국 경제가 약해진 상황에서도 물가상승세는 여전히 강하다는 사실을 강조한다고 말했다.
97,영국은 러시아의 우크라이나 침공으로 천연가스 가격 급등 충격을 받았으며 포스트 코로나 시대의 공급망 병목현상과 노동력 부족이 가중되면서 생활 수준이 크게 위협받고 있다.
98,그러나 국민들이 물가 상승기에 실제로 느꼈던 체감물가지수는 이보다는 분명히 높았을 것이다.
99,주관적 물가 상승률이 통계청에서 발표되는 물가 상승률보다 높은 것은 심리적인 이유 등으로 설명될 수 있겠지만 현재의 우리나라 소비자물가지수는 주거비 변동을 제대로 반영하지 못하는 한계가 있다.
100,즉 자기가 매입해 살고 있는 집에 대한 기회비용이 반영되지 않는다는 말이다.
101,물론 통계청은 이 자가 주거비가 포함된 지수를 별도로 발표하고 있지만 이 지수의 신뢰성 문제는 오랫동안 지속돼왔다.
102,통계청은 소비자물가지수에 자가 주거비를 포함하지 않는 데 대해 시의성 있는 지수 작성이 곤란하고 가중치가 높아서 소비자물가 전체 흐름을 파악하는 데 장애가 되기 때문이라고 밝히고 있다.
103,이 변명은 간단히 말해 경제협력개발기구(OECD) 대부분의 국가들은 소비자물가지수에 자가 주거비를 포함해 발표하고 있어 받아들이기 어렵다.
104,더불어 또 다른 문제는 현재 통계청 별도로 발표하는 자가 주거비 포함 물가지수는 ‘임대료 상당액법’으로 추정된다는 것이다.
105,임대료 상당액법은 직접 거주하는 주택과 유사한 임대주택의 임대료를 자가 주거비로 추정하는 방법이다.
106,따라서 이 방법은 실시간에 변동하는 시장가격이 제때 반영되지 않기 때문에 자가 주거비 추정 방법으로 적합하지 않다.
107,실제로 우리나라 통계청의 자가 주거비를 포함하는 소비자물가 상승률은 포함하지 않는 물가 상승률에 비해 주택 가격이 오르는 시기에는 물가 상승률을 낮추고 하락하는 시기에는 높이는 평준화 효과를 발생시킨다.
108,이 평준화 효과는 자가 주거비를 임대료 상당액법이 아닌 한국부동산원의 주택가격매매지수를 적용해 ‘주거비 반영 소비자 물가’를 측정해보면 확인된다.
109,따라서 현재 우리나라의 물가는 집값의 하락세가 제대로 반영된다면 더 빠르게 안정되고 있다고 판단할 수 있다.
110,통계청은 자기 주거비를 제대로 포함하는 소지자물가지수의 개발과 발표를 늦게 하면 할수록 우리나라 물가정책은 물론 한국은행의 금리정책까지 심각하게 실기하게 할 수 있음을 깨달아야 한다.
111,즉 현재의 통계청 소비자물가지수는 국제 기준과 비교해 주택 가격이 급증하는 시기에는 과소평가되고 반대로 주택 가격이 급락하는 시기에는 과대평가되는 문제가 분명히 있다.
112,블룸버그통신 등에 따르면 중국의 고강도 방역 정책 등에 따라 식품 물가가 오르면서 소비자물가 상승을 이끈 것으로 분석됐다.
113,중국 경제가 제로 코로나 정책의 부정적 여파와 부동산 시장 위기 수출 둔화로 어려움을 겪는 상황을 반영한다는 분석이 나온다.
114,이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다.
115,크리스탈리나 게오르기에바/국제통화기금(IMF) 총재 : 우리는 인플레이션이 폭주하는 기관차가 되도록 내버려 둘 수 없습니다.
116,그러면서 인플레이션 통제를 위해 재정과 통화가 함께 해야 한다고 설명했습니다.
117,크리스탈리나 게오르기에바/국제통화기금(IMF) 총재 : 재정과 통화가 함께 하지 않을 경우 더 많은 금리를 인상하고 재정 상황을 긴축시킬 필요성이 생기기 때문입니다.
118,조 바이든 미국 대통령도 글로벌 인플레이션과 싸우는 일이 최우선 과제라고 다시 한번 강조했습니다.
119,그러면서 인플레이션 감축법 폐기를 최우선 순위로 두고 있는 공화당이 의회 주도권을 갖게 된다면 물가는 올라갈 것이라며 내달 중간선거에서 민주당에 대한 지지를 호소했습니다.
120,한편 소비자물가 상승률이 예상을 상회하자 급락세로 출발했던 뉴욕증시는 저가 매수세가 유입되면서 모처럼 큰 폭으로 올랐습니다.
121,국제 유가 하락에 석유류의 상승률이 낮아졌지만 농산물 가격과 외식 물가는 여전히 고공행진을 이어가 먹거리 부담을 키웠습니다.
122,최근 고공행진을 이어가는 환율 역시 추가적인 물가 상승 요인이 될 수 있어 물가정점론을 경계하게 합니다.
123,어운선 심의관은 석유류와 채소·과실 등 농산물 가격의 오름세가 둔화하면서 물가 상승 폭이 축소됐지만 환율 상승이 만만치 않으니 국내 물가 상승 압력이 분명 있을 것이라고 분석했습니다.
124,공업제품과 개인서비스 채소류 등 농축수산물의 가격 강세가 계속됐으나 석유류 가격 오름폭이 둔화되면서 전월보다 물가상승률이 축소된 모습이다.
125,이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다.
126,중국인 식생활에서 비중이 가장 큰 돼지고기 가격이 물가를 끌어올리고 있다.
127,최근에는 러시아의 우크라이나 침공으로 사료인 옥수수의 국제가격이 급등한 영향으로 중국 내 돈육 가격이 다시 뛰고 있다.
128,부동산시장 침체로 새 아파트 건설이 크게 줄어든 탓에 철강 가격이 급락하면서 전체 PPI를 끌어내렸다.
129,이번 HICP는 연내 추가로 기준금리 인상이 있다는 시장의 관측에 무게를 실어주는 내용이라고 매체는 지적했다.
130,소폭 수정이 있었지만 추가 금리인상을 준비하는 유럽중앙은행(ECB)의 방침을 변경할 정도는 아니라는 것이다.
131,낙폭이 크지 않았지만 그간 하락세가 짙은 데다 이번 주 후반부 본격화 될 기업들 분기 실적 발표에 대한 기대감이 크지 않은 상황이다보니 뚜렷한 반등이 오지 않는 분위기입니다.
132,연준이 주로 참고하는 소비 물가 관련 지표는 개인소비지출(PCE) 물가지수이지만 CPI와 PCE 물가지수가 대체로 비슷하게 움직이는 경향이 있고 주거비 부문이 최근 물가 상승세를 자극하고 있는 만큼 CPI 로 관심이 쏠리는 겁니다.
133,반도체의 경우 미국의 대중국 반도체 수출 제재 방침에 따라 KLA와 램리서치 등이 중국 업체인 양쯔강메모리테크놀로지에 공급하려던 새 반도체 장비 설치를 중단했다는 소식이 이날 나왔습니다.
134,반도체 부문의 경우 연준 긴축 정책 뿐 아니라 미·중 갈등 변수를 눈여겨 봐야 합니다.
135,자세한 해외 증시와 기업 분석 정보를 매일경제 해외 특파원들이 생생하게 전달해 드립니다.
136,미국 캘리포니아주 샌타모니카의 한 슈퍼마켓에서 고객이 닭고기를 고르고 있다.
137,미국의 고물가가 또다시 확인된 만큼 연준의 금리 인상 ‘속도전’ 이에 따른 글로벌 금융시장 하락이 계속될 것으로 보인다.
138,한은 이승헌 부총재는 이날 오전 시장상황 점검회의에서 변동성이 크게 확대될 경우 적기에 시장 안정 조치를 실시하겠다고 밝히며 이같이 예측했다.
139,한은은 주가는 저점 매수 유입 영국 정부의 기존 감세안에 대한 수정 기대 등으로 상승했다며 미 달러화도 급등락하는 등 높은 변동성을 보였다고 분석했다.
140,이에 따라 미국 연방준비제도(Fed)가 높은 인플레이션에 대응하기 위해 통화 긴축을 강화할 것이란 기대가 커지는 상황이다.
141,한편 지난 밤 미국 뉴욕 증시는 큰 폭으로 출렁인 뒤 상승 마감하며 불안정한 모습을 보였다.
142,다만 전월과 비교했을 때 다시 상승세로 전환하며 여전히 고(高)물가 흐름을 이어갔다.
143,사진연합뉴스아르헨티나에서 살인적인 물가 상승에 항의하는 대규모 시위가 연일 벌어지고 있다.
144,앞서 아르헨티나 정부는 치솟는 물가를 안정시키기 위해 쇠고기와 곡물 수출을 제한하고 생필품 가격 상한제를 도입했으나 물가를 잡는 데 실패했다.
145,정부의 각종 물가 통제 정책이 잇따라 실패하면서 생활고에 시달리는 국민들의 시름은 덩달아 깊어졌다.
146,특히 가파르게 치솟는 물가와 달리 임금 인상은 절반 수준에 그친 것으로 나타났다.
147,식품이나 교통 등 모든 것이 점점 더 비싸지면서 먹고 살기 어려워진 국민들은 거리로 나와 분노했다.
148,시민단체는 정부 보조금 인상과 대책 마련을 촉구하고 노조는 임금 재협상을 요구하며 연일 대규모 시위를 벌이고 있다.
149,당시 모의 관을 들고 행진하던 시위대는 월급은 죽었다고 외치며 낮은 임금과 치솟는 물가에 항의했다.
150,한편 매월 신기록을 경신하고 있는 아르헨티나의 물가상승률이 쉽게 떨어지진 않을 것이라는 게 전문가들의 대체적인 의견이다.
151,또 연말 물가상승률이 세 자릿수를 웃돌 가능성이 커졌다고 내다보는 전문가들도 적지 않은 것으로 나타났다.
152,세계 최대 반도체 파운드리 업체 TSMC가 시장 예상보다 나은 실적을 내기는 했지만 물가 상승세가 여전하고 미국 국채 수익률은 오히려 더 오른 상태입니다.
153,장 초반 기사를 통해 과도한 충격이 어느 정도 선에서 마무리될 지가 오늘 증시 관전 포인트라고 언급했는데 반등세가 두드러졌습니다.
154,다만 시장이 뚜렷한 방향성 없이 움직이는 만큼 일희일비하기보다는 기업들 실적 발표와 가이던스(향후 매출 목표치)를 지켜볼 필요가 있습니다.
155,베이커애비뉴애셋의 킹 립 최고 투자 전략가는 사람들이 CPI 발표를 두고 숏 포지션(특정 종목 혹은 지수 하락에 베팅하는 것)을 잡았을 것으로 보인다면서 다만 장 초반 과매도로 인한 급락세가 진정되는 국면에서 숏 커버링이 겹친 것이 오히려 반등세를 키운 것같다고 분석했습니다.
156,숏 커버링이란 공매도 투자자들이 빌린 주식 등을 갚기 위해 이를 되사는 것을 말하는데 이 과정에서 일시적으로 주가 혹은 주가지수가 급반등하는 현상이 나타납니다.
157,TSMC가 침체 압박 속에 시장 전망을 뛰어 넘는 호실적을 발표하기는 했지만 반도체 업계 분위기는 조금 더 지켜봐야 합니다.
158,스마트폰과 PC용 반도체칩 수요 둔화를 피해가기 힘들기 때문에 나온 결정이라는 해석이 따릅니다.
159,같은 날 조 바이든 미국 대통령도 현재 미국 휘발유 가격이 너무 높다고 언급했는데 전반적으로 물가 상승세가 쉽게 꺽이기 힘든 환경입니다.
160,물가가 계속 오름세라는 점은 연준이 물가 안정을 이유로 기준금리를 대폭 올릴 수 있는 명분이 됩니다.
161,특히 연준은 현재 일자리 시장에서 실업률이 오르더라도 금리를 올려 물가부터 잡겠다는 의지를 줄곧 강조한 상황이다보니 이날 발표된 CPI는 증시 하방 압력으로 작용하는 모양새입니다.
162,근원 CPI는 헤드라인 CPI 에서 외부 요인(날씨·국제 정세 등) 탓에 가격 변동성이 큰 식품·에너지 부문을 제외한 물가 지수인데요.
163,특히 최근 제롬 파월 연준 의장이 근원치를 강조하는 이유는 주거비용 등이 물가 상승에 얼마나 기여하는 지를 근원 CPI가 보다 명확히 보여주기 때문입니다.
164,연준이 주로 참고하는 소비 물가 관련 지표는 개인소비지출(PCE) 물가지수이지만 CPI와 PCE 물가지수가 대체로 비슷하게 움직이는 경향이 있는데 보통 CPI가 PCE물가지수보다 한 달 정도 일찍 발표됩니다.
165,그리고 주거비 부문이 최근 물가 상승세를 자극하고 있다는 점은 공통적인 만큼 투자자들의 시선이 CPI로 관심이 쏠린 겁니다.
166,연준이 물가 안정을 위해 금리를 올리는데 금리가 오르니 주거 비용이 올라서 다시 물가가 오르는 악순환이 반복되는 상황입니다.
167,자세한 해외 증시와 기업 분석 정보를 매일경제 해외 특파원들이 생생하게 전달해 드립니다.
168,재판매 및 DB 금지 (도쿄연합뉴스) 박상현 특파원 엔화 약세가 지속되고 우크라이나 전쟁 등으로 원자재 가격이 오르면서 일본 기업 간에 거래하는 물품의 가격 동향을 나타내는 일본 기업물가지수가 또다시 최고치를 경신했다.
169,일본 외환시장에서는 당국이 재차 시장에 개입할지 여부에 관한 관심이 커지고 있다.
170,요미우리신문은 시장은 정부와 일본은행이 엔저를 어느 수준까지 용인할지 지켜보고 있다면서도 시장 개입은 일시적으로 엔화 가치를 올릴 수 있지만 환율의 흐름을 크게 변화시키기는 어려울 것이라고 짚었다.
171,co. kr 수퍼 긴축의 가속 페달을 밟고 있는 미 연방준비제도(Fed)의 의지가 굳건해질 전망이다.
172,물가의 추세적인 흐름을 보여주는 만큼 중앙은행이 가장 주의 깊게 보는 지표다.
173,Fed가 긴축의 강도와 속도 등을 고민할 때 들여다보는 주요 변수라는 이야기다.
174,생산자 물가는 시차를 두고 소비자 물가에 반영되는 만큼 물가가 튀어 오를 가능성도 있다.
