,sentence
59,외국인의 투기성 거래에 효과적으로 대응하기 위해 외국인의 부동산 투기가 우려되는 경우 시·도지사 등이 대상자(외국인 등)와 대상용도(주택이 포함된 토지 등)를 정해 거래 허가구역을 지정할 수 있도록 부동산거래신고법 개정을 추진하고 있다.
60,임대사업자 등록이 가능한 외국인 체류자격이 불명확한 문제를 해소하기 위해 임대사업자 등록이 가능한 비자 종류를 명확하게 하는 내용의 민간임대주택에 관한 특별법 개정도 함께 추진 중이다.
61,원희룡 국토부 장관은 내·외국인을 막론하고 부동산 거래 불법행위는 엄정하게 관리해나간다는 원칙 아래 국민의 주거 안정을 침해하는 일부 외국인의 투기행위에 대해 철저히 단속하겠다고 말했다.
62,이어 공정한 거래 질서 확립과 내국인 실수요자 보호 차원에서 그동안 사각지대에 놓인 외국인 부동산 현황 파악과 투기 근절을 위한 제도개선도 지속해서 추진하겠다고 덧붙였다.
63,해외에서 몰래 자금을 들여오거나 가상화폐를 팔아 돈을 마련했다지만 실제로는 편법 증여가 의심되는 사례도 있었습니다.
64,원희룡/국토교통부 장관 : 매수 자금은 본국에서 불법으로 들여온 경우들이 많았고요.
65,그래서 부동산 투기를 과열시키는 또 하나의 주범 중 하나로 역할을 했습니다.
66,해외 자금 불법반입이 가장 많았고 경제활동 못하는 비자로 임대사업을 하거나 편법 증여한 경우가 뒤를 이었습니다.
67,외국인의 국내 주택 매수 건수는 해마다 증가하는 추세이지만 역차별 논란은 여전합니다.
68,권대중/명지대 부동산학과 교수 : 융자를 받는 경우에는 국내는 정부가 규제하는데 외국인들은 자국에서 대출을 받아서 주택 구입을 하기 때문에 손쉽게 할 수 있어서….
69,정부는 외국인 거래 감독 강화를 위해 외국인 주택 보유 통계를 신설하고 외국인 투기 의심 지역은 거래허가구역으로 지정해 거래를 제한할 수 있는 법을 추진하기로 했습니다.
70,다음 달 추가로 규제지역 해제도 이뤄질 것으로 보이는데 시장에 어떤 영향을 줄지 관심입니다.
71,왜냐하면 지금 당장은 이율도 높고 부담해야 될 게 있고 집값은 떨어질 거라는 생각을 다들 갖고 계셔서 좀 더 있으면 더 떨어지지 않을까 이런 생각 때문에….
72,김규정 / 한국투자증권 자산승계연구소장 : 고가 주택 거래가 조금 늘어날 것으로 기대가 됩니다.
73,다만 DSR(총부채원리금상환비율) 규제 등에 따라서 소득이 높은 대출자에게 유리한 측면이 있어서 시장에서의 반발도 우려가 됩니다.
74,새 정부 들어 벌써 세 번째인데 지난번 해제 때 사실상 지방은 다 풀린 만큼 수도권만 남아있기 때문입니다.
75,다만 고금리가 이어지면서 시장에 미치는 영향은 크지 않을 것이란 전망이 지배적입니다.
76,우병탁 / 신한은행 부동산팀장 : 현재의 가격 하락 추세를 전환시킬 만큼의 효과는 아닐 것으로 보입니다.
77,기본적으로 기존 공약 범위 내에서 이루어지는 공급이고 현재는 매수 심리가 아주 심하게 위축되어 있기 때문입니다.
78,금리 상황과 원자잿값 상승 등으로 인한 공사비 증가 등 변수가 많아서입니다.
79,함영진 / 직방 빅데이터랩장 : 분양 시장은 PF(프로젝트 파이낸싱) 자금 조달과 경기 변동에 예민한데 주택 개발 환경상 금리 문제나 경기 위축 우려 등이 해결되지 않고선 공급 차질이 발생할 가능성이 열려 있다고 봅니다.
80,대형 건설사 관계자 : 거래 자체가 없는 시장 상황에서 정부가 좋은 타이밍에 각종 규제 완화 및 공급량 증가를 발표했다고 생각됩니다.
81,거래 활성화를 위해 다주택자 취득세 중과 폐지 같은 세제 개편이 필요하다고 부동산 업계는 요구하고 있습니다.
82,가중되는 국민들의 불안을 의식한 윤석열 대통령이 오늘 정부의 비상경제민생회의 내용을 모두 공개했습니다.
83,오늘 회의에선 여러가지 경제와 민생 관련 정책들이 제시됐는데 특히 부동산 관련 내용이 눈에 띄었습니다.
84,아파트 중도금 대출 규제도 현실에 맞게 조정하기로 했는데 자세한 내용은 정수양 기자가 설명하겠습니다.
85,김주현 / 금융위원장앞으로 부동산 시장 상황에 따라서 규제 완화할 것은 하고 부동산 시장의 연착륙을 위해서 신경 써서….
86,고종완 / 한국자산관리연구원장실수요자 위주의 거래는 다소 증가하겠지만 금리 급등으로 인해서 시장에 미치는 영향력은 제한적일 것으로 전망됩니다.
87,이어 “전 정부에서 주택가격이 폭등해 서민들이 힘들어 했고 국민들이 정권을 교체해 준 거 아닌가라며 “대책이 너무 전방위적이다.
88,한편 한 교수는 주택 실수요자들에게는 ‘사전 청약을 보험 성격으로 시도하되 미국 금리가 하락 조짐을 보일 때부터 기존 주택시장에 접근하라’고 조언했다.
89,최근 정부가 시장의 예상을 넘어서는 각종 부동산 규제 완화 대책을 내놓은 이유입니다.
90,부동산 시장 침체가 실물 경제 전반의 위축으로 번지려는 걸 막으려는 취지도 있습니다.
91,전국 각 지역에서 미분양이 빠르게 늘고 레고랜드 프로젝트 파이낸싱(PF) 사태로 건설 산업의 위기감이 크게 확대된 영향도 직간접적으로 작용했습니다.
92,부동산 전문가들은 금리가 본격적으로 인상 국면에 진입하고 정책 여건이 달라진 데 따른 조치라고 보고 있습니다.
93,한국은행의 추가적인 기준금리 인상 가능성도 있어 거래 절벽은 당분간 이어질 가능성이 높게 점쳐지고 있습니다.
94,매매 거래가 이뤄지더라도 직전 거래에 비해 크게 낮은 수준으로 체결이 되고 있습니다.
95,최고가에 비해 수억원씩 낮아진 사례가 속출하고 일부는 거의 반 토막 나기도 했습니다.
96,이렇다 보니 정부의 큰 폭 규제 완화에도 즉각적인 부동산 시장 해빙이 쉽지 않을 것이란 전망이 많습니다.
97,대출이 된다고 하더라도 고금리를 감내해야 하고 집 값 하향 조정 전망이 사그라들기도 어렵기 때문입니다.
98,한 전문가는 금리 인상기에선 선뜻 대출을 받아 집을 사려는 수요자들이 많기 어렵다며 고물가와 경기 둔화까지 맞물려 있는 상황이라 정부의 규제 완화가 당장 시장에 효과를 내기는 쉽지 않다고 말했습니다.
99,연구소는 보유세가 급증한 이유에 대해 “몇 년간 공시지가 상승으로 연구소가 소유한 토지 평가액이 큰 폭으로 상승했고 (종부세 계산 시 주택 공시가격에 곱하는) 공정시장가액비율도 올라 납세 부담이 가중됐다고 했다.
100,무기 시험의 특성상 넓은 부지가 필요할 수밖에 없는데 그런 시험장이 ‘세금 폭탄’의 대상이 된 것이다.
101,부동산 세금 부담이 급증하자 연구소는 운영비와 수탁 사업 관련 경비를 조정하고 잡수입을 활용하는 방식으로 부족분을 메우고 있다고 한다.
102,강대식 의원은 “무기 개발 연구 등에 활용될 수 있는 돈이 부동산세 폭탄으로 날아간 것이라며 “국방 기술 개발에 악재일 수밖에 없다고 했다.
103,연구소는 더 이상 사업비 조정은 어렵다고 판단해 종부세 납부를 내년까지 분할 납부하는 방안도 고려하고 있는 것으로 전해졌다.
104,연구소는 “각 시험장의 공시지가가 더 인상될 경우 납부할 수 있는 추가 재원 확보가 사실상 어렵다고 했다.
105,고위력 탄도미사일 극초음속 미사일 등 첨단 무기를 개발 중인 연구소가 우리 국방과 방위 산업에서 갖는 의미가 큰 만큼 과학기술 분야 출연 연구기관처럼 면제 특례에 포함해 보유세 부담을 덜어줘야 한다는 얘기가 나온다.
106,/뉴시스										강 의원은 “문재인 정부의 공시가격 인상에 따른 종부세 폭탄은 국민뿐만 아니라 국민을 지키기 위해 무기를 개발하는 공공 기관도 피해 가지 못했다며 “국방 과학의 요람인 국방과학연구소가 온전히 기술 개발에 전념할 수 있도록 관련 법 개정이 필요하다고 했다.
107,KB국민은행은 베트남 하노이에 롯데센터·롯데몰 등 수익형부동산에도 참여하고 있다.
108,베트남 하노이 스타레이크시티는 대우건설이 ‘하노이의 강남’을 건설하겠다는 포부로 추진 중인 초대형 도시개발 프로젝트다.
109,이 사업은 하노이 구도심의 기능을 분산하고 균형있는 도시 기반시설 구축을 목표로 순항 중이다.
110,대우건설이 직접 부지를 개발하거나 투자자를 모집해 용지를 매각하는 방식으로 개발 중이다.
111,상업용지의 경우 삼성전자 CJ 등 국내 굴지의 대기업과 베트남 현지기업을 대상으로 매각을 마쳤다.
112,스타레이크 신도시 내 베트남 정부부처 이전계획으로 향후 오피스 비즈니스 숙박시설 수요가 늘어날 것으로 예상된다.
113,외국환을 불법으로 반입한 것 아니냐는 의혹이 제기돼도 정부가 확인할 방법이 없다.
114,강화된 부동산 규제에 불법행위가 힘들어진 내국인과 달리 외국인은 현행 법망을 우회하기가 쉽다.
115,각종 규제를 회피해가며 불법·편법으로 국내 부동산 시장을 휘젓던 외국인들의 실체가 정부 합동 조사를 통해 드러나고 있다.
116,국토부가 예시로 든 사례를 보면 국제결혼한 부부 외국인의 한국인 사위 한국국적을 포기한 자녀와 모친 등이 거래에 얽혀 있다.
117,일례로 내국인은 대출 제한 때문에 ‘현금 부자’가 아니면 서울 등 규제 지역 부동산 구매가 힘들다.
118,A씨처럼 해외에 거주하는 이들은 문제가 있어도 조사가 쉽지 않다는 점도 악용된다.
119,국토부는 국세청·관세청·법무부와 협업해 외국인 관련 부동산 거래 제도를 꼼꼼하게 손보겠다고 밝혔다.
120,원희룡 국토부 장관은 이날 “외국인 불법 투기를 철저히 뿌리 뽑겠다고 말했다.
121,해외에서 자금을 불법으로 들여오거나 자격없이 임대업을 한 행위 등인데 추가로 세무 조사와 수사도 진행될 예정입니다.
122,국토교통부가 자금 출처를 조사했더니 일부 자금이 해외에서 불법 반입된 정황이 발견됐습니다.
123,명의 신탁을 통해 무자격으로 임대 사업을 하거나 비트코인을 이용해 주택 자금을 편법 증여받은 것으로 의심되는 외국인도 적발됐습니다.
124,원희룡/국토교통부장관 : 제도가 미비한 것을 틈타서 세금을 회피하는 사실상의 탈세를 함으로써 결과적으로 세금을 꼬박꼬박 내거나 주택거래의 규제에 묶여 있는 우리 국민들만 역차별당하는.
125,국토부는 적발된 위법 의심 행위를 법무부와 관세청 경찰 등 관계기관에 통보해 세무 조사나 범죄 수사가 이뤄질 수 있도록 할 계획입니다.
126,또 외국인의 부동산 투기가 우려되는 경우 별도의 거래허가 구역을 지정할 수 있도록 관련 법률의 개정도 추진하고 있습니다.
127,앞서 문재인 정부가 부동산 시장 호황기에 도입했던 규제들을 뜯어 고치지 않는다면 프로젝트파이낸싱(PF)부터 분양 기축 거래 등 부동산과 연결된 전후방 산업이 뿌리째 흔들릴 수 있다는 판단에서다.
128,정부는 부동산 대출 규제를 완화할 경우 자칫 가계부채 부담을 가중하고 부동산 시장을 다시 자극할 수도 있다는 인식에서 신중론을 펴왔다.
129,하지만 최근 금리 인상 기조가 이어지는 가운데 부동산 시장 심리가 예상보다 빠르게 얼어붙자 시장 연착륙을 위해 조치를 내놓은 것으로 보인다.
130,이와 관련해 김주현 금융위원장은 회의에서 “최근 금리도 오르고 정책 요건이 변해서 과감하게 하나 풀겠다면서 “규제 완화를 할 건 하고 안정을 위해 지원할 것은 국토교통부와 협의해 부동산 시장 연착륙을 위해 노력하겠다고 말했다.
131,이는 부동산 거래 자체가 실종된 현 시점에서 기존 주택 처분이 어려워진 당첨자들이 교환 매매 같은 편법을 동원하는 등 실수요자들의 고통이 가중되는 상황을 고려한 것으로 분석된다.
132,이는 HUG 내규 및 HF 지침 개정으로 바꿀 수 있는 사안인 만큼 정부는 조속히 시행한다는 방침이다.
133,다만 시장에서는 정부의 이 같은 결정을 환영하면서도 ‘사후약방문’이라는 의견이 지배적이다.
134,부동산 시장 ‘경착륙’ 우려가 커지자 관련 규제 완화에 속도를 내는 것이지만 금리 상승으로 매수 심리가 얼어붙고 있어 효과가 미미할 것이라는 전망이 나온다.
135,김주현 위원장은 “그동안 (부동산 대출) 규제가 굉장히 강했는데 최근 금리도 오르고 여러 정책 여건이 변했기 때문에 과감하게 하나 풀어 놓겠다고 했다.
136,대출·세제·청약 관련 규제가 폭넓게 적용되는 규제지역(투기과열지구·조정대상지역) 해제도 또 한 차례 이뤄질 전망이다.
137,현재 투기과열지구는 서울 모든 지역과 경기 일부 지역 조정대상지역은 서울·세종 전 지역과 경기·인천 일부 지역에만 남아 있다.
138,이날 나온 대책은 부동산 경기 하강 속도를 조절하기 위한 것으로 해석된다.
139,그러나 총부채원리금상환비율(DSR) 규제는 그대로인데다 무엇보다 금리 인상으로 대출 부담이 커진 상태라 효과는 미지수다.
140,한 시중은행 관계자도 “디에스아르 규제가 함께 완화된다면 모를까 지금으로선 주택담보대출이 늘지는 않을 것이라고 내다봤다.
141,금리 상승으로 원리금 정상 상환이 어려워진 주택담보대출 대출자에 대해 내년 초부터 채무 조정을 확대하는 방안도 준비하기로 했다.
142,이같은 거래실종으로 인한 부동산 시장 경착륙 우려에 정부가 대출규제 완화 카드를 꺼내들었지만 시장의 반응은 잠잠합니다.
143,지승종 / 공인중개사(금리 인상 여파로) 갑자기 대출 이자 부담 금액만 해도 두 배씩 올라가니까 상당히 부담이 많죠.
144,소득에 따라 대출 한도가 정해지는 DSR 규제를 풀지 않은 것도 문제입니다.
145,일각에선 이자 낼 능력이 있는 고소득층에게 집 살 기회를 늘려준 것 아니냐는 비판도 나옵니다.
146,서진형 / 경인여대 교수행정적인 어떤 지침만의 변경을 통해서 시장 정상화를 시키기란 현재의 경제 상황이나 글로벌 경제 위기에서는 쉽지 않다라고 봐야….
147,전문가들은 규제 개선으로 시장에 일부 숨통이 트이겠지만 부동산 경착륙을 막기에는 한계가 있다며 다주택자에게 중과되는 세제 개선과 강남 등 핵심지역을 제외한 전향적인 규제지역 해제 등 추가 대책이 필요하다고 목소리를 모았다.
148,정부는 △기존주택 처분조건 청약당첨자의 기존주택 처분기한 연장 △중도금 대출보증 확대 △규제지역 추가해제 검토 △부동산 대출규제 완화 등을 속도감 있게 추진할 계획이다.
149,정부는 다음달 중으로 주거정책심의위원회를 열어 규제지역 추가 해제를 검토할 예정이다.
150,분양시장·고가주택시장 다소 숨통 트일 것…분위기 반전은 어려워 연합뉴스정부의 이번 조치에 대해 시장에서는 분양 시장과 고가 주택 시장 거래는 다소 숨통이 트일 것이라고 평가하고 있다.
151,다만 금리 인상과 경기 불확실성이 당분간 계속될 전망인 만큼 시장 정상화를 위해서는 전향적인 규제 완화가 이어져야 한다는 목소리가 많다.
152,이어 실수요자에 대한 LTV를 완화하더라도 DSR규제가 남아있고 금리인상 기조도 이어지고 있어 LTV완화에 따른 실수요자의 시장 진입은 제한적일 것이라고 전망했다.
153,그러면서도 정부의 이번 조치로 경착륙 분위기가 획기적으로 반전하기에는 어려울 것으로 보이고 연착륙을 유도하기 위한 부분적인 방편이 될 수는 있을 것이라며 거래 활성화는 취득세와 관련이 있기 때문에 관련 제도 개편이 남아 있다고 덧붙였다.
154,국민은행 박원갑 부동산수석전문위원은 규제지역 추가해제 가능성과 대출 규제 완화는 시장 연착륙에 기여할 것으로 예상된다면서도 금리가 치솟고 있어 매수자들이 대출을 많이 내서 집을 사기 어려운 상황이고 시장의 냉각 속도가 생각보다 빠르기 때문에 서울 강남과 수도권 핵심 지역을 제외하고는 규제지역을 초기 해제할 필요가 있다고 말했다.
155,대한건설정책연구원 이은형 연구위원은 정권 초기부터 부동산 규제 정상화를 꾸준히 추진했더라면 경착륙이 우려되는 부동산 시장 상황에 대한 부담이 경감됐을 여지도 있어서 아쉬움이 남는다면서도 부동산 규제 정상화의 타이밍이 조금 늦은감이 있지만 지금이라도 시장의 연착륙을 유도하려는 정부의 시도는 긍정적으로 평가할 필요가 있다고 평가했다.
156,이외에도 금리 상승기에 대출자의 부담을 덜어주기 위해 마련된 안심전환대출 지원 자격도 완화된다.
157,실직･폐업･질병뿐 아니라 매출액 급감 금리상승 등으로 인한 상환부담 급증으로 원리금 정상상환이 곤란한 차주도 채무조정이 적용될 수 있도록 하겠다는 것이다.
158,은행권 실무TF에서 대상자요건을 구체화해 내년 초 은행권 프리워크아웃 모범규준 개정을 추진한다.
159,주택 거래 침체기에도 외국인의 주택 매수비율이 계속해서 증가하고 그간 외국인의 주택 거래에서 해외자금 불법반입을 통한 주택 대량매입 초고가주택 매수 등 특이동향이 발견된 데 따른 것이다.
160,서울뉴시스 부모가 부동산 거래대금을 자녀에게 대여하면서 차용증이 없거나 적정 이자를 지급하지 않은 사례도 있었다.
161,주택 구입 자금을 편법 증여했을 가능성이 높은 것으로 국토부는 보고 있다.
162,국토부는 이번 기획조사 결과를 토대로 외국인의 국적별 거주현황 위법행위 유형 등을 종합 분석해 향후 외국인의 투기성 부동산 거래 조사를 위한 이상거래 선별기준을 고도화할 방침이다.
163,또 위법의심행위 중 큰 비중을 차지하는 해외자금 불법반입에 대해서는 국토부와 관세청의 정보공유 등 상시 공조체계 구축을 위한 업무협약을 체결하고 필요시 합동단속 추진 등 엄중 대응해 나갈 방침이다．
164,“금융위기 때와 부동산 가격 하락 요인 달라 “올해 주택가격 하락은 금리인상 때문 “비수도권 집값 하방 압력 지속될 듯 “내년 초까지 부동산 가격 하락 지속돼 금리 인상 기조로 주택시장이 얼어붙었지만 수도권 위주 장기침체 가능성은 금융위기 때보다 낮을 것으로 예상된다는 국책연구기관 분석이 나왔다.
165,내년 초까지 부동산 가격 하락세가 지속되지만 추후에는 금리 여건에 따라 가격 변동성이 커질 것이라는 전망이 나온다.
166,KDI는 현재와 금융위기 시의 부동산 가격 하락 요인은 다르다고 분석했다.
